update_date,non_comm_long,non_comm_short,non_comm_arb,comm_long,comm_short,open interest
2005/12/6,33206,27847,15814,44015,50023,105746
2005/12/13,32890,28231,14960,43510,49305,104891
2005/12/20,30868,28647,14204,43971,47154,101998
2005/12/27,32404,29643,13757,43652,47654,103119
2006/1/3,33082,30378,12902,44126,48300,103466
2006/1/10,32890,31780,13811,41484,45538,101982
2006/1/17,32186,29930,14232,39656,45227,100702
2006/1/24,33342,30596,14089,39962,45796,102580
2006/1/31,32581,31408,13513,39529,45680,101294
2006/2/7,33321,29569,10809,40482,47378,99049
2006/2/14,28653,28050,7532,42499,46215,92717
2006/2/21,23242,25672,9399,43499,44265,89954
2006/2/28,18584,23143,10244,44281,42203,85356
2006/3/7,18392,21099,10686,44178,42923,85611
2006/3/14,20042,19331,14235,44496,46536,91472
2006/3/21,22278,19268,16515,44190,49810,97150
2006/3/28,22521,20979,16560,44304,48725,97486
2006/4/4,23570,23958,16362,46714,49108,100249
2006/4/11,22134,23562,13226,47250,50306,97705
2006/4/18,20225,21789,14041,49989,53357,99934
2006/4/25,16532,19161,12334,49802,51022,96336
2006/5/2,15054,17058,9367,45755,47489,85352
2006/5/9,14392,15307,10038,48326,51305,86434
2006/5/16,12894,15376,9897,49045,49662,85375
2006/5/23,10904,17415,8214,49802,45002,81363
2006/5/30,10356,16728,9209,48536,42617,79541
2006/6/6,8775,16077,8120,48327,40942,76869
2006/6/13,8380,14036,11719,48871,42115,78658
2006/6/20,8447,11699,10854,46803,42171,76311
2006/6/27,8197,11907,9809,45691,40892,73323
2006/7/3,8460,10899,9545,44973,41681,72880
2006/7/11,10614,12828,9633,44222,41917,74754
2006/7/18,10848,14197,10267,45418,40889,76332
2006/7/25,8471,14165,10592,45378,38435,73348
2006/8/1,8643,14950,9287,44007,37256,71537
2006/8/8,9387,15981,7248,45271,38274,72385
2006/8/15,9324,17348,8336,46678,37981,74277
2006/8/22,8211,17929,7275,46774,36079,72057
2006/8/29,8156,19336,6725,44990,33146,69311
2006/9/5,9376,18099,6011,44553,34451,69247
2006/9/12,7881,17275,5849,45033,34870,68944
2006/9/19,9170,20212,5059,45531,34371,68168
2006/9/26,10566,20167,4658,44450,32361,67977
2006/10/3,10554,22847,4931,45107,33169,69400
2006/10/10,10562,23849,5322,43796,28785,69015
2006/10/17,13068,21992,6562,42204,32753,72713
2006/10/24,12435,22183,8600,43102,32837,75321
2006/10/31,11748,22691,8890,42763,31449,74423
2006/11/7,11443,25083,7017,43446,29319,72371
2006/11/14,10013,27023,7117,45520,26348,73681
2006/11/21,9130,27232,6379,47397,26453,73218
2006/11/28,9859,27495,5233,45218,22879,70308
2006/12/5,9550,26632,5263,44655,23437,68793
2006/12/12,9439,26965,4779,44210,23227,67911
2006/12/19,8423,27394,4422,46285,23433,68920
2006/12/26,6507,26714,4314,46853,22568,67350
2007/1/3,5847,25841,4853,48084,24189,70253
2007/1/9,6335,25590,4723,49018,26028,69879
2007/1/16,5358,25985,4960,48370,24442,68933
2007/1/23,5190,26561,5637,48626,24991,70723
2007/1/30,5545,27129,6046,48462,24932,71448
2007/2/6,5449,27347,5566,49215,26048,72035
2007/2/13,5710,26386,5952,48111,26416,70803
2007/2/20,5156,25867,5813,49013,26974,71320
2007/2/27,5301,24153,4670,45559,24756,65863
2007/3/6,5207,24486,4131,44591,24607,65495
2007/3/13,4642,22907,4631,45244,25291,65156
2007/3/20,7761,22839,6799,46270,30206,71303
2007/3/27,8680,24470,7021,46101,31535,74716
2007/4/3,9927,22818,6975,45184,32818,77186
2007/4/10,12333,22357,5866,45191,35468,80185
2007/4/17,13787,22572,5215,46119,36597,80657
2007/4/24,13923,22406,4236,46176,37255,80138
2007/5/1,15079,23409,4951,45582,38315,81864
2007/5/8,15900,23965,5727,45814,39413,81613
2007/5/15,15317,24368,6649,46358,38351,81845
2007/5/22,12655,23772,7916,47161,35982,80380
2007/5/29,12093,23624,9262,47238,36593,79901
2007/6/5,12740,22323,8703,45945,37358,81226
2007/6/12,13222,22204,5974,45830,36826,76962
2007/6/19,13894,22256,7577,45287,37271,78337
2007/6/26,13474,22397,7697,46577,36741,79416
2007/7/3,15360,23710,7583,46637,38895,81852
2007/7/10,20648,24557,7438,46557,43380,87538
2007/7/17,20639,24406,8529,47405,43808,89893
2007/7/24,21993,24958,10270,48330,45565,94496
2007/7/31,19544,24959,9846,47701,41486,89395
2007/8/7,18463,24017,6074,47685,40315,84651
2007/8/14,13970,19908,5020,47371,38218,76111
2007/8/21,12313,19380,5737,49923,38335,76498
2007/8/28,11271,17808,4502,48954,37438,73083
2007/9/4,11478,16634,3714,46588,36737,69156
2007/9/11,12518,16637,3834,45325,36139,68684
2007/9/18,14435,16863,3866,45130,38667,71557
2007/9/25,17474,17396,5279,45909,43426,77528
2007/10/2,20787,19307,6248,45540,46375,83055
2007/10/9,23322,19283,8061,44052,47796,86905
2007/10/16,22890,20921,10715,44427,45622,90148
2007/10/23,19606,20130,11883,44365,42585,86858
2007/10/30,17403,20060,12908,44851,40544,86013
2007/11/6,15556,18680,11677,45069,39504,83317
2007/11/13,12163,18565,8200,47162,38645,78465
2007/11/20,11396,17997,6745,48615,38956,77837
2007/11/27,9580,17500,6311,47176,33387,73905
2007/12/4,8457,16812,6101,46912,34899,70839
2007/12/11,8673,16665,6637,44082,33722,70873
2007/12/18,8702,17746,6559,45412,34149,73019
2007/12/24,8504,16567,6472,44636,33764,71767
2007/12/31,9309,16579,9244,44779,35014,72142
2008/1/8,9382,15579,9217,45968,36690,75606
2008/1/15,10724,19539,10373,50487,39630,83849
2008/1/22,11307,20355,12410,50879,38160,86382
2008/1/29,10688,20024,15281,51496,38578,89706
2008/2/5,11552,18781,15322,51617,40742,90375
2008/2/12,18417,17863,9304,50101,46853,88310
2008/2/19,21336,17784,7433,53143,53157,93661
2008/2/26,24783,19202,12164,52749,57730,101872
2008/3/4,27387,18291,11885,49840,58982,101867
2008/3/11,29142,19142,11873,49542,58831,103107
2008/3/18,27231,19888,12662,49184,56049,101953
2008/3/25,23073,15518,12986,49023,53999,97323
2008/4/1,25610,16029,14751,48653,55905,101860
2008/4/8,28023,19182,12749,48968,55942,102525
2008/4/15,30643,21360,12241,49550,57463,105070
2008/4/22,30703,21690,12476,50942,58831,107654
2008/4/29,29123,22559,12194,50041,54543,104206
2008/5/6,27833,20639,10349,48990,54398,99434
2008/5/13,24173,19985,11196,48974,51927,97799
2008/5/20,24632,19592,13185,49121,53403,101017
2008/5/27,22205,18544,13333,49788,51504,98441
2008/6/3,20776,21663,14304,49487,46744,97981
2008/6/10,20614,20430,12920,50084,47406,96229
2008/6/17,23149,19960,13621,52431,52838,102488
2008/6/24,25237,18619,16506,54249,59841,109496
2008/7/1,26085,18647,17672,52762,60405,111367
2008/7/8,25343,18805,18608,54077,60938,110218
2008/7/15,21001,17982,18454,54452,56566,105627
2008/7/22,20424,19431,21937,57290,55935,110899
2008/7/29,18062,20304,22029,57551,51529,108234
2008/8/5,15980,20299,20435,61793,53972,110205
2008/8/12,13037,18479,16849,60458,49423,100371
2008/8/19,10449,19576,13586,61326,45775,94900
2008/8/26,8940,19992,11754,58168,40639,87899
2008/9/2,7720,19789,10168,50753,32698,77739
2008/9/9,7093,20512,9490,50926,32373,76798
2008/9/16,8754,21151,10326,48957,30401,76698
2008/9/23,9744,19643,10390,45239,31085,74489
2008/9/30,5816,21985,10571,52613,31464,78214
2008/10/7,5643,24442,9928,54999,31648,80024
2008/10/14,5881,24008,9447,55655,33661,80670
2008/10/21,6259,23838,11804,55475,34091,83603
2008/10/28,6663,22546,11328,52215,33117,79285
2008/11/4,5905,22063,11722,51260,33069,77976
2008/11/11,6327,21736,9596,52034,34406,77148
2008/11/18,8073,24317,8644,53020,34898,80583
2008/11/25,7873,23970,6907,47543,28416,72372
2008/12/2,8653,26375,6846,45679,25474,70029
2008/12/9,8130,25347,6416,45436,25680,69033
2008/12/16,9531,27772,6575,45198,26086,71777
2008/12/22,9682,28750,8081,46356,26419,74212
2008/12/30,10070,29515,8425,46881,25371,74252
2009/1/6,9052,28741,10259,45555,25192,76356
2009/1/13,7191,30297,9081,55160,29143,81996
2009/1/20,7009,32318,8806,58413,31481,83617
2009/1/27,6592,32122,9261,57878,30807,84113
2009/2/3,7352,32590,12140,58566,31267,87299
2009/2/10,8874,33519,8757,55953,30349,83934
2009/2/17,7665,35092,12155,58493,29651,89405
2009/2/24,7461,34955,9976,58336,29251,84903
2009/3/3,7303,32200,7990,55677,28806,80939
2009/3/10,12397,32473,9201,54061,34896,86966
2009/3/17,15727,34574,9571,55539,38683,92910
2009/3/24,16058,34473,10283,56980,41004,95985
2009/3/31,15517,34042,11798,57826,39771,96572
2009/4/7,18576,35974,12503,59804,43189,102332
2009/4/14,17874,36735,13831,59871,43215,106758
2009/4/21,18504,37984,10023,60099,42743,103736
2009/4/28,19980,37865,11544,60749,44465,106170
2009/5/5,18992,37530,12492,60581,43522,104619
2009/5/12,18403,37142,11866,62694,46903,108470
2009/5/19,18384,37192,10575,61846,46967,105791
2009/5/26,19834,37546,11243,62264,46791,107631
2009/6/2,21485,40139,11339,63721,48281,111357
2009/6/9,19790,38559,8949,63095,48533,109820
2009/6/16,21247,39711,10952,65340,50378,115321
2009/6/23,18605,40340,12622,64689,44088,109536
2009/6/30,18029,38093,11390,63587,41969,104189
2009/7/7,17971,38932,10404,63158,42374,102426
2009/7/14,17607,37744,11573,65002,44505,106268
2009/7/21,23014,39074,14074,66092,50853,115991
2009/7/28,25235,39810,14971,66907,53509,120479
2009/8/4,27256,37910,15515,65824,56904,121925
2009/8/11,27433,37843,12024,63915,55107,117741
2009/8/18,27431,28688,13625,63530,63437,116703
2009/8/25,28889,30133,14817,63016,61709,118454
2009/9/1,28277,31825,14254,63955,59880,119527
2009/9/8,27933,30181,14008,64480,62699,118148
2009/9/15,26436,28769,12517,64171,63044,117983
2009/9/22,24442,27979,13031,65555,63972,117248
2009/9/29,22101,28382,12522,66779,60165,113874
2009/10/6,24278,29049,13520,68847,63672,119080
2009/10/13,25357,27186,13994,67991,67502,121664
2009/10/20,32948,31263,14400,69666,73566,133100
2009/10/27,37835,28780,13671,71119,80546,138431
2009/11/3,38502,29440,14100,70747,81608,140662
2009/11/9,38649,31087,14301,72251,83055,143698
2009/11/17,44596,35345,14697,75650,87071,151451
2009/11/24,46078,34942,15400,73915,86954,152001
2009/12/1,46459,35239,16215,73202,84846,148809
2009/12/8,48128,35502,14491,72301,86499,147950
2009/12/15,45671,35194,14256,73960,85853,147691
2009/12/22,43330,34755,14690,74509,84548,145637
2009/12/29,50473,35939,14731,75394,91792,154559
2010/1/5,51738,35210,15538,76411,94843,158539
2010/1/12,51974,29433,15595,66816,93719,151321
2010/1/19,50762,23095,16755,60389,91363,143012
2010/1/26,48727,19957,19026,58061,87467,140683
2010/2/2,40438,22166,18656,59788,78511,132113
2010/2/9,35897,22247,13682,61623,73751,124076
2010/2/16,37722,23642,15610,59887,70916,126363
2010/2/23,38991,23027,15423,58116,72507,126394
2010/3/2,38872,23005,14371,60663,73576,125878
2010/3/9,41913,23635,15085,60020,76984,127613
2010/3/16,42288,23284,15727,59740,76903,130126
2010/3/23,42636,24585,17370,60683,76396,132494
2010/3/30,47203,25546,18360,63203,84127,141517
2010/4/6,50530,27584,20609,65746,90314,151388
2010/4/13,53458,29990,20492,64259,88040,150306
2010/4/20,50461,29547,22265,66810,88011,153954
2010/4/27,47952,28142,24261,65474,85645,151824
2010/5/4,42642,29152,23214,62278,75616,142318
2010/5/11,36092,25494,20005,62451,70969,130991
2010/5/18,35258,28033,19658,62602,66681,128554
2010/5/25,32592,28609,19007,65569,66089,128730
2010/6/1,32767,27456,17932,66056,68590,127018
2010/6/8,34347,33065,18520,64794,65497,131799
2010/6/15,33306,31870,20044,72502,71463,137265
2010/6/22,33374,31901,21760,71285,70137,139932
2010/6/29,31968,29106,19404,68668,68514,130392
2010/7/6,31620,29435,18769,67615,65822,127883
2010/7/13,31820,27462,19246,68137,68641,129938
2010/7/20,32592,28677,20627,68037,67295,132711
2010/7/27,35846,24596,19587,69696,74878,136009
2010/8/3,37984,25024,22219,68866,77771,141838
2010/8/10,40232,23586,18274,67695,81972,139666
2010/8/17,41110,26631,19608,67102,79168,140934
2010/8/24,36304,26890,18981,72217,76927,139877
2010/8/31,39392,26162,17512,64771,75360,134206
2010/9/7,41758,26975,17683,64529,77620,137079
2010/9/14,42144,25735,16694,67025,84461,141028
2010/9/21,43877,26796,16384,67356,86103,142955
2010/9/28,48383,26221,15410,68712,92459,147744
2010/10/5,51583,27184,17496,67855,94481,153457
2010/10/12,52794,28726,18559,70002,97325,158917
2010/10/19,54303,28153,19898,71698,101035,162855
2010/10/26,55260,28797,22707,72172,101358,167063
2010/11/2,52585,27377,22201,71961,100526,163209
2010/11/9,55566,25477,17705,72427,107310,164045
2010/11/16,49986,24026,15385,69716,98920,152332
2010/11/23,46097,23307,16097,67879,93305,146054
2010/11/30,47784,26677,16420,68699,92608,148249
2010/12/7,53567,27135,16221,69090,101401,157675
2010/12/14,58287,28019,16895,69972,104818,163546
2010/12/21,59804,27641,17186,71398,107102,166422
2010/12/28,61837,30035,16840,71176,106323,167334
2011/1/4,61858,30245,17716,69780,104737,166289
2011/1/11,61530,31423,17617,67938,104139,165488
2011/1/18,62505,32316,18443,67307,101612,165873
2011/1/25,53961,30049,16592,67159,94705,155810
2011/2/1,57306,32595,17224,67515,95663,160259
2011/2/8,63087,33627,13116,67951,101181,162263
2011/2/15,59706,30667,12417,69016,102689,159468
2011/2/22,53809,30579,11328,70177,98711,151893
2011/3/1,50320,23701,11022,70162,98113,147581
2011/3/8,49103,24793,8954,67688,93617,141773
2011/3/15,46193,22831,7492,66453,88953,134739
2011/3/22,44489,22667,9826,65641,88918,133713
2011/3/29,47672,20628,9496,63696,92690,135882
2011/4/5,46268,23884,9591,61166,89006,134293
2011/4/12,52973,21983,10581,62368,98055,142085
2011/4/19,43667,18608,9168,63739,90632,132383
2011/4/26,42076,18398,10218,62977,89403,130849
2011/5/3,40403,19399,9573,62248,82043,125898
2011/5/10,34445,22626,10475,62279,70730,120303
2011/5/17,29693,21948,14555,62821,65989,119749
2011/5/24,28382,22354,14085,65806,68353,120829
2011/5/31,29163,19183,14851,66738,74271,123919
2011/6/7,30044,20316,13295,65602,74150,122995
2011/6/14,31122,20388,14715,71608,80534,132616
2011/6/21,30500,20735,15542,73946,80593,133849
2011/6/28,29596,19591,14514,67785,73573,124236
2011/7/5,40534,21571,14304,67922,86511,138627
2011/7/12,48272,24486,14808,65478,91042,146864
2011/7/19,49556,25807,18561,64948,92763,152876
2011/7/26,51606,27015,19318,65835,93137,156140
2011/8/2,51036,26773,19719,67296,93515,156089
2011/8/9,34375,23514,12032,66705,76240,128475
2011/8/16,27568,21674,13369,71675,72565,125673
2011/8/23,28138,24288,13116,72457,71157,126380
2011/8/30,28750,26048,10645,63839,62367,115815
2011/9/6,30682,27185,11106,62986,60973,115872
2011/9/13,30700,28872,10162,64993,60937,118383
2011/9/20,31651,34950,10034,69336,59659,125531
2011/9/27,29860,31322,8657,68325,59770,119891
2011/10/4,28040,31458,9689,69927,60604,121499
2011/10/11,27971,35030,9936,72909,58490,122868
2011/10/18,28110,33449,12698,75441,61894,129014
2011/10/25,28375,31313,15885,73267,62365,129893
2011/11/1,28641,26854,15387,71273,64692,126363
2011/11/8,26697,26385,12686,70552,66389,123572
2011/11/15,26992,28106,12241,77633,72092,129991
2011/11/22,26072,30294,13346,72381,62742,124189
2011/11/29,26425,29733,11900,64354,54748,112374
2011/12/6,26715,29347,10722,65290,57566,113252
2011/12/13,27040,30396,10752,67361,59408,115993
2011/12/20,28339,33294,10608,67210,55838,116050
2011/12/27,28669,32261,11094,67188,56805,117153
2012/1/3,29629,31177,11918,68300,60466,120794
2012/1/10,31413,33123,14467,68689,61854,126638
2012/1/17,34047,31736,17572,67784,65652,132457
2012/1/24,36031,31508,22434,70960,70786,142751
2012/1/31,37665,33482,23093,77199,78424,151787
2012/2/7,40578,33536,22233,82954,87532,160030
2012/2/14,42281,32572,22867,85459,94173,164491
2012/2/21,43171,33634,20979,84117,91136,162525
2012/2/28,43900,33389,18361,77325,86060,153312
2012/3/6,44783,33198,19235,76505,83720,152741
2012/3/13,43424,34352,18188,75104,82186,150968
2012/3/20,48835,36560,19261,72827,81578,154394
2012/3/27,44370,36296,21151,71533,77823,152037
2012/4/3,48178,38649,21696,71108,78085,156569
2012/4/10,41312,40893,19985,68891,66807,148468
2012/4/17,41012,39755,20599,84347,75969,159119
2012/4/24,38687,36365,21860,86726,76668,159256
2012/5/1,41404,37514,14451,77181,70533,144241
2012/5/8,42919,39388,13391,78539,71298,144583
2012/5/15,41857,45715,13127,81899,67274,147934
2012/5/22,40184,50282,16922,82296,60264,150189
2012/5/29,40639,52277,17621,80418,56171,148694
2012/6/5,40259,56896,19903,84559,56870,156252
2012/6/12,38793,53745,18381,83488,59025,152084
2012/6/19,37756,52038,15991,80224,56311,144845
2012/6/26,38453,55297,15000,81024,53966,146442
2012/7/3,37821,51039,12093,74476,53138,135682
2012/7/10,39390,49755,11838,72217,52834,134099
2012/7/17,39798,48085,14677,72660,55967,138098
2012/7/24,40765,53834,14848,76444,53098,142395
2012/7/31,38672,53392,13047,80722,56652,142774
2012/8/7,39673,56933,15820,78943,52500,145059
2012/8/14,38883,56654,19919,85218,59664,156244
2012/8/21,40773,53652,16908,79314,59972,149461
2012/8/28,41645,49741,15055,76967,62936,145214
2012/9/4,38833,48892,14298,73029,55555,136512
2012/9/11,49549,47020,13527,70720,68009,147630
2012/9/18,51005,48001,14069,69228,69515,149098
2012/9/25,54605,49473,14146,68398,70804,152263
2012/10/2,54815,45801,14486,67291,74289,152264
2012/10/9,54605,42786,15813,65511,75988,152004
2012/10/16,52776,41281,16239,66047,74396,150296
2012/10/23,48794,41891,18346,70114,76016,153564
2012/10/30,45589,47883,20574,73573,71924,156569
2012/11/6,42032,44229,23132,74633,70909,155396
2012/11/13,41593,46017,22241,71783,65074,151884
2012/11/20,39621,43052,18272,75050,67260,147748
2012/11/27,38126,41105,19888,73463,66381,145313
2012/12/4,44306,35254,15907,71244,73478,143993
2012/12/11,48593,35962,16651,71641,81729,151310
2012/12/18,51535,36481,16114,70922,84667,153815
2012/12/24,45600,37889,16725,71060,79791,148449
2012/12/31,45486,36155,15418,71160,81298,146548
2013/1/8,47014,34638,17553,73141,89080,156245
2013/1/15,48130,36148,16286,73334,89553,155689
2013/1/22,48234,38699,18813,75176,90923,161899
2013/1/29,50672,41305,21000,75776,92214,168493
2013/2/5,61901,45697,19378,81590,105513,183941
2013/2/12,60104,44242,18894,74836,96583,174441
2013/2/19,58575,49258,19759,77953,94735,178372
2013/2/26,46791,47519,17027,77621,79586,161180
2013/3/5,49328,54915,15929,78416,70708,159485
2013/3/12,48151,54295,14879,79207,70107,158500
2013/3/19,48036,64206,15398,84936,68845,168616
2013/3/26,49956,70143,16822,88515,66751,172979
2013/4/2,48872,75877,19667,91372,64250,179944
2013/4/9,47713,75552,24017,91588,62370,182719
2013/4/16,44854,68981,22166,104687,74314,187450
2013/4/23,43366,64755,15422,98096,68995,172312
2013/4/30,43244,67243,14478,93694,62994,166042
2013/5/7,42612,61802,13630,88923,60526,158787
2013/5/14,39970,57425,15714,89594,63429,159750
2013/5/21,39525,53067,16051,90768,68557,162304
2013/5/28,38759,52325,18293,91797,71095,165931
2013/6/4,41488,51433,18928,92573,73671,168538
2013/6/11,40874,58921,21324,100850,75060,181231
2013/6/18,47838,74277,20421,108010,75483,194877
2013/6/25,46899,78588,15905,101167,61366,178746
2013/7/2,44898,73439,16355,95951,59369,170977
2013/7/9,44259,72307,15087,95384,59746,169108
2013/7/16,39403,61783,15800,93211,64431,163870
2013/7/23,38642,61746,13392,93980,64503,161805
2013/7/30,39333,70427,13411,94144,56749,166158
2013/8/6,37858,59435,15617,93975,63948,163880
2013/8/13,38753,45587,15028,92326,78847,161593
2013/8/20,44415,44535,12451,88774,81533,160062
2013/8/27,42772,43565,10498,87986,83036,156847
2013/9/3,40851,45303,9667,84809,75371,149072
2013/9/10,37874,46447,9483,85973,72286,149202
2013/9/17,35639,50892,11256,86583,65915,149173
2013/9/24,36648,43898,11865,82411,71113,147511
2013/10/1,39032,40366,13792,80265,72900,148001
2013/10/8,37880,41764,14259,80644,71930,147936
2013/10/15,37672,45400,14860,83006,69117,149819
2013/10/22,44669,41054,12772,81295,80208,154924
2013/10/29,38310,48325,13055,88002,72879,154498
2013/11/5,36754,46538,9054,85907,71552,148624
2013/11/12,39966,58934,15736,88967,66255,163264
2013/11/19,40413,74311,14728,98110,59242,173106
2013/11/26,41232,71260,11316,89001,53484,158780
2013/12/3,43029,70380,11014,86479,55257,160042
2013/12/10,44375,57508,10601,84272,66965,159552
2013/12/17,55009,52630,7549,76939,73995,159879
2013/12/24,60943,56208,9464,74020,75004,164932
2013/12/31,66016,55653,9677,70367,79191,167024
2014/1/7,67546,55118,10923,69472,81237,169588
2014/1/14,59343,52306,14518,73137,77296,163296
2014/1/21,61131,51418,14245,69394,74338,160115
2014/1/28,51840,51836,15623,70361,66484,152829
2014/2/4,45717,59136,16443,76294,57375,151800
2014/2/11,46907,64957,22250,82698,57748,164996
2014/2/18,45352,59186,26856,77991,58421,162959
2014/2/25,45032,53111,19175,69425,53405,146265
2014/3/4,45709,58950,16394,70567,51317,145295
2014/3/11,47674,69234,15170,77436,47326,155791
2014/3/18,49027,77353,15098,79853,44523,159542
2014/3/25,45358,78333,13918,79055,42621,154057
2014/4/1,45433,71228,16536,76981,44511,153098
2014/4/8,45495,63996,16927,76360,51429,153322
2014/4/15,43429,64895,19024,85856,58519,164022
2014/4/22,40925,60842,16140,80932,54842,152890
2014/4/29,42322,56203,11811,72133,51832,138987
2014/5/6,40898,58351,13895,74484,51816,142069
2014/5/13,48908,58971,17095,72247,57482,151610
2014/5/20,50971,56564,14583,71468,60812,150346
2014/5/27,52012,56390,14506,73429,61135,153499
2014/6/3,47335,57075,15683,75596,60861,151783
2014/6/10,40089,55418,14444,77138,57193,147453
2014/6/17,38162,56201,18217,80925,57657,151523
2014/6/24,41981,49814,11615,74432,61850,142413
2014/7/1,52365,54129,8464,71634,66841,146243
2014/7/8,65579,58447,10238,71522,75439,161048
2014/7/15,76533,61906,15205,73432,85022,179412
2014/7/22,70091,61289,20640,75052,81909,180479
2014/7/29,63838,59519,22013,74519,77068,175017
2014/8/5,62107,54601,19160,75480,80401,171323
2014/8/12,47168,48601,13430,76654,73411,153657
2014/8/19,44060,50174,15403,78516,69643,152025
2014/8/26,46253,46126,13215,74400,71722,146526
2014/9/2,43075,46865,9627,72330,63393,136370
2014/9/9,48401,57920,7827,75177,60572,144047
2014/9/16,48575,62031,7860,75914,56323,143370
2014/9/23,51273,70968,7817,80785,53954,152016
2014/9/30,52035,75466,10953,85536,52955,160389
2014/10/7,54483,79479,13222,88398,54408,167622
2014/10/14,54973,78838,12473,86037,52582,167530
2014/10/21,54569,82309,13667,92601,55057,175541
2014/10/28,54392,75749,14365,90853,59728,169924
2014/11/4,47492,73355,11464,94794,58919,164942
2014/11/11,48196,73757,15897,95350,57969,170361
2014/11/18,52968,77573,22100,89399,53946,176417
2014/11/25,55391,83669,10426,81388,44220,160924
2014/12/2,50746,84928,8753,87855,41272,159261
2014/12/9,47171,80129,8867,84548,40338,152267
2014/12/16,47122,76837,9566,84046,41356,152045
2014/12/23,43503,75702,11167,87515,43435,152816
2014/12/30,44538,79591,11127,92094,45609,159107
2015/1/6,45928,87193,13635,99196,45205,170037
2015/1/13,53398,89221,19762,94170,46356,179459
2015/1/20,46328,83113,19998,94261,44335,172846
2015/1/27,46610,87272,23866,96833,44280,179152
2015/2/3,46923,87221,24739,98677,45864,180944
2015/2/10,45443,87427,30755,97124,46414,185606
2015/2/17,44526,82691,31027,97012,48031,185675
2015/2/24,50336,80639,17653,91161,50893,171520
2015/3/3,51043,73854,13012,87470,55536,163020
2015/3/10,53309,74837,11962,88084,55730,164239
2015/3/17,55248,72795,11668,85615,57445,164490
2015/3/24,58237,67317,13044,81659,64083,165590
2015/3/31,60278,64432,15728,82059,69145,170125
2015/4/7,58765,63761,16169,82527,71351,171006
2015/4/14,54693,61923,15498,81400,66570,165760
2015/4/21,50483,62802,12830,79538,64110,157721
2015/4/28,50505,66588,9532,81832,61536,154447
2015/5/5,63530,63982,9377,78884,75206,166179
2015/5/12,73722,65206,11666,77044,82657,178077
2015/5/19,73598,64257,13001,77109,83885,179210
2015/5/26,64899,63275,14290,78383,78749,172622
2015/6/2,50709,59453,16523,79435,67856,160588
2015/6/9,50677,64059,25182,81795,64122,171541
2015/6/16,53535,70047,26850,86938,66044,181765
2015/6/23,54093,77732,27189,88108,61595,184635
2015/6/30,59718,81525,14922,77411,52697,166278
2015/7/7,55639,81068,16245,80720,49595,167008
2015/7/14,53064,73822,18388,78077,51355,161713
2015/7/21,56919,79086,18893,75911,49681,165842
2015/7/28,55698,80152,16387,77675,46041,163656
2015/8/4,60578,92908,21396,85447,46797,181276
2015/8/11,60308,94067,30859,88567,47926,195117
2015/8/18,60821,89793,30888,83872,47927,191265
2015/8/25,60331,83656,16520,76236,44390,166991
2015/9/1,61031,81421,11912,74534,46459,158648
2015/9/8,60691,73958,13111,72133,52296,159016
2015/9/15,59530,63571,13399,69710,59257,154631
2015/9/22,52382,65632,15049,70959,51740,152575
2015/9/29,52419,69425,13630,72385,49149,151710
2015/10/6,54617,66165,13710,72020,55486,153387
2015/10/13,54291,60432,18366,70513,60297,156482
2015/10/20,56571,61154,22215,70231,61490,162963
2015/10/27,58172,59021,22355,71732,65587,165946
2015/11/3,55293,67071,19832,76694,58720,165386
2015/11/10,52814,80242,24522,80345,48776,173872
2015/11/17,61534,90817,31408,84208,49850,193328
2015/11/24,64527,98293,21415,83953,46557,186199
2015/12/1,66155,100408,15580,82846,45306,180517
2015/12/8,65812,100004,16786,81927,43773,179248
2015/12/15,68029,100662,17831,79212,43369,178761
2015/12/22,63124,93463,15460,79311,43004,170210
2015/12/29,59955,90061,16022,78884,43214,167689
2016/1/5,63058,94871,16864,79330,42180,171819
2016/1/12,68662,110687,22136,88452,40280,193520
2016/1/19,68711,112117,23786,92728,43574,199011
2016/1/26,64968,101795,30977,94258,50133,202900
2016/2/2,63562,99073,34202,90906,48979,201682
2016/2/9,63452,90280,29756,82362,51598,189518
2016/2/16,60041,87379,32272,84081,55020,191131
2016/2/23,57954,80901,24593,77038,51058,173541
2016/3/1,55749,80365,16473,73508,47245,160010
2016/3/8,63178,66056,17778,70111,66455,165888
2016/3/15,63343,63890,24703,72119,71009,175443
2016/3/22,62514,61596,28653,72166,73203,178177
2016/3/29,67603,72029,27888,76022,72557,186775
2016/4/5,67537,77622,32148,76425,66055,192906
2016/4/12,68479,90800,33377,84007,59754,201236
2016/4/19,66318,90834,32124,86690,61270,201891
2016/4/26,65274,73350,18480,74069,63893,172378
2016/5/3,65651,73111,20958,75186,66922,176458
2016/5/10,71365,94191,15610,81612,59207,184768
2016/5/17,79184,109830,19213,88280,58337,203157
2016/5/24,72160,113213,21795,101182,59397,210264
2016/5/31,71316,110143,29394,102473,61117,217128
2016/6/7,72543,111837,34091,101886,65651,227927
2016/6/14,71360,116171,42117,108111,62804,239071
2016/6/21,63839,96765,39897,95785,61300,215529
2016/6/28,53692,73506,18227,83357,60873,167927
2016/7/5,50675,70144,17001,83339,61420,164665
2016/7/12,54430,68660,15794,81522,65891,166225
2016/7/19,66010,63646,18239,79046,79937,178364
2016/7/26,69284,64466,22358,80625,84320,187184
2016/8/2,68768,66086,21702,82290,85727,188805
2016/8/9,66712,71890,22489,81248,78533,188297
