update_date,open,high,low,close,volume,close_yes,max10,max20,max30,max60,max100,min10,min20,min30,min60,min100,close_return_yes,volatility_20,volatility_60,volatility_100,volatility_200,stop_ma10,p_ma10,p_ma30,p_ma60,p_ma100,position,close_return,daily_return,cum_return
2014-12-19,487.69,492.43,486.57,490.09,671382.0,485.58,490.69,493.6,574.45,686.44,824.74,478.18,467.33,467.33,467.33,467.33,0.00454095892584,0.0136919774037,0.0158363463868,0.0143327418584,0.0144030901853,0,0,0,0,0,-1.00128391842,0.00924499497249,-0.00925686479182,0.281565297556
2014-12-22,488.3,489.06,481.28,483.41,764208.0,490.09,490.09,493.6,573.36,686.44,824.74,478.18,467.33,467.33,467.33,467.33,0.00924499497249,0.0138076120407,0.0156219730944,0.0143543033982,0.0144158747815,0,0,0,0,0,-1.00128391842,-0.0137238928509,0.0137415132097,0.295306810766
2014-12-23,480.58,480.58,470.32,472.58,868600.0,483.41,490.09,493.6,573.36,686.44,824.74,478.18,467.33,467.33,467.33,467.33,-0.0137238928509,0.0139170912746,0.0150703417324,0.0143458313793,0.0144289494964,-1,0,0,0,0,-1.00128391842,-0.0226581100858,0.0226872012507,0.317994012017
2014-12-24,472.77,477.18,469.57,476.4,747746.0,472.58,490.09,493.6,573.36,686.44,824.74,472.58,467.67,467.33,467.33,467.33,-0.0226581100858,0.0147867194217,0.015264002738,0.01430887404,0.0144959877618,0,0,0,0,0,-1.00128391842,0.00805079270972,-0.00806112927078,0.309932882746
2014-12-25,476.1,479.06,471.99,475.28,456840.0,476.4,490.09,493.6,573.36,686.24,824.74,472.58,472.58,467.33,467.33,467.33,0.00805079270972,0.0148814925649,0.0153105371913,0.0143416246182,0.0145116525145,0,0,0,0,0,-1.00128391842,-0.00235373343366,0.00235675543537,0.312289638181
2014-12-26,475.14,477.9,472.32,473.53,334254.0,475.28,490.09,493.6,573.36,686.24,824.74,472.58,472.58,467.33,467.33,467.33,-0.00235373343366,0.0132411999355,0.0151639119185,0.0143248834084,0.0144726424942,0,0,0,0,0,-1.00128391842,-0.00368883545584,0.00369357161963,0.315983209801
2014-12-29,474.29,484.87,474.29,484.11,735210.0,473.53,490.09,493.6,573.36,686.24,824.74,472.58,472.58,467.33,467.33,467.33,-0.00368883545584,0.013053389018,0.0150572506265,0.0143033559923,0.0143333785937,0,0,0,0,0,-1.00128391842,0.0220968850297,-0.0221252556274,0.293857954173
2014-12-30,483.92,498.33,483.92,498.25,736616.0,484.11,490.09,493.6,573.36,686.24,824.74,472.58,472.58,467.33,467.33,467.33,0.0220968850297,0.0137949457646,0.0146921245511,0.0145144103419,0.0141796663975,1,1,0,0,0,-1.00128391842,0.0287898054715,-0.0288267692331,0.26503118494
2014-12-31,508.69,513.55,501.82,507.63,1244962.0,498.25,498.25,498.25,573.36,684.59,824.74,472.58,472.58,467.33,467.33,467.33,0.0287898054715,0.0149883868822,0.0151317456887,0.0147296574603,0.0143286200047,1,1,0,0,0,-1.00128391842,0.0186508766557,-0.0186748228598,0.24635636208
2015-01-05,503.37,503.37,496.43,498.46,677722.0,507.63,507.63,507.63,573.36,680.25,824.74,472.58,472.58,467.33,467.33,467.33,0.0186508766557,0.015216531384,0.0153065839839,0.0148907702727,0.0144019512749,0,0,0,0,0,0.414193099591,-0.0182294902884,-0.00755052908651,0.238805832994
2015-01-06,496.29,518.31,494.49,518.17,1294552.0,498.46,507.63,507.63,573.36,678.62,824.74,472.58,472.58,467.33,467.33,467.33,-0.0182294902884,0.0151734690169,0.0150905337148,0.0149650201288,0.0144020452496,1,1,0,0,0,0.381077155202,0.0387800282864,0.014778182858,0.253584015852
2015-01-07,517.94,518.6,504.51,511.16,1050662.0,518.17,518.17,518.17,573.36,675.61,824.74,472.58,472.58,467.33,467.33,467.33,0.0387800282864,0.0173200745706,0.0158483939653,0.0155402673157,0.0146729296252,0,0,0,0,0,0.381077155202,-0.0136207210061,-0.00519054561282,0.248393470239
2015-01-08,511.95,514.83,504.32,509.33,741612.0,511.16,518.17,518.17,573.36,671.46,824.74,472.58,472.58,467.33,467.33,467.33,-0.0136207210061,0.0169408732237,0.0155386847125,0.0155777325539,0.0146718038864,0,0,0,0,0,0.376871712899,-0.00358651620618,-0.00135165650596,0.247041813733
2015-01-09,511.16,511.16,503.91,506.91,976974.0,509.33,518.17,518.17,564.23,668.0,824.74,473.53,472.58,467.33,467.33,467.33,-0.00358651620618,0.0168334899735,0.0155059275234,0.0155742298196,0.0146677825746,0,0,0,0,0,0.376871712899,-0.00476266349366,-0.00179491314881,0.245246900584
2015-01-12,505.29,505.29,494.54,495.54,1250152.0,506.91,518.17,518.17,561.84,665.37,824.74,473.53,472.58,467.33,467.33,467.33,-0.00476266349366,0.0166799161499,0.0154003371054,0.015573653156,0.0146685955639,0,0,0,0,0,0.376871712899,-0.02268539599,-0.00854948404453,0.23669741654
2015-01-13,494.37,500.36,491.37,497.06,617472.0,495.54,518.17,518.17,561.84,665.37,824.74,473.53,472.58,467.33,467.33,467.33,-0.02268539599,0.0175105242629,0.0150990769814,0.015687377068,0.0147403839751,0,0,0,0,0,0.376871712899,0.00306266610543,0.00115423222119,0.237851648761
2015-01-14,494.61,500.54,487.52,493.98,979002.0,497.06,518.17,518.17,561.84,665.37,824.74,484.11,472.58,467.33,467.33,467.33,0.00306266610543,0.0169978449735,0.0150222544821,0.0156627701982,0.0147443180317,0,0,0,0,0,0.376871712899,-0.00621571261772,-0.00234252626113,0.2355091225
2015-01-15,495.18,504.25,491.44,503.2,805402.0,493.98,518.17,518.17,559.61,653.76,824.74,493.98,472.58,467.33,467.33,467.33,-0.00621571261772,0.0168438510572,0.0148095854176,0.015515427983,0.0147063228572,0,0,0,0,0,0.376871712899,0.0184926748478,0.00696936604598,0.242478488546
2015-01-16,502.82,509.1,499.28,502.22,691270.0,503.2,518.17,518.17,551.62,653.76,824.74,493.98,472.58,467.33,467.33,467.33,0.0184926748478,0.017022578497,0.0150447155899,0.0155202218506,0.0147007885245,0,0,0,0,0,0.376871712899,-0.00194943468472,-0.000734686788816,0.241743801757
2015-01-19,500.99,506.81,493.57,504.01,887378.0,502.22,518.17,518.17,543.9,647.36,824.74,493.98,472.58,467.33,467.33,467.33,-0.00194943468472,0.0169354327688,0.0149534378353,0.0154958635238,0.0147005544514,0,0,0,0,0,0.376871712899,0.00355783844287,0.00134084866818,0.243084650425
2015-01-20,503.02,504.85,497.19,497.77,427762.0,504.01,518.17,518.17,543.9,647.36,824.74,493.98,472.58,467.33,467.33,467.33,0.00355783844287,0.0169288252102,0.014865396007,0.0154766293089,0.0147059419038,0,0,0,0,0,0.376871712899,-0.0124579861936,-0.00469506259606,0.238389587829
2015-01-21,498.13,500.05,481.09,481.87,917606.0,497.77,511.16,518.17,542.6,647.36,824.74,493.98,472.58,467.33,467.33,467.33,-0.0124579861936,0.0171251522055,0.0149328876882,0.0155045198786,0.0145337583826,-1,0,0,0,0,0.376871712899,-0.0324637548219,-0.0122346708868,0.226154916942
2015-01-22,481.95,489.25,480.08,482.89,804206.0,481.87,509.33,518.17,542.6,647.36,824.74,481.87,472.58,467.33,467.33,467.33,-0.0324637548219,0.0184237771091,0.0154037378087,0.0157870650084,0.0146366786964,0,0,0,0,0,0.376871712899,0.00211451631504,0.000796901385602,0.226951818328
2015-01-23,482.33,485.09,470.46,472.44,909382.0,482.89,506.91,518.17,542.6,647.36,824.74,481.87,473.53,467.33,467.33,467.33,0.00211451631504,0.0176479865987,0.0153940638479,0.0157867172263,0.0146209234176,-1,-1,0,0,0,0.376871712899,-0.0218781297003,-0.00824524821516,0.218706570113
2015-01-26,471.64,471.64,464.57,466.55,994848.0,472.44,504.01,518.17,542.6,636.61,824.74,472.44,472.44,467.33,467.33,467.33,-0.0218781297003,0.0182831812062,0.0155883407832,0.0158805531228,0.0146328842861,-1,-1,-1,-1,-1,0.376871712899,-0.0125455590636,-0.00472806633358,0.213978503779
2015-01-27,465.42,470.58,463.33,466.14,429556.0,466.55,504.01,518.17,538.53,627.39,824.74,466.55,466.55,466.55,466.55,466.55,-0.0125455590636,0.0184809570694,0.0155304093702,0.0158497590148,0.0145717447663,-1,-1,-1,-1,-1,-0.331152058469,-0.000879177489647,0.000291141435456,0.214269645215
2015-01-28,468.16,470.25,462.25,467.17,380108.0,466.14,504.01,518.17,526.46,627.39,824.74,466.14,466.14,466.14,466.14,466.14,-0.000879177489647,0.0184695328727,0.0155177557025,0.0157904836001,0.0145449347669,0,0,0,0,0,-0.871311034015,0.00220719893317,-0.00192315678473,0.21234648843
2015-01-29,467.17,474.0,466.59,471.93,520396.0,467.17,504.01,518.17,524.99,627.39,818.66,466.14,466.14,466.14,466.14,466.14,0.00220719893317,0.0176916329902,0.01529798241,0.0157913696198,0.0144543803837,0,0,0,0,0,-0.870794847027,0.010137452379,-0.00882764129359,0.203518847136
2015-01-30,471.92,473.38,468.23,470.47,291578.0,471.93,504.01,518.17,518.26,627.39,816.14,466.14,466.14,466.14,466.14,466.14,0.010137452379,0.0164428283985,0.0153773663575,0.0158140519327,0.0144797637696,0,0,0,0,0,-0.870794847027,-0.00309847446534,0.00269813559806,0.206216982734
2015-02-02,471.45,471.45,467.16,468.47,328144.0,470.47,504.01,518.17,518.26,604.78,813.85,466.14,466.14,466.14,466.14,466.14,-0.00309847446534,0.015655875988,0.0152435569027,0.0157342269901,0.0144797655827,0,0,0,0,0,-0.870794847027,-0.00426012956053,0.00370969886898,0.209926681603
2015-02-03,468.49,479.07,468.47,475.09,714404.0,468.47,497.77,518.17,518.26,596.78,811.34,466.14,466.14,466.14,466.14,466.14,-0.00426012956053,0.0152855208701,0.015199389349,0.0153597468983,0.014480156699,0,0,0,0,0,-0.870794847027,0.0140321942943,-0.012219162484,0.197707519119
2015-02-04,476.39,482.67,467.04,468.64,1062166.0,475.09,482.89,511.16,518.26,596.78,811.34,466.14,466.14,466.14,466.14,466.14,0.0140321942943,0.0124564957858,0.0152462796772,0.015368180239,0.0145071761898,0,0,0,0,0,-0.870794847027,-0.0136693766916,0.0119032227851,0.209610741904
2015-02-05,472.24,475.91,467.98,471.84,704612.0,468.64,482.89,509.33,518.17,596.78,796.55,466.14,466.14,466.14,466.14,466.14,-0.0136693766916,0.0124584083443,0.0153099845293,0.0153512759991,0.0144969108563,0,0,0,0,0,-0.870794847027,0.00680506198754,-0.00592581291245,0.203684928992
2015-02-06,471.84,477.13,469.55,475.44,498514.0,471.84,475.09,506.91,518.17,596.78,794.32,466.14,466.14,466.14,466.14,466.14,0.00680506198754,0.0127058252186,0.0153262095062,0.0153776233788,0.0144696738203,1,0,0,0,0,-0.870794847027,0.00760074599144,-0.0066186904429,0.197066238549
2015-02-09,475.52,475.52,470.89,473.19,377916.0,475.44,475.44,504.01,518.17,596.78,792.45,466.14,466.14,466.14,466.14,466.14,0.00760074599144,0.0129559851986,0.0153618929705,0.0153723579084,0.0144876958623,0,0,0,0,0,-0.870794847027,-0.00474369189091,0.00413078245449,0.201197021004
2015-02-10,474.23,477.78,473.17,477.5,149602.0,473.19,475.44,504.01,518.17,596.78,792.45,466.14,466.14,466.14,466.14,466.14,-0.00474369189091,0.0121310108357,0.0153662267132,0.0153619015352,0.0144431794891,1,0,0,0,0,-0.870794847027,0.00906716075329,-0.00789563686113,0.193301384142
2015-02-11,479.01,480.47,474.53,478.44,248574.0,477.5,477.5,504.01,518.17,596.78,792.45,467.17,466.14,466.14,466.14,466.14,0.00906716075329,0.0123433536914,0.0154217177372,0.0153661232523,0.0144653437487,1,0,0,0,0,-0.870794847027,0.00196665126048,-0.00171254978352,0.191588834359
2015-02-12,477.81,478.44,472.86,475.78,223008.0,478.44,478.44,504.01,518.17,596.68,792.45,468.47,466.14,466.14,466.14,466.14,0.00196665126048,0.0123321225855,0.0154266890861,0.0152917299585,0.0144686785943,0,0,0,0,0,-0.870794847027,-0.00557524866414,0.00485489780763,0.196443732167
2015-02-13,476.81,488.83,475.83,484.52,653550.0,475.78,478.44,504.01,518.17,596.11,792.45,468.47,466.14,466.14,466.14,466.14,-0.00557524866414,0.0114081078986,0.0145475408324,0.0152939951841,0.014448919422,1,0,0,0,0,-0.870794847027,0.0182031476315,-0.0158512071572,0.180592525009
2015-02-16,483.84,494.37,483.84,492.29,397522.0,484.52,484.52,504.01,518.17,589.77,792.45,468.47,466.14,466.14,466.14,466.14,0.0182031476315,0.0123393269186,0.0142856746263,0.0154299506321,0.014494758052,1,0,0,0,0,-0.870794847027,0.0159092635919,-0.0138537047558,0.166738820254
2015-02-17,491.9,492.61,484.41,489.01,218532.0,492.29,492.29,497.77,518.17,574.45,769.04,468.64,466.14,466.14,466.14,466.14,0.0159092635919,0.012916850941,0.0144228501437,0.0155089496666,0.0145515457695,0,0,0,0,0,-0.870794847027,-0.00668503457693,0.00582129366179,0.172560113915
2015-02-25,486.07,486.07,475.11,475.46,642874.0,489.01,492.29,492.29,518.17,573.36,769.04,468.64,466.14,466.14,466.14,466.14,-0.00668503457693,0.0127143936749,0.0144512427073,0.0153185978622,0.0142544915275,0,0,0,0,0,-0.870794847027,-0.0281001826934,0.0244694942899,0.197029608205
2015-02-26,476.7,485.86,475.88,484.89,457934.0,475.46,492.29,492.29,518.17,573.36,768.9,471.84,466.14,466.14,466.14,466.14,-0.0281001826934,0.0121698090168,0.0148349203255,0.0151586809596,0.0143259588638,0,0,0,0,0,-0.870794847027,0.0196393046197,-0.017101805262,0.179927802943
2015-02-27,485.65,487.39,479.88,481.41,573504.0,484.89,492.29,492.29,518.17,573.36,768.9,473.19,466.14,466.14,466.14,466.14,0.0196393046197,0.0129844532361,0.0150044638528,0.015291625229,0.0144040674629,0,0,0,0,0,-0.870794847027,-0.00720276321045,0.00627212908801,0.186199932031
2015-03-02,481.05,482.85,474.58,481.17,795996.0,481.41,492.29,492.29,518.17,573.36,765.3,473.19,466.14,466.14,466.14,466.14,-0.00720276321045,0.0120519005323,0.0150383438332,0.0152963259088,0.0143890984831,0,0,0,0,0,-0.870794847027,-0.000498659861982,0.000434230438233,0.18663416247
2015-03-03,481.11,483.67,477.69,482.23,432600.0,481.17,492.29,492.29,518.17,573.36,746.52,475.46,466.14,466.14,466.14,466.14,-0.000498659861982,0.0116362875715,0.0145365766776,0.0151967795653,0.0143887101426,0,0,0,0,0,-0.870794847027,0.00220054064302,-0.00191621945262,0.184717943017
2015-03-04,481.66,482.7,474.15,475.56,449254.0,482.23,492.29,492.29,518.17,573.36,738.76,475.46,467.17,466.14,466.14,466.14,0.00220054064302,0.0116229201123,0.0144909498127,0.0151474052843,0.014302783432,0,0,0,0,0,-0.870794847027,-0.0139281216701,0.0121285365791,0.196846479596
2015-03-05,473.71,473.71,457.98,458.01,1144598.0,475.56,492.29,492.29,518.17,573.36,738.76,475.46,468.47,466.14,466.14,466.14,-0.0139281216701,0.0121343619393,0.0145209482287,0.0147661679769,0.0142842285806,-1,-1,-1,-1,-1,-0.870794847027,-0.0376020390534,0.0327436618454,0.229590141441
2015-03-06,457.1,461.01,447.81,451.07,833162.0,458.01,492.29,492.29,518.17,573.36,738.76,458.01,458.01,458.01,458.01,458.01,-0.0376020390534,0.0146535069131,0.0152680933469,0.0151607136542,0.0145014008981,-1,-1,-1,-1,-1,-0.870794847027,-0.0152684798352,0.0132957135624,0.242885855004
2015-03-09,450.99,459.68,450.99,457.25,1104946.0,451.07,492.29,492.29,518.17,573.36,737.79,451.07,451.07,451.07,451.07,451.07,-0.0152684798352,0.0149727189478,0.015260473892,0.0152000879078,0.0145135369144,0,0,0,0,0,-1.07110307678,0.0136077491692,-0.0145753020032,0.228310553001
2015-03-10,457.0,458.66,452.57,453.02,372386.0,457.25,489.01,492.29,518.17,573.36,736.12,451.07,451.07,451.07,451.07,451.07,0.0136077491692,0.015365313028,0.0150865777647,0.0150435416837,0.0145577786991,0,0,0,0,0,-0.967260287925,-0.00929401265215,0.0089897293539,0.237300282355
2015-03-11,452.36,456.81,449.8,456.14,541284.0,453.02,484.89,492.29,518.17,573.36,735.12,451.07,451.07,451.07,451.07,451.07,-0.00929401265215,0.0150288980738,0.01511049095,0.0149790768019,0.0145659526148,0,0,0,0,0,-0.967260287925,0.00686350531918,-0.00663879613121,0.230661486223
2015-03-12,455.88,461.94,453.17,459.96,628430.0,456.14,484.89,492.29,518.17,573.36,721.46,451.07,451.07,451.07,451.07,451.07,0.00686350531918,0.0149179059408,0.0149471195528,0.0147497793222,0.0145805798512,0,0,0,0,0,-0.967260287925,0.00833974924246,-0.00806670825349,0.22259477797
2015-03-13,459.86,466.25,454.93,455.92,589726.0,459.96,482.23,492.29,518.17,564.23,721.46,451.07,451.07,451.07,451.07,451.07,0.00833974924246,0.0149659407426,0.0148858594559,0.0147646105993,0.0144844959568,0,0,0,0,0,-0.967260287925,-0.00882217365372,0.00853333822843,0.231128116198
2015-03-16,455.21,460.03,452.48,459.03,462396.0,455.92,482.23,492.29,518.17,561.84,721.46,451.07,451.07,451.07,451.07,451.07,-0.00882217365372,0.0149037313054,0.0148761821957,0.0147137297733,0.0144663016719,0,0,0,0,0,-0.967260287925,0.00679821187509,-0.00657564037568,0.224552475823
2015-03-17,458.98,460.03,454.39,454.68,267594.0,459.03,482.23,492.29,518.17,561.84,721.46,451.07,451.07,451.07,451.07,451.07,0.00679821187509,0.015018835078,0.0148913079119,0.0144043832057,0.0144688524744,0,0,0,0,0,-0.967260287925,-0.00952169258332,0.00920995510968,0.233762430932
2015-03-18,453.44,454.38,438.25,438.51,1308432.0,454.68,475.56,492.29,518.17,561.84,721.46,451.07,451.07,451.07,451.07,451.07,-0.00952169258332,0.0149039717226,0.0146893668462,0.0143679059821,0.0144421852525,-1,-1,-1,-1,-1,-0.967260287925,-0.0362112582492,0.0350257120803,0.268788143013
2015-03-19,437.0,444.01,435.49,438.44,792724.0,438.51,459.96,492.29,518.17,559.61,721.46,438.51,438.51,438.51,438.51,438.51,-0.0362112582492,0.0166512061296,0.0153178280817,0.0146302587249,0.0146215936149,-1,-1,-1,-1,-1,-0.967260287925,-0.000159644221789,0.000154417515933,0.268942560528
2015-03-20,438.49,443.29,430.4,431.33,771254.0,438.44,459.96,492.29,518.17,551.62,721.46,438.44,438.44,438.44,438.44,438.44,-0.000159644221789,0.0166743773037,0.0152696593532,0.0146312890309,0.0146133307382,-1,-1,-1,-1,-1,-0.984696123798,-0.0163495139599,0.0160993030223,0.285041863551
2015-03-23,431.26,437.76,429.9,435.93,1695854.0,431.33,459.96,492.29,518.17,543.9,721.46,431.33,431.33,431.33,431.33,431.33,-0.0163495139599,0.0160205659927,0.0153026227939,0.0146488327729,0.0145577611142,0,0,0,0,0,-0.926922075437,0.0106082216131,-0.00983299479432,0.275208868756
2015-03-24,437.86,445.48,435.79,440.58,1275684.0,435.93,459.96,489.01,518.17,543.9,717.0,431.33,431.33,431.33,431.33,431.33,0.0106082216131,0.0156825305174,0.0153658147403,0.0146528850725,0.0145824366689,0,0,0,0,0,-0.927879428331,0.0106103606909,-0.00984513541223,0.265363733344
2015-03-25,442.18,442.52,431.44,432.38,818614.0,440.58,459.96,484.89,518.17,542.6,717.0,431.33,431.33,431.33,431.33,431.33,0.0106103606909,0.0161181743414,0.0153834465842,0.0147061194912,0.0145353842645,0,0,0,0,0,-0.927879428331,-0.0187872094653,0.0174322651786,0.282795998523
2015-03-26,431.38,436.89,425.88,427.65,1345366.0,432.38,459.96,484.89,518.17,542.6,717.0,431.33,431.33,431.33,431.33,431.33,-0.0187872094653,0.0155466083135,0.015463783687,0.0147678708102,0.0145800264148,-1,-1,-1,-1,-1,-0.927879428331,-0.0109997271995,0.0102064205857,0.293002419108
2015-03-27,427.43,429.11,413.06,421.18,1843398.0,427.65,459.03,482.23,518.17,542.6,717.0,427.65,427.65,427.65,427.65,427.65,-0.0109997271995,0.0144906405413,0.0152700439336,0.0147849949072,0.0144568144697,-1,-1,-1,-1,-1,-0.927879428331,-0.0152448082752,0.0141453439874,0.307147763096
2015-03-30,421.46,421.46,407.96,408.88,1400564.0,421.18,459.03,482.23,518.17,542.6,717.0,421.18,421.18,421.18,421.18,421.18,-0.0152448082752,0.0146284933511,0.01531491384,0.0148247858247,0.0144784033575,-1,-1,-1,-1,-1,-0.949612945109,-0.0296385812916,0.0281451804692,0.335292943565
2015-03-31,408.11,411.98,399.89,401.31,1144498.0,408.88,454.68,482.23,518.17,538.53,717.0,408.88,408.88,408.88,408.88,408.88,-0.0296385812916,0.0154103901091,0.015723618613,0.0149974494926,0.0145690374119,-1,-1,-1,-1,-1,-0.981453009196,-0.0186875184844,0.0183409212509,0.353633864816
2015-04-01,401.1,401.97,390.76,391.61,1514444.0,401.31,440.58,475.56,518.17,526.46,717.0,401.31,401.31,401.31,401.31,401.31,-0.0186875184844,0.0153804941508,0.0158613327205,0.0150740830568,0.0146130975784,-1,-1,-1,-1,-1,-0.976273197874,-0.0244677493838,0.0238872079357,0.377521072752
2015-04-02,388.19,389.01,380.14,380.15,1549122.0,391.61,440.58,459.96,518.17,524.99,717.0,391.61,391.61,391.61,391.61,391.61,-0.0244677493838,0.0157282132753,0.0157634737392,0.0150989295309,0.0146908646722,-1,-1,-1,-1,-1,-0.945912310131,-0.0297005349174,0.0280941015958,0.405615174347
2015-04-03,375.0,380.05,370.21,380.05,2043742.0,380.15,440.58,459.96,518.17,518.26,717.0,380.15,380.15,380.15,380.15,380.15,-0.0297005349174,0.0150764929354,0.0155375807469,0.0153338700609,0.0148100480114,-1,-1,-1,-1,-1,-0.943303829826,-0.000263088662396,0.000248172542822,0.40586334689
2015-04-07,380.13,388.89,380.05,387.02,972748.0,380.05,440.58,459.96,518.17,518.26,717.0,380.05,380.05,380.05,380.05,380.05,-0.000263088662396,0.0151379358024,0.0152489269305,0.0152707170154,0.014809917844,0,0,0,0,0,-0.936185613735,0.018173548269,-0.0170138144399,0.38884953245
2015-04-08,387.84,392.81,377.14,391.68,1713632.0,387.02,440.58,459.96,518.17,518.26,717.0,380.05,380.05,380.05,380.05,380.05,0.018173548269,0.0155195475044,0.0154296448283,0.0153966106757,0.0148827969343,0,0,0,0,0,-0.952986952625,0.0119688086029,-0.011406118437,0.377443414013
2015-04-09,389.68,392.52,376.92,377.92,1430202.0,391.68,432.38,459.96,511.16,518.26,717.0,380.05,380.05,380.05,380.05,380.05,0.0119688086029,0.0161654357403,0.0145250185053,0.0154055928519,0.0148680844625,-1,-1,-1,-1,-1,-0.952986952625,-0.0357626468749,0.0340813358631,0.411524749877
2015-04-10,389.33,389.33,367.96,369.87,1510082.0,377.92,427.65,459.96,509.33,518.17,717.0,377.92,377.92,377.92,377.92,377.92,-0.0357626468749,0.0169921687067,0.0150289619096,0.0157381093938,0.0150501438237,-1,-1,-1,-1,-1,-0.952986952625,-0.0215309404604,0.0205187053365,0.432043455213
2015-04-13,371.62,386.93,371.62,386.9,2164894.0,369.87,421.18,459.03,506.91,518.17,717.0,369.87,369.87,369.87,369.87,369.87,-0.0215309404604,0.0166598161885,0.0151774939605,0.0158382382179,0.0151030011536,0,0,0,0,0,-0.946313489351,0.0450146691579,-0.0425979886428,0.38944546657
2015-04-14,391.81,399.52,387.73,395.75,1796472.0,386.9,408.88,459.03,504.01,518.17,717.0,369.87,369.87,369.87,369.87,369.87,0.0450146691579,0.0208384609877,0.0165110288499,0.0165569053669,0.015449123407,0,0,0,0,0,-0.913782075068,0.0226164370547,-0.0206664947824,0.368778971788
2015-04-15,398.55,399.78,386.31,387.31,1304290.0,395.75,401.31,454.68,504.01,518.17,717.0,369.87,369.87,369.87,369.87,369.87,0.0226164370547,0.021719530739,0.0167001832477,0.0167505487862,0.0155524642545,0,0,0,0,0,-0.913782075068,-0.0215572927958,0.0196986677438,0.388477639532
2015-04-16,387.19,400.22,387.19,395.41,1092116.0,387.31,395.75,440.58,504.01,518.17,717.0,369.87,369.87,369.87,369.87,369.87,-0.0215572927958,0.0219464734534,0.0168319543129,0.0168544130877,0.0156100149354,0,0,0,0,0,-0.913782075068,0.0206977952961,-0.018913274335,0.369564365197
2015-04-17,387.52,401.22,387.52,394.5,1239720.0,395.41,395.75,440.58,504.01,518.17,717.0,369.87,369.87,369.87,369.87,369.87,0.0206977952961,0.0217874414686,0.0171321263081,0.017016538813,0.0156257069708,0,0,0,0,0,-0.913782075068,-0.00230406097549,0.00210540961927,0.371669774816
2015-04-20,393.68,397.54,386.72,387.64,1549136.0,394.5,395.75,440.58,504.01,518.17,717.0,369.87,369.87,369.87,369.87,369.87,-0.00230406097549,0.0217667380041,0.0168839028631,0.0165792609534,0.0155549123591,0,0,0,0,0,-0.913782075068,-0.0175420664196,0.0160296258539,0.38769940067
2015-04-21,387.13,390.09,378.91,388.22,1513798.0,387.64,395.75,440.58,504.01,518.17,717.0,369.87,369.87,369.87,369.87,369.87,-0.0175420664196,0.021800264787,0.0169707046318,0.016446973682,0.0155804914052,0,0,0,0,0,-0.913782075068,0.0014951153766,-0.00136620963129,0.386333191038
2015-04-22,389.06,399.74,386.25,399.74,1409032.0,388.22,395.75,440.58,497.77,518.17,717.0,369.87,369.87,369.87,369.87,369.87,0.0014951153766,0.0215431064076,0.0169565670796,0.0164423265045,0.0155476701101,1,0,0,0,0,-0.913782075068,0.0292421465235,-0.0267209493296,0.359612241709
2015-04-23,403.38,406.51,395.36,399.92,1876878.0,399.74,399.74,432.38,492.29,518.17,717.0,369.87,369.87,369.87,369.87,369.87,0.0292421465235,0.0226635918647,0.0174655735433,0.0167376610165,0.0155091060797,1,0,0,0,0,-0.913782075068,0.00045019133892,-0.000411376775855,0.359200864933
2015-04-24,403.64,418.2,403.31,418.18,2574226.0,399.92,399.92,427.65,492.29,518.17,717.0,369.87,369.87,369.87,369.87,369.87,0.00045019133892,0.0224487792437,0.0170575338331,0.0167090394493,0.0154940478975,1,0,0,0,0,-0.913782075068,0.044647434738,-0.0407980255613,0.318402839372
2015-04-27,421.04,435.14,421.04,434.42,3116108.0,418.18,418.18,421.18,492.29,518.17,717.0,386.9,369.87,369.87,369.87,369.87,0.044647434738,0.0248435603685,0.0181283861828,0.0173241787709,0.0158253440221,1,1,0,0,0,-0.913782075068,0.0380998462323,-0.0348149565499,0.283587882822
2015-04-28,433.65,436.9,423.18,427.54,2439416.0,434.42,434.42,434.42,492.29,518.17,717.0,387.31,369.87,369.87,369.87,369.87,0.0380998462323,0.0260800531588,0.0186812253862,0.0177618225429,0.0160637414791,0,0,0,0,0,-0.913782075068,-0.0159639568244,0.0145875775933,0.298175460415
2015-04-29,427.56,429.61,413.25,413.32,1988330.0,427.54,434.42,434.42,492.29,518.17,717.0,387.31,369.87,369.87,369.87,369.87,-0.0159639568244,0.025389535661,0.0187209684138,0.0175549209695,0.0160079065424,0,0,0,0,0,0.241812935501,-0.033825739905,-0.00817950146192,0.289995958953
2015-04-30,409.71,419.86,407.22,413.83,2484062.0,413.32,434.42,434.42,492.29,518.17,717.0,387.64,369.87,369.87,369.87,369.87,-0.033825739905,0.0262568256591,0.0191813061179,0.0178237016828,0.016158798092,0,0,0,0,0,0.241812935501,0.00123315012906,0.000298191652623,0.290294150606
2015-05-04,416.98,427.66,410.55,424.89,1570204.0,413.83,434.42,434.42,492.29,518.17,717.0,387.64,369.87,369.87,369.87,369.87,0.00123315012906,0.0255394776693,0.0191780931318,0.0177954804167,0.0161611876222,0,0,0,0,0,0.241812935501,0.0263750504192,0.00637782836586,0.296671978972
2015-05-05,427.72,436.19,424.29,433.65,2696448.0,424.89,434.42,434.42,492.29,518.17,717.0,387.64,369.87,369.87,369.87,369.87,0.0263750504192,0.0248573370611,0.0194649870678,0.0179961769466,0.0162885922827,0,0,0,0,0,0.241812935501,0.020407445236,0.00493478423861,0.30160676321
