update_date,open,high,low,close,amt,volume,position_all
2014/4/1,801.02,801.02,801.02,801.02,64886.96,815900,633408
2014/4/2,785.17,785.17,785.17,785.17,76267.69,968600,659290
2014/4/3,799.98,799.98,799.98,799.98,99441,1256800,670714
2014/4/4,807.92,807.92,807.92,807.92,56071.4,699700,631180
2014/4/8,824.74,824.74,824.74,824.74,70775.57,861300,635322
2014/4/9,818.66,818.66,818.66,818.66,60750.26,737200,645712
2014/4/10,816.14,816.14,816.14,816.14,56975.41,694700,652600
2014/4/11,813.85,813.85,813.85,813.85,39727.09,488800,638134
2014/4/14,802.68,802.68,802.68,802.68,67879.02,843200,653694
2014/4/15,811.34,811.34,811.34,811.34,52702.08,656000,638690
2014/4/16,796.55,796.55,796.55,796.55,55696.21,696500,615936
2014/4/17,794.32,794.32,794.32,794.32,32949.5,413000,575358
2014/4/18,779.61,779.61,779.61,779.61,88280.26,1128600,560012
2014/4/21,779.54,779.54,779.54,779.54,38344.04,490500,572768
2014/4/22,777.29,777.29,777.29,777.29,47816.28,617100,578718
2014/4/23,784.04,784.04,784.04,784.04,39678.3,510100,568780
2014/4/24,792.17,792.17,792.17,792.17,54195.28,685900,600154
2014/4/25,792.45,792.45,792.45,792.45,33593.96,422200,572014
2014/4/28,758.5,758.5,758.5,758.5,76138.39,992100,599438
2014/4/29,769.04,769.04,769.04,769.04,50246.08,653900,622270
2014/4/30,762.64,762.64,762.64,762.64,49797.13,652600,611386
2014/5/5,768.9,768.9,768.9,768.9,34618.71,453300,635172
2014/5/6,765.3,765.3,765.3,765.3,32729.45,425800,634408
2014/5/7,746.52,746.52,746.52,746.52,58113.79,766400,637796
2014/5/8,733.36,733.36,733.36,733.36,56875.7,766200,651454
2014/5/9,733.35,733.35,733.35,733.35,35193.36,478000,665686
2014/5/12,738.76,738.76,738.76,738.76,65868.3,898200,715572
2014/5/13,737.79,737.79,737.79,737.79,47504.56,640100,703872
2014/5/14,736.12,736.12,736.12,736.12,38499.96,522000,717924
2014/5/15,735.12,735.12,735.12,735.12,41201.32,557800,686394
2014/5/16,714.71,714.71,714.71,714.71,75746.07,1049000,685876
2014/5/19,704.5,704.5,704.5,704.5,80337.45,1134700,736654
2014/5/20,697.35,697.35,697.35,697.35,59593.4,849900,735264
2014/5/21,705.96,705.96,705.96,705.96,51371.33,727700,738506
2014/5/22,711.81,711.81,711.81,711.81,64582.91,900600,747746
2014/5/23,704.95,704.95,704.95,704.95,48055.46,676400,746642
2014/5/26,719.36,719.36,719.36,719.36,83803.03,1167500,695310
2014/5/27,721.46,721.46,721.46,721.46,34669.79,481400,668940
2014/5/28,704.72,704.72,704.72,704.72,58411.53,823200,736588
2014/5/29,700.77,700.77,700.77,700.77,61938.65,882400,788256
2014/5/30,679.78,679.78,679.78,679.78,71789.66,1047500,868762
2014/6/3,682.56,682.56,682.56,682.56,46000.71,675900,882910
2014/6/4,690.82,690.82,690.82,690.82,48655.27,707700,862002
2014/6/5,688.29,688.29,688.29,688.29,60689.68,884000,891818
2014/6/6,689.28,689.28,689.28,689.28,57057.8,828200,876746
2014/6/9,690.23,690.23,690.23,690.23,40134.6,582600,871700
2014/6/10,686.23,686.23,686.23,686.23,46009.26,671300,868790
2014/6/11,681.77,681.77,681.77,681.77,36108.7,528600,871104
2014/6/12,668.15,668.15,668.15,668.15,55234.3,823100,916812
2014/6/13,667.85,667.85,667.85,667.85,52999.07,796200,897492
2014/6/16,662.25,662.25,662.25,662.25,45464.69,686900,864136
2014/6/17,669.41,669.41,669.41,669.41,45187.2,680100,832734
2014/6/18,666.66,666.66,666.66,666.66,36864.5,551500,810556
2014/6/19,665.29,665.29,665.29,665.29,43937.94,659600,803700
2014/6/20,677.72,677.72,677.72,677.72,81933.54,1216200,794174
2014/6/23,690.18,690.18,690.18,690.18,76701.3,1111400,715734
2014/6/24,683,683,683,683,33497.88,489600,692076
2014/6/25,691.28,691.28,691.28,691.28,48704.28,704700,661020
2014/6/26,714.3,714.3,714.3,714.3,101528.09,1434300,656062
2014/6/27,705.03,705.03,705.03,705.03,55658.25,780500,558538
2014/6/30,693.89,693.89,693.89,693.89,50573.61,723200,528206
2014/7/1,700.19,700.19,700.19,700.19,49455.26,710400,560494
2014/7/2,714.85,714.85,714.85,714.85,91293.34,1287900,571804
2014/7/3,711.14,711.14,711.14,711.14,63817.68,891500,552198
2014/7/4,709.48,709.48,709.48,709.48,52176.34,732800,534670
2014/7/7,704.67,704.67,704.67,704.67,81836.74,1164800,558752
2014/7/8,717,717,717,717,97451.29,1374400,686284
2014/7/9,698.51,698.51,698.51,698.51,73328.02,1035000,652478
2014/7/10,703.26,703.26,703.26,703.26,75917.14,1074100,650726
2014/7/11,709.37,709.37,709.37,709.37,67247.8,951200,634506
2014/7/14,711.76,711.76,711.76,711.76,56586.09,792600,639406
2014/7/15,714.08,714.08,714.08,714.08,58188.56,811200,684172
2014/7/16,714.31,714.31,714.31,714.31,45505.99,635200,711350
2014/7/17,706.25,706.25,706.25,706.25,40779.8,573600,698226
2014/7/18,680.73,680.73,680.73,680.73,85321.74,1230100,736670
2014/7/21,680.73,680.73,680.73,680.73,44396.82,650600,712500
2014/7/22,677.82,677.82,677.82,677.82,50730.48,746700,716138
2014/7/23,674.98,674.98,674.98,674.98,44653.2,661700,681726
2014/7/24,666.37,666.37,666.37,666.37,50597.33,757300,695858
2014/7/25,672.02,672.02,672.02,672.02,48610.7,725500,654712
2014/7/28,684.38,684.38,684.38,684.38,57199.31,842300,595530
2014/7/29,686.44,686.44,686.44,686.44,35327.71,514800,615226
2014/7/30,679.19,679.19,679.19,679.19,38645.47,569200,611780
2014/7/31,682.05,682.05,682.05,682.05,33361.81,491100,595982
2014/8/1,674.78,674.78,674.78,674.78,47664.83,705900,600382
2014/8/4,686.24,686.24,686.24,686.24,50456.43,744800,614080
2014/8/5,684.59,684.59,684.59,684.59,54529.28,795300,588660
2014/8/6,680.25,680.25,680.25,680.25,45590.51,669100,625438
2014/8/7,678.62,678.62,678.62,678.62,43548.02,637500,592544
2014/8/8,675.61,675.61,675.61,675.61,46721.14,693800,608762
2014/8/11,671.46,671.46,671.46,671.46,39198.78,581400,603948
2014/8/12,668,668,668,668,0,512400,587410
2014/8/13,661.79,661.79,661.79,661.79,0,876600,680320
2014/8/14,653.02,653.02,653.02,653.02,0,777100,729600
2014/8/15,665.37,665.37,665.37,665.37,0,664100,668008
2014/8/18,649.8,649.8,649.8,649.8,0,915000,821256
2014/8/19,653.76,653.76,653.76,653.76,0,514000,827398
2014/8/20,651.96,656.52,644.82,645.72,0,647900,858986
2014/8/21,646.76,648.51,643.75,646.38,0,440300,841998
2014/8/22,645.57,650.49,641.6,642.81,0,551500,849406
2014/8/25,641.85,646.17,638.33,644.24,0,618100,802420
2014/8/26,647.17,649.38,641.2,647.36,0,425400,799222
2014/8/27,648.37,648.37,635.3,636.61,0,678100,858054
2014/8/28,625.99,625.99,625.99,625.99,0,1309000,843662
2014/8/29,625.92,631.1,624.21,627.2,0,734200,833398
2014/9/1,626.43,627.26,617.42,619.29,0,786300,941524
2014/9/2,619.33,631.79,617.45,627.39,0,1052000,943958
2014/9/3,625.54,625.57,602.79,604.78,0,1280100,994192
2014/9/4,604.74,608.76,593.98,593.98,0,1097900,967828
2014/9/5,594.58,596.57,583.72,584.71,0,1127500,1129464
2014/9/9,589.27,592.29,583.06,583.82,0,689800,1110818
2014/9/10,582.05,593.81,568.28,588.74,0,1450600,1114710
2014/9/11,586.23,587.82,577.19,583.85,0,928600,1168356
2014/9/12,586.13,590.24,583.29,588.82,0,695600,1153360
2014/9/15,595.94,601.47,586.96,596.78,0,1261600,1233738
2014/9/16,598.18,601.9,589.16,596.68,0,1127500,1245100
2014/9/17,596.11,596.11,596.11,596.11,0,962300,1262486
2014/9/18,594.8,594.81,589.09,589.77,0,598200,1269092
2014/9/19,586.09,586.09,572.21,574.45,0,947400,1343604
2014/9/22,571.01,571.01,554.13,554.13,0,1281100,1400278
2014/9/23,550.93,557.02,550.13,557.02,0,1290200,1405710
2014/9/24,555.34,563.75,554.38,558.65,0,720100,1426732
2014/9/25,558.63,560.64,546.36,548.27,0,1400700,1496214
2014/9/26,546.08,559.51,545.28,554.52,0,1440800,1405850
2014/9/29,553.38,556.7,531.29,534.28,0,1346700,1475166
2014/9/30,535.3,543.87,535.3,539.91,0,628200,1435956
2014/10/8,548.22,548.22,531.22,534.63,0,663500,1542532
2014/10/9,535.27,548.42,534.5,548.05,0,1305600,1716606
2014/10/10,544.98,557.45,539.54,555.64,0,1361000,1721152
2014/10/13,561.47,570.6,561.47,569.91,0,1036600,1656244
2014/10/14,571.76,575.87,567.56,573.36,0,1100700,1645974
2014/10/15,574.32,575.2,563.01,564.23,0,1439700,1767374
2014/10/16,555.24,556.98,545.89,545.89,0,1538900,1805326
2014/10/17,548.38,553.91,546.2,551.89,0,1049500,1854038
2014/10/20,552.38,564.23,552.38,561.84,0,1284800,1870076
2014/10/21,560.6,568.23,558.12,559.61,0,1171500,1829210
2014/10/22,562.16,562.18,550.57,551.62,0,1322600,1883466
2014/10/23,549.48,549.48,535.73,543.51,0,2186900,1865716
2014/10/24,541.17,547.74,536.86,543.9,0,1395100,1828810
2014/10/27,542.65,544.65,535.05,537.42,0,1034400,1873192
2014/10/28,536.71,536.71,531.51,533.44,0,716300,1925322
2014/10/29,534.66,537.29,531.4,536.01,0,827700,1863390
2014/10/30,536.61,547.31,534.6,542.6,0,1507900,1848862
2014/10/31,540.54,542.57,536.05,538.53,0,946200,1792420
2014/11/3,536.01,538.28,526.16,526.46,0,1248700,1743376
2014/11/4,522.61,530.13,518.49,524.99,0,1415300,1727990
2014/11/5,522.59,529.57,515,516,0,1470800,1794090
2014/11/6,516.8,518.1,507.41,510.45,0,1170800,1880712
2014/11/7,511.41,517.8,509.71,516.1,0,1372700,1843112
2014/11/10,515.6,521.05,514.12,518.26,0,1125500,1859380
2014/11/11,515.83,516.95,511.02,514.17,0,876500,1869764
2014/11/12,516.75,518.3,510.61,511.5,0,822600,1917334
2014/11/13,510.23,511.53,507.54,509.79,0,852900,1918346
2014/11/14,507.79,511.81,506.46,510.22,0,634500,1870734
2014/11/17,511.55,512.84,507.85,509.44,0,693600,1872182
2014/11/18,506.85,506.85,488.99,489.23,0,1524200,1970380
2014/11/19,487.06,487.61,471.65,475.72,0,1578400,1920268
2014/11/20,476.54,481.03,475.19,477.25,0,661000,1821854
2014/11/21,474.46,477.58,467.62,476.67,0,1381000,1873256
2014/11/24,482.36,482.97,470.66,471.14,0,1109200,1931672
2014/11/25,481.22,481.22,459.98,467.33,0,1444900,1850812
2014/11/26,464.23,469.48,459.61,467.67,0,1712100,1775800
2014/11/27,469.4,481.97,468.9,481.83,0,1611600,1715064
2014/11/28,480.84,486.21,480.12,486.21,0,1710600,1578908
2014/12/1,479.13,483.24,471.12,480.45,0,1539300,1562464
2014/12/2,488.7,489.64,473.07,476.25,0,1367000,1605268
2014/12/3,475.25,483.86,472.76,482.94,0,1256300,1549962
2014/12/4,482.03,496.18,481.86,493.6,0,2144600,1529276
2014/12/5,493.75,493.75,487.07,490.69,0,1334300,1508698
2014/12/8,489.35,495.91,479.35,481.02,0,1549500,1553586
2014/12/9,479.75,488.25,470.46,487.31,0,1866900,1477936
2014/12/10,485.48,487.3,474.94,482.54,0,1311900,1464542
2014/12/11,479.92,489.52,478.64,479.43,0,1274400,1427932
2014/12/12,478.95,488.95,478.75,488.95,0,1004300,1431690
2014/12/15,487.62,490.14,482.04,483.45,0,885700,1380646
2014/12/16,478.62,479.28,472.82,478.18,0,912300,1361838
2014/12/17,476.61,486.26,474.83,483.38,0,1114600,1285272
2014/12/18,485.67,488.53,483.6,485.58,0,885400,1161498
2014/12/19,487.69,492.43,486.57,490.09,0,671400,1082950
2014/12/22,488.3,489.06,481.28,483.41,0,764200,1010140
2014/12/23,480.58,480.58,470.32,472.58,0,868600,1012290
2014/12/24,472.77,477.18,469.57,476.4,0,747700,980752
2014/12/25,476.1,479.06,471.99,475.28,0,456800,964426
2014/12/26,475.14,477.9,472.32,473.53,0,334300,957420
2014/12/29,474.29,484.87,474.29,484.11,0,735200,933898
2014/12/30,483.92,498.33,483.92,498.25,0,736600,976244
2014/12/31,508.69,513.55,501.82,507.63,0,1245000,875018
2015/1/5,503.37,503.37,496.43,498.46,0,677700,823588
2015/1/6,496.29,518.31,494.49,518.17,0,1294600,879060
2015/1/7,517.94,518.6,504.51,511.16,0,1050700,845834
2015/1/8,511.95,514.83,504.32,509.33,0,741600,838810
2015/1/9,511.16,511.16,503.91,506.91,0,977000,800490
2015/1/12,505.29,505.29,494.54,495.54,0,1250200,760580
2015/1/13,494.37,500.36,491.37,497.06,0,617500,737756
2015/1/14,494.61,500.54,487.52,493.98,0,979000,714178
2015/1/15,495.18,504.25,491.44,503.2,0,805400,735054
2015/1/16,502.82,509.1,499.28,502.22,0,691300,721488
2015/1/19,500.99,506.81,493.57,504.01,0,887400,679232
2015/1/20,503.02,504.85,497.19,497.77,0,427800,671432
2015/1/21,498.13,500.05,481.09,481.87,0,917600,647902
2015/1/22,481.95,489.25,480.08,482.89,0,804200,623310
2015/1/23,482.33,485.09,470.46,472.44,0,909400,656434
2015/1/26,471.64,471.64,464.57,466.55,0,994800,625378
2015/1/27,465.42,470.58,463.33,466.14,0,429600,629956
2015/1/28,468.16,470.25,462.25,467.17,0,380100,644324
2015/1/29,467.17,474,466.59,471.93,0,520400,607078
2015/1/30,471.92,473.38,468.23,470.47,0,291600,610012
2015/2/2,471.45,471.45,467.16,468.47,0,328100,627646
2015/2/3,468.49,479.07,468.47,475.09,0,714400,703612
2015/2/4,476.39,482.67,467.04,468.64,0,1062200,811292
2015/2/5,472.24,475.91,467.98,471.84,0,704600,774160
2015/2/6,471.84,477.13,469.55,475.44,0,498500,729646
2015/2/9,475.52,475.52,470.89,473.19,0,377900,720906
2015/2/10,474.23,477.78,473.17,477.5,0,149600,712338
2015/2/11,479.01,480.47,474.53,478.44,0,248600,691534
2015/2/12,477.81,478.44,472.86,475.78,0,223000,656806
2015/2/13,476.81,488.83,475.83,484.52,0,653600,669094
2015/2/16,483.84,494.37,483.84,492.29,0,397500,627648
2015/2/17,491.9,492.61,484.41,489.01,0,218500,611194
2015/2/25,486.07,486.07,475.11,475.46,0,642900,572870
2015/2/26,476.7,485.86,475.88,484.89,0,457900,569526
2015/2/27,485.65,487.39,479.88,481.41,0,573500,613432
2015/3/2,481.05,482.85,474.58,481.17,0,796000,646064
2015/3/3,481.11,483.67,477.69,482.23,0,432600,650818
2015/3/4,481.66,482.7,474.15,475.56,0,449300,652456
2015/3/5,473.71,473.71,457.98,458.01,0,1144600,762992
2015/3/6,457.1,461.01,447.81,451.07,0,833200,747592
2015/3/9,450.99,459.68,450.99,457.25,0,1104900,695148
2015/3/10,457,458.66,452.57,453.02,0,372400,690884
2015/3/11,452.36,456.81,449.8,456.14,0,541300,655166
2015/3/12,455.88,461.94,453.17,459.96,0,628400,619518
2015/3/13,459.86,466.25,454.93,455.92,0,589700,650292
2015/3/16,455.21,460.03,452.48,459.03,0,462400,663964
2015/3/17,458.98,460.03,454.39,454.68,0,267600,669070
2015/3/18,453.44,454.38,438.25,438.51,0,1308400,809942
2015/3/19,437,444.01,435.49,438.44,0,792700,856916
2015/3/20,438.49,443.29,430.4,431.33,0,771300,891818
2015/3/23,431.26,437.76,429.9,435.93,0,1695900,971522
2015/3/24,437.86,445.48,435.79,440.58,0,1275700,1012256
2015/3/25,442.18,442.52,431.44,432.38,0,818600,1039034
2015/3/26,431.38,436.89,425.88,427.65,0,1345400,1085160
2015/3/27,427.43,429.11,413.06,421.18,0,1843400,950678
2015/3/30,421.46,421.46,407.96,408.88,0,1400600,986196
2015/3/31,408.11,411.98,399.89,401.31,0,1144500,968728
2015/4/1,401.1,401.97,390.76,391.61,0,1514400,999664
2015/4/2,388.19,389.01,380.14,380.15,0,1549100,1025220
2015/4/3,375,380.05,370.21,380.05,0,2043700,939954
2015/4/7,380.13,388.89,380.05,387.02,0,972700,990418
2015/4/8,387.84,392.81,377.14,391.68,0,1713600,1040616
2015/4/9,389.68,392.52,376.92,377.92,0,1430200,1109532
2015/4/10,389.33,389.33,367.96,369.87,0,1510100,1116046
2015/4/13,371.62,386.93,371.62,386.9,0,2164900,1234634
2015/4/14,391.81,399.52,387.73,395.75,0,1796500,1218296
2015/4/15,398.55,399.78,386.31,387.31,0,1304300,1216178
2015/4/16,387.19,400.22,387.19,395.41,0,1092100,1239424
2015/4/17,387.52,401.22,387.52,394.5,0,1239700,1221666
2015/4/20,393.68,397.54,386.72,387.64,0,1549100,1191670
2015/4/21,387.13,390.09,378.91,388.22,0,1513800,1229622
2015/4/22,389.06,399.74,386.25,399.74,0,1409000,1278310
2015/4/23,403.38,406.51,395.36,399.92,0,1876900,1167274
2015/4/24,403.64,418.2,403.31,418.18,0,2574200,1254900
2015/4/27,421.04,435.14,421.04,434.42,0,3116100,1173462
2015/4/28,433.65,436.9,423.18,427.54,0,2439400,1259598
2015/4/29,427.56,429.61,413.25,413.32,0,1988300,1306600
2015/4/30,409.71,419.86,407.22,413.83,0,2484100,1180946
2015/5/4,416.98,427.66,410.55,424.89,0,1570200,1206108
2015/5/5,427.72,436.19,424.29,433.65,0,2696400,1285936
2015/5/6,434.87,447.72,433.03,445.42,0,3087500,1300280
2015/5/7,444.3,446.97,431.18,434.2,0,2720700,1269800
2015/5/8,434.63,443.44,428.27,436.8,0,3575100,1244460
2015/5/11,438.91,446.14,437.86,441.82,0,2907800,1295378
2015/5/12,436.94,436.94,436.94,436.94,0,2605700,1300856
2015/5/13,429,429,429,429,0,2486400,1307616
2015/5/14,429.87,431.09,418.69,421.73,0,3094100,1261068
2015/5/15,422.59,427.72,415.95,427.39,0,2847600,1318846
2015/5/18,426.4,429.47,422.53,422.66,0,1622500,1351598
2015/5/19,421.79,423.51,415.72,416.64,0,1764900,1343612
2015/5/20,415.58,416.71,409.55,414.04,0,2161100,1265518
2015/5/21,416.37,425.24,414.04,422.79,0,2292900,1312836
2015/5/22,423.11,423.8,413.89,422.65,0,2074800,1283432
2015/5/25,422.21,429.43,417.6,428.94,0,2249800,1349958
2015/5/26,429.71,439.04,428.5,432.33,0,3178800,1366886
2015/5/27,432.16,432.33,429.8,431.78,0,2042600,1369160
2015/5/28,431.77,435.38,426.73,429.14,0,2120900,1335080
2015/5/29,427.39,432.23,420.44,431.23,0,2623800,1235344
2015/6/1,430.88,441.39,430.88,440.49,0,2469100,1334802
2015/6/2,441.26,444.33,435.19,440.52,0,2304200,1289346
2015/6/3,440.97,442.58,433.21,433.64,0,1924500,1232502
2015/6/4,433.78,440.37,431.68,439.87,0,2028600,1223838
2015/6/5,440.09,441.24,432.63,435.3,0,1658100,1184660
2015/6/8,436.13,436.13,429.69,432.39,0,982200,1176232
2015/6/9,431.57,438.2,429.52,431.72,0,1548400,1208902
2015/6/10,432.7,448.28,432.7,448.27,0,2472400,1503668
2015/6/11,449.52,455,445.38,452.05,0,3141500,1801290
2015/6/12,450.9,451.85,441.7,442.48,0,2741600,1769808
2015/6/15,442.46,447.54,442.46,444.87,0,1579900,1785990
2015/6/16,443.8,444.24,431.85,432.57,0,2273500,1712876
2015/6/17,432.53,433.39,420.38,420.68,0,2994800,1747076
2015/6/18,421.37,429.74,419.89,425.87,0,2195400,1690854
2015/6/19,426.46,430.05,424.51,428.18,0,1148700,1625312
2015/6/23,427.23,428.87,422.29,427.86,0,765700,1645704
2015/6/24,428.68,441.34,427.88,440.83,0,2170100,1896554
2015/6/25,440.83,441.63,431.96,432.06,0,1699800,1910490
2015/6/26,431.6,434.44,425.94,431.9,0,1896900,1879310
2015/6/29,431.49,432.3,424.16,424.16,0,1830600,1866922
2015/6/30,423.92,423.92,410.42,410.42,0,2238200,1798596
2015/7/1,409.98,412.4,405.08,405.91,0,1783300,1830754
2015/7/2,405.8,411.96,401.98,410.25,0,2017100,1850960
2015/7/3,407.04,412.39,396.84,401.79,0,3040700,1865902
2015/7/6,400.19,400.19,388,388,0,1799300,1931000
2015/7/7,380.99,380.99,369.06,369.06,0,2274400,1806472
2015/7/8,358.67,358.67,340.81,341.15,0,3766700,1163244
