category_buy,buy_sum,buy_chg,category_sell,sell_sum,update_date
非期货公司,10954,0,非期货公司,120,2015-03-26
期货公司  ,57375,-502,期货公司  ,59273,2015-03-26
非期货公司,3698,0,非期货公司,1800,2015-03-26
期货公司  ,24256,911,期货公司  ,25699,2015-03-26
非期货公司,2593,0,非期货公司,1150,2015-03-26
期货公司  ,131031,-918,期货公司  ,154088,2015-03-26
非期货公司,26127,0,非期货公司,3070,2015-03-26
期货公司  ,14113,-973,期货公司  ,22995,2015-03-27
非期货公司,8882,0,非期货公司,0,2015-03-27
期货公司  ,32070,-2244,期货公司  ,42904,2015-03-27
非期货公司,10954,0,非期货公司,120,2015-03-27
期货公司  ,56750,-625,期货公司  ,58648,2015-03-27
非期货公司,3698,0,非期货公司,1800,2015-03-27
期货公司  ,25233,977,期货公司  ,26676,2015-03-27
非期货公司,2593,0,非期货公司,1150,2015-03-27
期货公司  ,128166,-2865,期货公司  ,151223,2015-03-27
非期货公司,26127,0,非期货公司,3070,2015-03-27
期货公司  ,12095,-2018,期货公司  ,20977,2015-03-30
非期货公司,8882,0,非期货公司,0,2015-03-30
期货公司  ,30845,-1225,期货公司  ,41679,2015-03-30
非期货公司,10954,0,非期货公司,120,2015-03-30
期货公司  ,56375,-375,期货公司  ,58171,2015-03-30
非期货公司,3698,0,非期货公司,1902,2015-03-30
期货公司  ,26770,1537,期货公司  ,28113,2015-03-30
非期货公司,2593,0,非期货公司,1250,2015-03-30
期货公司  ,126085,-2081,期货公司  ,148940,2015-03-30
非期货公司,26127,0,非期货公司,3272,2015-03-30
期货公司  ,10741,-1354,期货公司  ,19621,2015-03-31
非期货公司,8880,-2,非期货公司,0,2015-03-31
期货公司  ,27810,-3035,期货公司  ,38644,2015-03-31
非期货公司,10954,0,非期货公司,120,2015-03-31
期货公司  ,59625,3250,期货公司  ,61421,2015-03-31
非期货公司,3698,0,非期货公司,1902,2015-03-31
期货公司  ,28807,2037,期货公司  ,30150,2015-03-31
非期货公司,2593,0,非期货公司,1250,2015-03-31
期货公司  ,126983,898,期货公司  ,149836,2015-03-31
非期货公司,26125,-2,非期货公司,3272,2015-03-31
期货公司  ,16095,-930,期货公司  ,9885,2015-02-02
非期货公司,0,0,非期货公司,6210,2015-02-02
期货公司  ,41400,-4462,期货公司  ,34230,2015-02-02
非期货公司,520,0,非期货公司,7690,2015-02-02
期货公司  ,61686,439,期货公司  ,66370,2015-02-02
非期货公司,10579,0,非期货公司,5895,2015-02-02
期货公司  ,33496,1269,期货公司  ,39371,2015-02-02
非期货公司,9672,0,非期货公司,3797,2015-02-02
期货公司  ,14390,-1705,期货公司  ,8580,2015-02-03
非期货公司,0,0,非期货公司,5810,2015-02-03
期货公司  ,37460,-3940,期货公司  ,30290,2015-02-03
非期货公司,520,0,非期货公司,7690,2015-02-03
期货公司  ,60553,-1133,期货公司  ,65237,2015-02-03
非期货公司,10579,0,非期货公司,5895,2015-02-03
期货公司  ,34008,512,期货公司  ,39883,2015-02-03
非期货公司,9672,0,非期货公司,3797,2015-02-03
期货公司  ,13353,686,期货公司  ,15590,2015-02-03
非期货公司,2237,11,非期货公司,0,2015-02-03
期货公司  ,12945,-1445,期货公司  ,7935,2015-02-04
非期货公司,0,0,非期货公司,5010,2015-02-04
期货公司  ,35611,-1849,期货公司  ,28441,2015-02-04
非期货公司,520,0,非期货公司,7690,2015-02-04
期货公司  ,60560,7,期货公司  ,64844,2015-02-04
非期货公司,10179,-400,非期货公司,5895,2015-02-04
期货公司  ,32505,-1503,期货公司  ,38585,2015-02-04
非期货公司,9877,205,非期货公司,3797,2015-02-04
期货公司  ,13210,-143,期货公司  ,15447,2015-02-04
非期货公司,2237,0,非期货公司,0,2015-02-04
期货公司  ,12030,-915,期货公司  ,7630,2015-02-05
非期货公司,0,0,非期货公司,4400,2015-02-05
期货公司  ,35847,236,期货公司  ,28677,2015-02-05
非期货公司,520,0,非期货公司,7690,2015-02-05
期货公司  ,58006,-2554,期货公司  ,61693,2015-02-05
非期货公司,9582,-597,非期货公司,5895,2015-02-05
期货公司  ,32770,265,期货公司  ,38450,2015-02-05
非期货公司,9977,100,非期货公司,4297,2015-02-05
期货公司  ,13549,339,期货公司  ,15786,2015-02-05
非期货公司,2237,0,非期货公司,0,2015-02-05
期货公司  ,9515,-2515,期货公司  ,5300,2015-02-06
非期货公司,0,0,非期货公司,4215,2015-02-06
期货公司  ,34297,-1550,期货公司  ,27127,2015-02-06
非期货公司,520,0,非期货公司,7690,2015-02-06
期货公司  ,56763,-1243,期货公司  ,59750,2015-02-06
非期货公司,8882,-700,非期货公司,5895,2015-02-06
期货公司  ,34604,1834,期货公司  ,39884,2015-02-06
非期货公司,9977,0,非期货公司,4697,2015-02-06
期货公司  ,13947,398,期货公司  ,16184,2015-02-06
非期货公司,2237,0,非期货公司,0,2015-02-06
期货公司  ,8305,-1210,期货公司  ,4090,2015-02-09
非期货公司,0,0,非期货公司,4215,2015-02-09
期货公司  ,33118,-1179,期货公司  ,25948,2015-02-09
非期货公司,520,0,非期货公司,7690,2015-02-09
期货公司  ,53377,-3386,期货公司  ,56364,2015-02-09
非期货公司,8882,0,非期货公司,5895,2015-02-09
期货公司  ,34149,-455,期货公司  ,39429,2015-02-09
非期货公司,9977,0,非期货公司,4697,2015-02-09
期货公司  ,14631,684,期货公司  ,16868,2015-02-09
非期货公司,2237,0,非期货公司,0,2015-02-09
期货公司  ,6915,-1390,期货公司  ,2700,2015-02-10
非期货公司,0,0,非期货公司,4215,2015-02-10
期货公司  ,32265,-853,期货公司  ,25095,2015-02-10
非期货公司,520,0,非期货公司,7690,2015-02-10
期货公司  ,50790,-2587,期货公司  ,53527,2015-02-10
非期货公司,8632,-250,非期货公司,5895,2015-02-10
期货公司  ,35080,931,期货公司  ,40800,2015-02-10
非期货公司,9977,0,非期货公司,4257,2015-02-10
期货公司  ,14549,-82,期货公司  ,16786,2015-02-10
非期货公司,2237,0,非期货公司,0,2015-02-10
期货公司  ,31333,-932,期货公司  ,24274,2015-02-11
非期货公司,631,111,非期货公司,7690,2015-02-11
期货公司  ,48068,-2722,期货公司  ,52852,2015-02-11
非期货公司,10679,2047,非期货公司,5895,2015-02-11
期货公司  ,37324,2244,期货公司  ,43404,2015-02-11
非期货公司,9977,0,非期货公司,3897,2015-02-11
期货公司  ,15257,708,期货公司  ,17494,2015-02-11
非期货公司,2237,0,非期货公司,0,2015-02-11
期货公司  ,30585,-748,期货公司  ,23526,2015-02-12
非期货公司,631,0,非期货公司,7690,2015-02-12
期货公司  ,46766,-1302,期货公司  ,53459,2015-02-12
非期货公司,11588,909,非期货公司,4895,2015-02-12
期货公司  ,38117,793,期货公司  ,44197,2015-02-12
非期货公司,9977,0,非期货公司,3897,2015-02-12
期货公司  ,16707,1450,期货公司  ,17944,2015-02-12
非期货公司,2237,0,非期货公司,1000,2015-02-12
期货公司  ,30013,-572,期货公司  ,23354,2015-02-13
非期货公司,631,0,非期货公司,7290,2015-02-13
期货公司  ,45631,-1135,期货公司  ,51764,2015-02-13
非期货公司,10728,-860,非期货公司,4595,2015-02-13
期货公司  ,39177,1060,期货公司  ,45237,2015-02-13
非期货公司,9977,0,非期货公司,3917,2015-02-13
期货公司  ,17109,402,期货公司  ,18046,2015-02-13
非期货公司,2237,0,非期货公司,1300,2015-02-13
期货公司  ,29246,-767,期货公司  ,22567,2015-02-16
非期货公司,111,-520,非期货公司,6790,2015-02-16
期货公司  ,44708,-923,期货公司  ,50951,2015-02-16
非期货公司,10238,-490,非期货公司,3995,2015-02-16
期货公司  ,39293,116,期货公司  ,45353,2015-02-16
非期货公司,9977,0,非期货公司,3917,2015-02-16
期货公司  ,17811,702,期货公司  ,18148,2015-02-16
非期货公司,2237,0,非期货公司,1900,2015-02-16
期货公司  ,28411,-835,期货公司  ,21932,2015-02-17
非期货公司,111,0,非期货公司,6590,2015-02-17
期货公司  ,44719,11,期货公司  ,52622,2015-02-17
非期货公司,10298,60,非期货公司,2395,2015-02-17
期货公司  ,39552,259,期货公司  ,45662,2015-02-17
非期货公司,10027,50,非期货公司,3917,2015-02-17
期货公司  ,18256,445,期货公司  ,18640,2015-02-17
非期货公司,2284,47,非期货公司,1900,2015-02-17
期货公司  ,27340,-1071,期货公司  ,21451,2015-02-25
非期货公司,111,0,非期货公司,6000,2015-02-25
期货公司  ,43591,-1128,期货公司  ,51836,2015-02-25
非期货公司,10640,342,非期货公司,2395,2015-02-25
期货公司  ,41337,1785,期货公司  ,47647,2015-02-25
非期货公司,10227,200,非期货公司,3917,2015-02-25
期货公司  ,18044,-212,期货公司  ,18628,2015-02-25
非期货公司,2484,200,非期货公司,1900,2015-02-25
期货公司  ,24309,-3031,期货公司  ,20320,2015-02-26
非期货公司,1611,1500,非期货公司,5600,2015-02-26
期货公司  ,40755,-2836,期货公司  ,50100,2015-02-26
非期货公司,11740,1100,非期货公司,2395,2015-02-26
期货公司  ,45060,3723,期货公司  ,51667,2015-02-26
非期货公司,10524,297,非期货公司,3917,2015-02-26
期货公司  ,18714,670,期货公司  ,19298,2015-02-26
非期货公司,2484,0,非期货公司,1900,2015-02-26
期货公司  ,22639,-1670,期货公司  ,19182,2015-02-27
非期货公司,1743,132,非期货公司,5200,2015-02-27
期货公司  ,38476,-2279,期货公司  ,47821,2015-02-27
非期货公司,11740,0,非期货公司,2395,2015-02-27
期货公司  ,48987,3927,期货公司  ,55749,2015-02-27
非期货公司,10679,155,非期货公司,3917,2015-02-27
期货公司  ,20545,1831,期货公司  ,21329,2015-02-27
非期货公司,2684,200,非期货公司,1900,2015-02-27
期货公司  ,15005,-569,期货公司  ,10455,2015-01-05
非期货公司,550,-270,非期货公司,5100,2015-01-05
期货公司  ,37197,-2020,期货公司  ,30347,2015-01-05
非期货公司,100,0,非期货公司,6950,2015-01-05
期货公司  ,78683,4999,期货公司  ,71023,2015-01-05
非期货公司,30,30,非期货公司,7690,2015-01-05
期货公司  ,28172,3752,期货公司  ,26424,2015-01-05
非期货公司,4247,0,非期货公司,5995,2015-01-05
期货公司  ,14640,-365,期货公司  ,10150,2015-01-06
非期货公司,550,0,非期货公司,5040,2015-01-06
期货公司  ,34499,-2698,期货公司  ,27649,2015-01-06
非期货公司,100,0,非期货公司,6950,2015-01-06
期货公司  ,80221,1538,期货公司  ,72591,2015-01-06
非期货公司,60,30,非期货公司,7690,2015-01-06
期货公司  ,29103,931,期货公司  ,27355,2015-01-06
非期货公司,4247,0,非期货公司,5995,2015-01-06
期货公司  ,13777,2845,期货公司  ,13035,2015-01-06
非期货公司,3115,400,非期货公司,3857,2015-01-06
期货公司  ,14585,-55,期货公司  ,10095,2015-01-07
非期货公司,550,0,非期货公司,5040,2015-01-07
期货公司  ,33215,-1284,期货公司  ,26365,2015-01-07
非期货公司,100,0,非期货公司,6950,2015-01-07
期货公司  ,84215,3994,期货公司  ,76585,2015-01-07
非期货公司,60,0,非期货公司,7690,2015-01-07
期货公司  ,32042,2939,期货公司  ,30294,2015-01-07
非期货公司,4247,0,非期货公司,5995,2015-01-07
期货公司  ,14953,1176,期货公司  ,14411,2015-01-07
非期货公司,3315,200,非期货公司,3857,2015-01-07
期货公司  ,14510,-75,期货公司  ,10020,2015-01-08
非期货公司,550,0,非期货公司,5040,2015-01-08
期货公司  ,32725,-490,期货公司  ,25875,2015-01-08
非期货公司,100,0,非期货公司,6950,2015-01-08
期货公司  ,83328,-887,期货公司  ,75738,2015-01-08
非期货公司,100,40,非期货公司,7690,2015-01-08
期货公司  ,33352,1310,期货公司  ,31604,2015-01-08
非期货公司,4247,0,非期货公司,5995,2015-01-08
期货公司  ,14988,35,期货公司  ,15106,2015-01-08
非期货公司,4015,700,非期货公司,3897,2015-01-08
期货公司  ,13550,-960,期货公司  ,8715,2015-01-09
非期货公司,205,-345,非期货公司,5040,2015-01-09
期货公司  ,31956,-769,期货公司  ,25106,2015-01-09
非期货公司,100,0,非期货公司,6950,2015-01-09
期货公司  ,80467,-2861,期货公司  ,72877,2015-01-09
非期货公司,100,0,非期货公司,7690,2015-01-09
期货公司  ,34979,1627,期货公司  ,33231,2015-01-09
非期货公司,4247,0,非期货公司,5995,2015-01-09
期货公司  ,15670,682,期货公司  ,16288,2015-01-09
非期货公司,4515,500,非期货公司,3897,2015-01-09
期货公司  ,10540,-3010,期货公司  ,5705,2015-01-12
非期货公司,205,0,非期货公司,5040,2015-01-12
期货公司  ,31176,-780,期货公司  ,24326,2015-01-12
非期货公司,100,0,非期货公司,6950,2015-01-12
期货公司  ,80779,312,期货公司  ,73389,2015-01-12
非期货公司,300,200,非期货公司,7690,2015-01-12
期货公司  ,36591,1612,期货公司  ,34843,2015-01-12
非期货公司,4247,0,非期货公司,5995,2015-01-12
期货公司  ,16466,796,期货公司  ,17484,2015-01-12
非期货公司,4915,400,非期货公司,3897,2015-01-12
期货公司  ,8360,-2180,期货公司  ,3525,2015-01-13
非期货公司,205,0,非期货公司,5040,2015-01-13
期货公司  ,28793,-2383,期货公司  ,21943,2015-01-13
非期货公司,100,0,非期货公司,6950,2015-01-13
期货公司  ,79724,-1055,期货公司  ,72314,2015-01-13
非期货公司,300,0,非期货公司,7710,2015-01-13
期货公司  ,38251,1660,期货公司  ,36503,2015-01-13
非期货公司,4247,0,非期货公司,5995,2015-01-13
期货公司  ,18129,1663,期货公司  ,19347,2015-01-13
非期货公司,5115,200,非期货公司,3897,2015-01-13
期货公司  ,7485,-875,期货公司  ,2500,2015-01-14
非期货公司,55,-150,非期货公司,5040,2015-01-14
期货公司  ,27102,-1691,期货公司  ,20252,2015-01-14
非期货公司,100,0,非期货公司,6950,2015-01-14
期货公司  ,77074,-2650,期货公司  ,69884,2015-01-14
非期货公司,520,220,非期货公司,7710,2015-01-14
期货公司  ,40905,2654,期货公司  ,39469,2015-01-14
非期货公司,4559,312,非期货公司,5995,2015-01-14
期货公司  ,20799,2670,期货公司  ,22017,2015-01-14
非期货公司,5215,100,非期货公司,3997,2015-01-14
期货公司  ,6845,-640,期货公司  ,1805,2015-01-15
非期货公司,0,-55,非期货公司,5040,2015-01-15
期货公司  ,25105,-1997,期货公司  ,18215,2015-01-15
非期货公司,60,-40,非期货公司,6950,2015-01-15
期货公司  ,69538,-7536,期货公司  ,62248,2015-01-15
非期货公司,420,-100,非期货公司,7710,2015-01-15
期货公司  ,40972,67,期货公司  ,40056,2015-01-15
非期货公司,5039,480,非期货公司,5955,2015-01-15
期货公司  ,22021,1222,期货公司  ,23399,2015-01-15
非期货公司,5275,60,非期货公司,3897,2015-01-15
期货公司  ,24210,-895,期货公司  ,17320,2015-01-16
非期货公司,60,0,非期货公司,6950,2015-01-16
期货公司  ,68033,-1505,期货公司  ,60743,2015-01-16
非期货公司,420,0,非期货公司,7710,2015-01-16
期货公司  ,42555,1583,期货公司  ,41919,2015-01-16
非期货公司,5319,280,非期货公司,5955,2015-01-16
期货公司  ,22615,594,期货公司  ,24833,2015-01-16
非期货公司,6115,840,非期货公司,3897,2015-01-16
期货公司  ,23405,-805,期货公司  ,16515,2015-01-19
非期货公司,60,0,非期货公司,6950,2015-01-19
期货公司  ,67296,-737,期货公司  ,60006,2015-01-19
非期货公司,420,0,非期货公司,7710,2015-01-19
期货公司  ,44289,1734,期货公司  ,44653,2015-01-19
非期货公司,6319,1000,非期货公司,5955,2015-01-19
期货公司  ,23018,403,期货公司  ,25396,2015-01-19
非期货公司,6275,160,非期货公司,3897,2015-01-19
期货公司  ,22817,-588,期货公司  ,15897,2015-01-20
非期货公司,30,-30,非期货公司,6950,2015-01-20
期货公司  ,66132,-1164,期货公司  ,58842,2015-01-20
非期货公司,420,0,非期货公司,7710,2015-01-20
期货公司  ,46181,1892,期货公司  ,46575,2015-01-20
非期货公司,6319,0,非期货公司,5925,2015-01-20
期货公司  ,23174,156,期货公司  ,25552,2015-01-20
非期货公司,6275,0,非期货公司,3897,2015-01-20
期货公司  ,22365,-452,期货公司  ,15445,2015-01-21
非期货公司,30,0,非期货公司,6950,2015-01-21
期货公司  ,63995,-2137,期货公司  ,56705,2015-01-21
非期货公司,420,0,非期货公司,7710,2015-01-21
期货公司  ,48996,2815,期货公司  ,49430,2015-01-21
非期货公司,6359,40,非期货公司,5925,2015-01-21
期货公司  ,24128,954,期货公司  ,26706,2015-01-21
非期货公司,6475,200,非期货公司,3897,2015-01-21
期货公司  ,21834,-531,期货公司  ,14914,2015-01-22
非期货公司,30,0,非期货公司,6950,2015-01-22
期货公司  ,62807,-1188,期货公司  ,55537,2015-01-22
非期货公司,420,0,非期货公司,7690,2015-01-22
期货公司  ,52054,3058,期货公司  ,52488,2015-01-22
非期货公司,6359,0,非期货公司,5925,2015-01-22
期货公司  ,25469,1341,期货公司  ,28147,2015-01-22
非期货公司,6575,100,非期货公司,3897,2015-01-22
期货公司  ,20578,-1256,期货公司  ,13628,2015-01-23
非期货公司,0,-30,非期货公司,6950,2015-01-23
期货公司  ,60790,-2017,期货公司  ,53520,2015-01-23
非期货公司,420,0,非期货公司,7690,2015-01-23
期货公司  ,51611,-443,期货公司  ,53375,2015-01-23
非期货公司,7659,1300,非期货公司,5895,2015-01-23
期货公司  ,27270,1801,期货公司  ,29948,2015-01-23
非期货公司,6575,0,非期货公司,3897,2015-01-23
期货公司  ,18863,-1715,期货公司  ,12093,2015-01-26
非期货公司,0,0,非期货公司,6770,2015-01-26
期货公司  ,58918,-1872,期货公司  ,51848,2015-01-26
非期货公司,620,200,非期货公司,7690,2015-01-26
期货公司  ,52257,646,期货公司  ,55821,2015-01-26
非期货公司,9459,1800,非期货公司,5895,2015-01-26
期货公司  ,26698,-572,期货公司  ,31276,2015-01-26
非期货公司,8475,1900,非期货公司,3897,2015-01-26
期货公司  ,19129,266,期货公司  ,12359,2015-01-27
非期货公司,0,0,非期货公司,6770,2015-01-27
期货公司  ,54973,-3945,期货公司  ,47863,2015-01-27
非期货公司,580,-40,非期货公司,7690,2015-01-27
期货公司  ,56041,3784,期货公司  ,59685,2015-01-27
非期货公司,9539,80,非期货公司,5895,2015-01-27
期货公司  ,28543,1845,期货公司  ,33161,2015-01-27
非期货公司,8475,0,非期货公司,3857,2015-01-27
期货公司  ,18659,-470,期货公司  ,11889,2015-01-28
非期货公司,0,0,非期货公司,6770,2015-01-28
期货公司  ,51898,-3075,期货公司  ,44728,2015-01-28
非期货公司,520,-60,非期货公司,7690,2015-01-28
期货公司  ,57879,1838,期货公司  ,61523,2015-01-28
非期货公司,9539,0,非期货公司,5895,2015-01-28
期货公司  ,29708,1165,期货公司  ,34386,2015-01-28
非期货公司,8475,0,非期货公司,3797,2015-01-28
期货公司  ,18078,-581,期货公司  ,11308,2015-01-29
非期货公司,0,0,非期货公司,6770,2015-01-29
期货公司  ,49644,-2254,期货公司  ,42474,2015-01-29
非期货公司,520,0,非期货公司,7690,2015-01-29
期货公司  ,58782,903,期货公司  ,62466,2015-01-29
非期货公司,9579,40,非期货公司,5895,2015-01-29
期货公司  ,30524,816,期货公司  ,35202,2015-01-29
非期货公司,8475,0,非期货公司,3797,2015-01-29
期货公司  ,17025,-1053,期货公司  ,10555,2015-01-30
非期货公司,0,0,非期货公司,6470,2015-01-30
期货公司  ,45862,-3782,期货公司  ,38692,2015-01-30
非期货公司,520,0,非期货公司,7690,2015-01-30
期货公司  ,61247,2465,期货公司  ,65931,2015-01-30
非期货公司,10579,1000,非期货公司,5895,2015-01-30
期货公司  ,32227,1703,期货公司  ,38102,2015-01-30
非期货公司,9672,1197,非期货公司,3797,2015-01-30
期货公司  ,16240,-1011,期货公司  ,12595,2014-12-01
非期货公司,0,0,非期货公司,3645,2014-12-01
期货公司  ,41495,-5232,期货公司  ,32264,2014-12-01
非期货公司,40,0,非期货公司,9271,2014-12-01
期货公司  ,59040,3590,期货公司  ,45386,2014-12-01
非期货公司,40,0,非期货公司,13694,2014-12-01
期货公司  ,36748,49,期货公司  ,23127,2014-12-01
非期货公司,0,0,非期货公司,13621,2014-12-01
期货公司  ,15875,-365,期货公司  ,12330,2014-12-02
非期货公司,0,0,非期货公司,3545,2014-12-02
期货公司  ,39607,-1888,期货公司  ,30604,2014-12-02
非期货公司,40,0,非期货公司,9043,2014-12-02
期货公司  ,62972,3932,期货公司  ,49318,2014-12-02
非期货公司,40,0,非期货公司,13694,2014-12-02
期货公司  ,37583,835,期货公司  ,23962,2014-12-02
非期货公司,0,0,非期货公司,13621,2014-12-02
期货公司  ,15155,-720,期货公司  ,11610,2014-12-03
非期货公司,0,0,非期货公司,3545,2014-12-03
期货公司  ,37198,-2409,期货公司  ,28797,2014-12-03
非期货公司,40,0,非期货公司,8441,2014-12-03
期货公司  ,69593,6621,期货公司  ,56223,2014-12-03
非期货公司,324,284,非期货公司,13694,2014-12-03
期货公司  ,42853,5270,期货公司  ,29232,2014-12-03
非期货公司,0,0,非期货公司,13621,2014-12-03
期货公司  ,14335,-820,期货公司  ,10790,2014-12-04
非期货公司,0,0,非期货公司,3545,2014-12-04
期货公司  ,34078,-3120,期货公司  ,25677,2014-12-04
非期货公司,40,0,非期货公司,8441,2014-12-04
期货公司  ,64552,-5041,期货公司  ,51782,2014-12-04
非期货公司,324,0,非期货公司,13094,2014-12-04
期货公司  ,45147,2294,期货公司  ,31526,2014-12-04
非期货公司,0,0,非期货公司,13621,2014-12-04
期货公司  ,13610,-725,期货公司  ,10065,2014-12-05
非期货公司,0,0,非期货公司,3545,2014-12-05
期货公司  ,30421,-3657,期货公司  ,22020,2014-12-05
非期货公司,40,0,非期货公司,8441,2014-12-05
期货公司  ,62459,-2093,期货公司  ,49964,2014-12-05
非期货公司,324,0,非期货公司,12819,2014-12-05
期货公司  ,46136,989,期货公司  ,32515,2014-12-05
非期货公司,0,0,非期货公司,13621,2014-12-05
期货公司  ,11930,-1680,期货公司  ,8385,2014-12-08
非期货公司,0,0,非期货公司,3545,2014-12-08
期货公司  ,30477,56,期货公司  ,22076,2014-12-08
非期货公司,40,0,非期货公司,8441,2014-12-08
期货公司  ,63403,944,期货公司  ,51308,2014-12-08
非期货公司,324,0,非期货公司,12419,2014-12-08
期货公司  ,47806,1670,期货公司  ,34185,2014-12-08
非期货公司,0,0,非期货公司,13621,2014-12-08
期货公司  ,11370,-560,期货公司  ,7825,2014-12-09
非期货公司,0,0,非期货公司,3545,2014-12-09
期货公司  ,29106,-1371,期货公司  ,20705,2014-12-09
非期货公司,40,0,非期货公司,8441,2014-12-09
期货公司  ,63240,-163,期货公司  ,52531,2014-12-09
非期货公司,340,16,非期货公司,11049,2014-12-09
期货公司  ,48394,588,期货公司  ,36526,2014-12-09
非期货公司,0,0,非期货公司,11868,2014-12-09
期货公司  ,10865,-505,期货公司  ,7320,2014-12-10
非期货公司,0,0,非期货公司,3545,2014-12-10
期货公司  ,28981,-125,期货公司  ,20580,2014-12-10
非期货公司,40,0,非期货公司,8441,2014-12-10
期货公司  ,63202,-38,期货公司  ,52763,2014-12-10
非期货公司,340,0,非期货公司,10779,2014-12-10
期货公司  ,49603,1209,期货公司  ,39433,2014-12-10
非期货公司,284,284,非期货公司,10454,2014-12-10
期货公司  ,10395,-470,期货公司  ,6850,2014-12-11
非期货公司,0,0,非期货公司,3545,2014-12-11
期货公司  ,28740,-241,期货公司  ,20339,2014-12-11
非期货公司,40,0,非期货公司,8441,2014-12-11
期货公司  ,63208,6,期货公司  ,53169,2014-12-11
非期货公司,340,0,非期货公司,10379,2014-12-11
期货公司  ,50374,771,期货公司  ,40204,2014-12-11
非期货公司,284,0,非期货公司,10454,2014-12-11
期货公司  ,13712,19,期货公司  ,9387,2014-12-11
非期货公司,1540,520,非期货公司,5865,2014-12-11
期货公司  ,9710,-685,期货公司  ,6165,2014-12-12
非期货公司,0,0,非期货公司,3545,2014-12-12
期货公司  ,27381,-1359,期货公司  ,18960,2014-12-12
非期货公司,20,-20,非期货公司,8441,2014-12-12
期货公司  ,59939,-3269,期货公司  ,50300,2014-12-12
非期货公司,340,0,非期货公司,9979,2014-12-12
期货公司  ,51089,715,期货公司  ,40919,2014-12-12
非期货公司,284,0,非期货公司,10454,2014-12-12
期货公司  ,14197,485,期货公司  ,10197,2014-12-12
非期货公司,2035,495,非期货公司,6035,2014-12-12
期货公司  ,9420,-290,期货公司  ,5875,2014-12-15
非期货公司,0,0,非期货公司,3545,2014-12-15
期货公司  ,27240,-141,期货公司  ,18799,2014-12-15
非期货公司,0,-20,非期货公司,8441,2014-12-15
期货公司  ,55091,-4848,期货公司  ,45732,2014-12-15
非期货公司,340,0,非期货公司,9699,2014-12-15
期货公司  ,52546,1457,期货公司  ,42376,2014-12-15
非期货公司,284,0,非期货公司,10454,2014-12-15
期货公司  ,15356,1159,期货公司  ,11726,2014-12-15
非期货公司,2475,440,非期货公司,6105,2014-12-15
期货公司  ,27032,-208,期货公司  ,18591,2014-12-16
非期货公司,0,0,非期货公司,8441,2014-12-16
期货公司  ,53746,-1345,期货公司  ,44627,2014-12-16
非期货公司,340,0,非期货公司,9459,2014-12-16
期货公司  ,52862,316,期货公司  ,42692,2014-12-16
非期货公司,284,0,非期货公司,10454,2014-12-16
期货公司  ,14409,-947,期货公司  ,10779,2014-12-16
非期货公司,2565,90,非期货公司,6195,2014-12-16
期货公司  ,26130,-902,期货公司  ,18089,2014-12-17
非期货公司,400,400,非期货公司,8441,2014-12-17
期货公司  ,52733,-1013,期货公司  ,43834,2014-12-17
非期货公司,320,-20,非期货公司,9219,2014-12-17
期货公司  ,54405,1543,期货公司  ,44235,2014-12-17
非期货公司,284,0,非期货公司,10454,2014-12-17
期货公司  ,14998,589,期货公司  ,11613,2014-12-17
非期货公司,2810,245,非期货公司,6195,2014-12-17
期货公司  ,26632,502,期货公司  ,18591,2014-12-18
非期货公司,400,0,非期货公司,8441,2014-12-18
期货公司  ,50088,-2645,期货公司  ,41429,2014-12-18
非期货公司,320,0,非期货公司,8979,2014-12-18
期货公司  ,61978,7573,期货公司  ,51808,2014-12-18
非期货公司,284,0,非期货公司,10454,2014-12-18
期货公司  ,16297,1299,期货公司  ,13632,2014-12-18
非期货公司,3530,720,非期货公司,6195,2014-12-18
期货公司  ,25788,-844,期货公司  ,17747,2014-12-19
非期货公司,400,0,非期货公司,8441,2014-12-19
期货公司  ,47925,-2163,期货公司  ,39266,2014-12-19
非期货公司,320,0,非期货公司,8979,2014-12-19
期货公司  ,63996,2018,期货公司  ,53826,2014-12-19
非期货公司,284,0,非期货公司,10454,2014-12-19
期货公司  ,17240,943,期货公司  ,14735,2014-12-19
非期货公司,3690,160,非期货公司,6195,2014-12-19
期货公司  ,24879,-909,期货公司  ,16838,2014-12-22
非期货公司,400,0,非期货公司,8441,2014-12-22
期货公司  ,45418,-2507,期货公司  ,36759,2014-12-22
非期货公司,320,0,非期货公司,8979,2014-12-22
期货公司  ,62195,-1801,期货公司  ,54702,2014-12-22
非期货公司,284,0,非期货公司,7777,2014-12-22
期货公司  ,17332,92,期货公司  ,15084,2014-12-22
非期货公司,3947,257,非期货公司,6195,2014-12-22
期货公司  ,23811,-1068,期货公司  ,16570,2014-12-23
非期货公司,1200,800,非期货公司,8441,2014-12-23
期货公司  ,43531,-1887,期货公司  ,34872,2014-12-23
非期货公司,320,0,非期货公司,8979,2014-12-23
期货公司  ,64488,2293,期货公司  ,57082,2014-12-23
非期货公司,284,0,非期货公司,7690,2014-12-23
期货公司  ,18600,1268,期货公司  ,16452,2014-12-23
非期货公司,4047,100,非期货公司,6195,2014-12-23
期货公司  ,22569,-1242,期货公司  ,15568,2014-12-24
非期货公司,1440,240,非期货公司,8441,2014-12-24
期货公司  ,41793,-1738,期货公司  ,33134,2014-12-24
非期货公司,320,0,非期货公司,8979,2014-12-24
期货公司  ,66523,2035,期货公司  ,59117,2014-12-24
非期货公司,284,0,非期货公司,7690,2014-12-24
