SPGCCCP Index,,,SPGCCNP Index,,,SPGCCTP Index,,,SPGCKCP Index,,,SPGCSBP Index,,,SPGCKWP Index,,,SPGCWHP Index,,,SPGCSOP Index,,,SPGCLCP Index,,,SPGCLHP Index,,,SPGCFCP Index,,,SPGCIAP Index,,,SPGCICP Index,,,SPGCIKP Index,,,SPGCILP Index,,,SPGCIZP Index,,,SPGCBRP Index,,,SPGCCLP Index,,,SPGCGOP Index,,,SPGCHOP Index,,,SPGCHUP Index,,,SPGCNGP Index,,,SPGCGCP Index,,,SPGCSIP Index,,,SPGSCI Index,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
2008/5/20,11.64253,,2008/5/20,20.64957,,2008/5/20,42.22794,,2008/5/20,27.31036,,2008/5/20,16.7584,,2008/5/20,87.07092,,2008/5/20,42.61562,,2008/5/20,341.4158,,2008/5/20,459.1488,,2008/5/20,55.02982,,2009/8/20,101.9725,,2008/5/20,72.59724,,2008/5/20,759.8171,,2008/5/20,412.3862,,2008/5/20,254.8737,,2008/5/20,76.18862,,2008/5/20,1387.2321,,2008/5/20,1619.859,,2008/5/20,1298.6331,,2008/5/20,729.889,,2008/5/20,1918.66,,2008/5/20,704.32239,,2008/5/20,82.139,,2008/5/20,77.14596,,2009/8/14,410.22
2008/5/21,11.56649,,2008/5/21,21.26232,,2008/5/21,42.35325,,2008/5/21,28.03904,,2008/5/21,16.7111,,2008/5/21,86.99231,,2008/5/21,42.28948,,2008/5/21,345.9031,,2008/5/21,463.9255,,2008/5/21,54.79588,,2009/8/21,101.3931,,2008/5/21,73.14636,,2008/5/21,752.1743,,2008/5/21,399.6754,,2008/5/21,252.1059,,2008/5/21,73.80405,,2008/5/21,1439.098,,2008/5/21,1672.481,,2008/5/21,1325.825,,2008/5/21,755.7227,,2008/5/21,1972.158,,2008/5/21,720.71912,,2008/5/21,82.903,,2008/5/21,78.56048,,2009/8/17,404.26
2008/5/22,11.51282,,2008/5/22,20.859659,,2008/5/22,41.76252,,2008/5/22,26.79131,,2008/5/22,16.44309,,2008/5/22,83.87421,,2008/5/22,40.49571,,2008/5/22,339.685,,2008/5/22,465.3236,,2008/5/22,54.90385,,2009/8/24,101.2168,,2008/5/22,72.53027,,2008/5/22,741.893,,2008/5/22,372.649,,2008/5/22,235.9113,,2008/5/22,70.61343,,2008/5/22,1410.307,,2008/5/22,1642.842,,2008/5/22,1349.321,,2008/5/22,765.0783,,2008/5/22,1931.816,,2008/5/22,723.83942,,2008/5/22,81.9969,,2008/5/22,78.45167,,2009/8/18,412.22
2008/5/23,11.52624,,2008/5/23,20.99972,,2008/5/23,41.2971,,2008/5/23,26.75138,,2008/5/23,15.78095,,2008/5/23,83.61218,,2008/5/23,40.90338,,2008/5/23,350.7749,,2008/5/23,472.0809,,2008/5/23,55.53369,,2009/8/25,100.8893,,2008/5/23,72.67638,,2008/5/23,746.9882,,2008/5/23,382.1821,,2008/5/23,235.7641,,2008/5/23,71.95685,,2008/5/23,1421.953,,2008/5/23,1660.173,,2008/5/23,1358.561,,2008/5/23,748.6194,,2008/5/23,1959.467,,2008/5/23,733.0166,,2008/5/23,82.6721,,2008/5/23,79.60505,,2009/8/19,421.93
2008/5/27,11.58439,,2008/5/27,20.93845,,2008/5/27,39.53089,,2008/5/27,26.35211,,2008/5/27,15.87554,,2008/5/27,84.37205,,2008/5/27,41.2567,,2008/5/27,345.5825,,2008/5/27,473.0129,,2008/5/27,54.68791,,2009/8/26,100.2343,,2008/5/27,72.52418,,2008/5/27,748.6259,,2008/5/27,369.3283,,2008/5/27,241.0936,,2008/5/27,71.94845,,2008/5/27,1384.86,,2008/5/27,1618.226,,2008/5/27,1333.481,,2008/5/27,736.1068,,2008/5/27,1936.764,,2008/5/27,729.22333,,2008/5/27,81.0907,,2008/5/27,76.01434,,2009/8/20,417.16
2008/5/28,11.72752,,2008/5/28,20.745871,,2008/5/28,39.6741,,2008/5/28,27.0708,,2008/5/28,15.9386,,2008/5/28,84.21484,,2008/5/28,41.2567,,2008/5/28,351.9929,,2008/5/28,473.5954,,2008/5/28,54.7419,,2009/8/27,99.7305,,2008/5/28,71.6171,,2008/5/28,740.0733,,2008/5/28,356.5381,,2008/5/28,237.8252,,2008/5/28,70.8989,,2008/5/28,1411.063,,2008/5/28,1645.605,,2008/5/28,1318.1689,,2008/5/28,740.5536,,2008/5/28,1970.004,,2008/5/28,733.87311,,2008/5/28,80.3978,,2008/5/28,75.79672,,2009/8/21,420.9
2008/5/29,12.21058,,2008/5/29,20.38698,,2008/5/29,39.37575,,2008/5/29,26.45192,,2008/5/29,15.71789,,2008/5/29,83.21914,,2008/5/29,40.41417,,2008/5/29,339.1722,,2008/5/29,470.3332,,2008/5/29,54.88586,,2009/8/28,98.7984,,2008/5/29,69.64465,,2008/5/29,721.2394,,2008/5/29,351.9304,,2008/5/29,228.8151,,2008/5/29,66.32288,,2008/5/29,1368.686,,2008/5/29,1590.22,,2008/5/29,1299.689,,2008/5/29,713.4109,,2008/5/29,1936.881,,2008/5/29,701.9975,,2008/5/29,78.3279,,2008/5/29,71.87958,,2009/8/24,424.85
2008/5/30,12.17927,,2008/5/30,20.98222,,2008/5/30,39.22658,,2008/5/30,26.73141,,2008/5/30,15.79672,,2008/5/30,84.05762,,2008/5/30,41.39259,,2008/5/30,349.6211,,2008/5/30,474.6439,,2008/5/30,56.21752,,2009/8/31,98.1686,,2008/5/30,70.86221,,2008/5/30,725.5157,,2008/5/30,350.2621,,2008/5/30,231.5535,,2008/5/30,66.98619,,2008/5/30,1377.959,,2008/5/30,1599.3879,,2008/5/30,1258.504,,2008/5/30,705.8456,,2008/5/30,1949.106,,2008/5/30,716.00812,,2008/5/30,79.1985,,2008/5/30,73.40291,,2009/8/25,415.28
2008/6/2,12.47894,,2008/6/2,21.55995,,2008/6/2,39.04757,,2008/6/2,27.42016,,2008/6/2,16.25391,,2008/6/2,86.04901,,2008/6/2,42.53408,,2008/6/2,350.1339,,2008/6/2,469.8672,,2008/6/2,54.84987,,2009/9/1,97.5389,,2008/6/2,70.75872,,2008/6/2,725.3792,,2008/6/2,351.6126,,2008/6/2,236.2647,,2008/6/2,65.74353,,2008/6/2,1384.644,,2008/6/2,1604.537,,2008/6/2,1263.7841,,2008/6/2,716.4909,,2008/6/2,1973.847,,2008/6/2,732.28241,,2008/6/2,79.6871,,2008/6/2,73.59877,,2009/8/26,412.49
2008/6/3,12.55498,,2008/6/3,21.288589,,2008/6/3,38.31364,,2008/6/3,26.45192,,2008/6/3,15.308,,2008/6/3,82.59028,,2008/6/3,40.79467,,2008/6/3,348.5954,,2008/6/3,467.1876,,2008/6/3,54.90385,,2009/9/2,99.2519,,2008/6/3,70.64305,,2008/6/3,723.8779,,2008/6/3,353.2491,,2008/6/3,241.0936,,2008/6/3,64.68559,,2008/6/3,1349.599,,2008/6/3,1561.208,,2008/6/3,1251.64,,2008/6/3,700.6288,,2008/6/3,1951.609,,2008/6/3,747.7002,,2008/6/3,78.6655,,2008/6/3,73.27234,,2009/8/27,415.65
2008/6/4,12.50578,,2008/6/4,21.51618,,2008/6/4,38.37928,,2008/6/4,26.50183,,2008/6/4,15.00846,,2008/6/4,82.7999,,2008/6/4,40.93056,,2008/6/4,356.1596,,2008/6/4,468.3527,,2008/6/4,54.20204,,2009/9/3,99.1259,,2008/6/4,69.43157,,2008/6/4,721.7852,,2008/6/4,361.0662,,2008/6/4,234.6158,,2008/6/4,66.24731,,2008/6/4,1322.21,,2008/6/4,1535.964,,2008/6/4,1213.36,,2008/6/4,682.5722,,2008/6/4,1859.981,,2008/6/4,757.36688,,2008/6/4,78.5145,,2008/6/4,73.72934,,2009/8/28,417.69
2008/6/5,12.48789,,2008/6/5,22.52284,,2008/6/5,38.57619,,2008/6/5,27.11072,,2008/6/5,15.07152,,2008/6/5,85.36775,,2008/6/5,42.69715,,2008/6/5,372.3137,,2008/6/5,470.6828,,2008/6/5,54.346,,2009/9/4,99.3023,,2008/6/5,69.99165,,2008/6/5,716.2351,,2008/6/5,361.3045,,2008/6/5,226.7246,,2008/6/5,65.19776,,2008/6/5,1381.085,,2008/6/5,1604.913,,2008/6/5,1219.96,,2008/6/5,708.5599,,2008/6/5,1941.131,,2008/6/5,765.93231,,2008/6/5,77.7771,,2008/6/5,74.73039,,2009/8/31,406.13
2008/6/6,12.87255,,2008/6/6,22.78545,,2008/6/6,39.69201,,2008/6/6,27.1207,,2008/6/6,15.35529,,2008/6/6,88.74787,,2008/6/6,44.08324,,2008/6/6,373.724,,2008/6/6,466.9546,,2008/6/6,53.26628,,2009/9/8,99.932,,2008/6/6,71.39794,,2008/6/6,733.0674,,2008/6/6,348.5143,,2008/6/6,228.3441,,2008/6/6,65.66796,,2008/6/6,1489.778,,2008/6/6,1739.922,,2008/6/6,1319.489,,2008/6/6,765.0014,,2008/6/6,2065.417,,2008/6/6,776.57788,,2008/6/6,79.8648,,2008/6/6,75.86201,,2009/9/1,396.66
2008/6/9,12.83859,,2008/6/9,23.01388,,2008/6/9,39.4022,,2008/6/9,26.16582,,2008/6/9,15.2816,,2008/6/9,86.64068,,2008/6/9,42.8678,,2008/6/9,372.9786,,2008/6/9,461.2458,,2008/6/9,52.36952,,2009/9/9,101.0087,,2008/6/9,71.20701,,2008/6/9,731.2278,,2008/6/9,348.8955,,2008/6/9,229.4385,,2008/6/9,66.08733,,2008/6/9,1448.993,,2008/6/9,1687.915,,2008/6/9,1329.04,,2008/6/9,746.5028,,2008/6/9,1976.711,,2008/6/9,771.26099,,2008/6/9,79.7849,,2008/6/9,74.90476,,2009/9/2,395.98
2008/6/10,12.78861,,2008/6/10,23.57312,,2008/6/10,39.45783,,2008/6/10,26.95866,,2008/6/10,15.41933,,2008/6/10,88.808,,2008/6/10,43.97306,,2008/6/10,371.5124,,2008/6/10,464.2749,,2008/6/10,52.40152,,2009/9/10,100.4662,,2008/6/10,71.26774,,2008/6/10,721.0926,,2008/6/10,371.8122,,2008/6/10,230.3203,,2008/6/10,64.40327,,2008/6/10,1421.934,,2008/6/10,1650.52,,2008/6/10,1329.989,,2008/6/10,734.1353,,2008/6/10,1933.493,,2008/6/10,760.97021,,2008/6/10,77.3951,,2008/6/10,72.40811,,2009/9/3,394.11
2008/6/11,13.02478,,2008/6/11,24.61105,,2008/6/11,40.9719,,2008/6/11,26.67226,,2008/6/11,16.39857,,2008/6/11,95.02311,,2008/6/11,47.19492,,2008/6/11,389.2231,,2008/6/11,469.9837,,2008/6/11,52.55023,,2009/9/11,99.9243,,2008/6/11,71.36843,,2008/6/11,726.4567,,2008/6/11,369.096,,2008/6/11,220.3702,,2008/6/11,63.92455,,2008/6/11,1471.636,,2008/6/11,1714.464,,2008/6/11,1324.298,,2008/6/11,765.1654,,2008/6/11,2018.291,,2008/6/11,774.97827,,2008/6/11,78.4345,,2008/6/11,73.36217,,2009/9/4,392.9
2008/6/12,13.27592,,2008/6/12,24.81518,,2008/6/12,41.05509,,2008/6/12,26.86907,,2008/6/12,16.24362,,2008/6/12,93.13833,,2008/6/12,46.24447,,2008/6/12,391.8231,,2008/6/12,473.4789,,2008/6/12,52.19003,,2009/9/14,99.5634,,2008/6/12,71.11398,,2008/6/12,719.4621,,2008/6/12,389.5122,,2008/6/12,214.4485,,2008/6/12,62.23405,,2008/6/12,1481.505,,2008/6/12,1719.375,,2008/6/12,1311.658,,2008/6/12,758.8637,,2008/6/12,2052.982,,2008/6/12,783.76831,,2008/6/12,77.4662,,2008/6/12,71.75956,,2009/9/8,405.16
2008/6/13,13.32041,,2008/6/13,25.60487,,2008/6/13,42.38891,,2008/6/13,26.82985,,2008/6/13,16.77804,,2008/6/13,97.07084,,2008/6/13,47.9227,,2008/6/13,396.6156,,2008/6/13,476.6246,,2008/6/13,52.92957,,2009/9/15,98.9123,,2008/6/13,70.99297,,2008/6/13,732.7161,,2008/6/13,381.5662,,2008/6/13,207.8808,,2008/6/13,63.23621,,2008/6/13,1459.167,,2008/6/13,1695.47,,2008/6/13,1317.974,,2008/6/13,739.0824,,2008/6/13,2017.387,,2008/6/13,773.61792,,2008/6/13,77.5639,,2008/6/13,72.08401,,2009/9/9,406.21
2008/6/16,13.48058,,2008/6/16,25.6392,,2008/6/16,43.87746,,2008/6/16,27.20249,,2008/6/16,17.25621,,2008/6/16,96.83799,,2008/6/16,47.643,,2008/6/16,394.5431,,2008/6/16,482.1004,,2008/6/16,52.8063,,2009/9/16,98.712,,2008/6/16,71.6767,,2008/6/16,744.3248,,2008/6/16,380.6127,,2008/6/16,211.839,,2008/6/16,62.52635,,2008/6/16,1457.663,,2008/6/16,1693.843,,2008/6/16,1335.6071,,2008/6/16,737.858,,2008/6/16,2005.581,,2008/6/16,792.39917,,2008/6/16,78.7366,,2008/6/16,75.00405,,2009/9/10,408.34
2008/6/17,13.46278,,2008/6/17,25.973961,,2008/6/17,43.18921,,2008/6/17,27.80067,,2008/6/17,17.48123,,2008/6/17,98.62314,,2008/6/17,48.8151,,2008/6/17,402.3148,,2008/6/17,482.7994,,2008/6/17,53.63388,,2009/9/17,97.1594,,2008/6/17,73.15307,,2008/6/17,743.0451,,2008/6/17,384.4268,,2008/6/17,218.2601,,2008/6/17,62.20065,,2008/6/17,1445.957,,2008/6/17,1683.705,,2008/6/17,1308.5,,2008/6/17,736.5762,,2008/6/17,1995.353,,2008/6/17,793.49329,,2008/6/17,78.7899,,2008/6/17,74.32487,,2009/9/11,398.3
2008/6/18,13.78311,,2008/6/18,26.102711,,2008/6/18,43.77609,,2008/6/18,27.32997,,2008/6/18,18.12816,,2008/6/18,99.39929,,2008/6/18,49.12144,,2008/6/18,399.7242,,2008/6/18,484.1975,,2008/6/18,53.58105,,2009/9/18,97.5851,,2008/6/18,74.47212,,2008/6/18,757.5788,,2008/6/18,365.0386,,2008/6/18,217.6737,,2008/6/18,66.23434,,2008/6/18,1473.45,,2008/6/18,1716.746,,2008/6/18,1282.446,,2008/6/18,743.712,,2008/6/18,2027.382,,2008/6/18,809.35712,,2008/6/18,79.3762,,2008/6/18,75.47126,,2009/9/14,397.82
2008/6/19,13.8187,,2008/6/19,25.46752,,2008/6/19,42.7197,,2008/6/19,27.38881,,2008/6/19,17.87501,,2008/6/19,97.38129,,2008/6/19,47.88275,,2008/6/19,394.1545,,2008/6/19,482.1004,,2008/6/19,53.14085,,2009/9/21,96.8589,,2008/6/19,73.99411,,2008/6/19,766.0796,,2008/6/19,352.0866,,2008/6/19,211.8096,,2008/6/19,64.36364,,2008/6/19,1425.015,,2008/6/19,1659.55,,2008/6/19,1291.92,,2008/6/19,716.2592,,2008/6/19,1966.538,,2008/6/19,789.60327,,2008/6/19,80.3268,,2008/6/19,76.04229,,2009/9/15,406.76
2008/6/20,13.90323,,2008/6/20,25.25293,,2008/6/20,42.74104,,2008/6/20,28.77149,,2008/6/20,18.39537,,2008/6/20,95.82898,,2008/6/20,47.11023,,2008/6/20,390.9163,,2008/6/20,488.6247,,2008/6/20,55.20098,,2009/9/22,96.9341,,2008/6/20,75.6157,,2008/6/20,775.8601,,2008/6/20,355.1855,,2008/6/20,219.7847,,2008/6/20,64.97329,,2008/6/20,1454.119,,2008/6/20,1694.093,,2008/6/20,1303.236,,2008/6/20,727.489,,2008/6/20,2014.524,,2008/6/20,797.01862,,2008/6/20,80.2823,,2008/6/20,75.72649,,2009/9/16,415.8
2008/6/23,13.87654,,2008/6/23,25.364519,,2008/6/23,42.36223,,2008/6/23,28.72246,,2008/6/23,18.10003,,2008/6/23,94.56126,,2008/6/23,47.11023,,2008/6/23,389.2324,,2008/6/23,487.9257,,2008/6/23,54.47905,,2009/9/23,98.111,,2008/6/23,75.59755,,2008/6/23,772.9351,,2008/6/23,346.3655,,2008/6/23,218.2014,,2008/6/23,64.03794,,2008/6/23,1467.114,,2008/6/23,1711.364,,2008/6/23,1314.026,,2008/6/23,732.0613,,2008/6/23,2025.571,,2008/6/23,809.7218,,2008/6/23,78.8165,,2008/6/23,73.09196,,2009/9/17,415.32
2008/6/24,14.00111,,2008/6/24,24.96109,,2008/6/24,42.96512,,2008/6/24,29.0951,,2008/6/24,17.87501,,2008/6/24,95.69962,,2008/6/24,47.31002,,2008/6/24,386.2533,,2008/6/24,487.8092,,2008/6/24,53.45779,,2009/9/24,97.4349,,2008/6/24,74.59313,,2008/6/24,768.182,,2008/6/24,340.8033,,2008/6/24,213.3929,,2008/6/24,63.10259,,2008/6/24,1471.517,,2008/6/24,1714.618,,2008/6/24,1309.2889,,2008/6/24,734.9309,,2008/6/24,2029.896,,2008/6/24,797.80878,,2008/6/24,79.2074,,2008/6/24,72.41278,,2009/9/18,412.21
2008/6/25,13.88988,,2008/6/25,25.561939,,2008/6/25,43.25856,,2008/6/25,29.48735,,2008/6/25,17.79063,,2008/6/25,98.80423,,2008/6/25,49.0282,,2008/6/25,395.0612,,2008/6/25,486.5276,,2008/6/25,52.11958,,2009/9/25,96.884,,2008/6/25,73.55846,,2008/6/25,765.3484,,2008/6/25,343.9817,,2008/6/25,208.2325,,2008/6/25,62.16724,,2008/6/25,1449.7159,,2008/6/25,1683.955,,2008/6/25,1275.076,,2008/6/25,722.1132,,2008/6/25,1991.262,,2008/6/25,782.0058,,2008/6/25,78.3812,,2008/6/25,71.84175,,2009/9/21,400.51
2008/6/26,14.09009,,2008/6/26,26.37738,,2008/6/26,43.6267,,2008/6/26,30.13456,,2008/6/26,18.21254,,2008/6/26,100.6411,,2008/6/26,50.22693,,2008/6/26,404.5168,,2008/6/26,483.9645,,2008/6/26,51.18636,,2009/9/28,96.7087,,2008/6/26,74.56288,,2008/6/26,777.5969,,2008/6/26,345.4914,,2008/6/26,211.5164,,2008/6/26,66.13412,,2008/6/26,1506.205,,2008/6/26,1747.6591,,2008/6/26,1325.342,,2008/6/26,747.9207,,2008/6/26,2059.88,,2008/6/26,805.22412,,2008/6/26,81.2951,,2008/6/26,74.49358,,2009/9/22,409.06
2008/6/27,14.13903,,2008/6/27,26.36021,,2008/6/27,43.42929,,2008/6/27,29.91882,,2008/6/27,17.9172,,2008/6/27,97.79521,,2008/6/27,48.58866,,2008/6/27,403.9987,,2008/6/27,489.7898,,2008/6/27,51.20397,,2009/9/29,95.9324,,2008/6/27,75.11955,,2008/6/27,785.2751,,2008/6/27,347.8752,,2008/6/27,210.1677,,2008/6/27,64.08805,,2008/6/27,1513.293,,2008/6/27,1754.793,,2008/6/27,1338.501,,2008/6/27,752.4356,,2008/6/27,2055.73,,2008/6/27,802.18512,,2008/6/27,82.7342,,2008/6/27,76.61332,,2009/9/23,399.91
2008/6/30,14.15238,,2008/6/30,25.330179,,2008/6/30,41.94608,,2008/6/30,30.0463,,2008/6/30,18.42349,,2008/6/30,92.75022,,2008/6/30,45.75166,,2008/6/30,407.755,,2008/6/30,481.9839,,2008/6/30,49.9362,,2009/9/30,96.7838,,2008/6/30,74.85332,,2008/6/30,783.8126,,2008/6/30,347.8752,,2008/6/30,208.643,,2008/6/30,64.12146,,2008/6/30,1509.964,,2008/6/30,1752.165,,2008/6/30,1335.343,,2008/6/30,748.0164,,2008/6/30,2045.151,,2008/6/30,811.60608,,2008/6/30,82.4677,,2008/6/30,75.74812,,2009/9/24,388.27
2008/7/1,14.57059,,2008/7/1,25.14134,,2008/7/1,40.7243,,2008/7/1,30.46797,,2008/7/1,19.29544,,2008/7/1,92.54325,,2008/7/1,46.07132,,2008/7/1,417.081,,2008/7/1,481.5179,,2008/7/1,49.51361,,2009/10/1,95.081,,2008/7/1,75.83353,,2008/7/1,793.6388,,2008/7/1,341.5184,,2008/7/1,205.7403,,2008/7/1,63.98784,,2008/7/1,1519.2,,2008/7/1,1764.3051,,2008/7/1,1351.397,,2008/7/1,754.4252,,2008/7/1,2053.509,,2008/7/1,820.84479,,2008/7/1,83.9069,,2008/7/1,79.12239,,2009/9/25,387.6
2008/7/2,14.45047,,2008/7/2,26.12845,,2008/7/2,40.16943,,2008/7/2,30.58564,,2008/7/2,19.6611,,2008/7/2,93.62986,,2008/7/2,46.89711,,2008/7/2,422.2621,,2008/7/2,484.6636,,2008/7/2,50.21793,,2009/10/2,93.7288,,2008/7/2,76.91661,,2008/7/2,804.0135,,2008/7/2,335.0822,,2008/7/2,198.7328,,2008/7/2,61.8666,,2008/7/2,1555.177,,2008/7/2,1796.845,,2008/7/2,1362.713,,2008/7/2,778.9127,,2008/7/2,2074.55,,2008/7/2,813.79419,,2008/7/2,84.0846,,2008/7/2,79.7064,,2009/9/28,390.87
2008/7/3,13.95218,,2008/7/3,26.016859,,2008/7/3,40.20144,,2008/7/3,29.79134,,2008/7/3,19.56265,,2008/7/3,94.40601,,2008/7/3,47.28337,,2008/7/3,422.5212,,2008/7/3,483.7316,,2008/7/3,49.97142,,2009/10/5,93.4534,,2008/7/3,76.50516,,2008/7/3,797.3408,,2008/7/3,330.3146,,2008/7/3,187.6497,,2008/7/3,59.14407,,2008/7/3,1574.401,,2008/7/3,1818.3719,,2008/7/3,1387.714,,2008/7/3,785.5128,,2008/7/3,2087.175,,2008/7/3,825.22101,,2008/7/3,82.9386,,2008/7/3,79.46847,,2009/9/29,390.73
2008/7/7,12.81323,,2008/7/7,24.98683,,2008/7/7,38.8196,,2008/7/7,28.10467,,2008/7/7,19.01416,,2008/7/7,88.99881,,2008/7/7,44.5396,,2008/7/7,404.3872,,2008/7/7,476.7413,,2008/7/7,49.53122,,2009/10/6,92.9025,,2008/7/7,79.45186,,2008/7/7,776.1344,,2008/7/7,331.427,,2008/7/7,189.9953,,2008/7/7,60.94796,,2008/7/7,1532.088,,2008/7/7,1769.311,,2008/7/7,1344.027,,2008/7/7,759.4183,,2008/7/7,2035.565,,2008/7/7,788.7525,,2008/7/7,82.5122,,2008/7/7,77.52177,,2009/9/30,406.78
2008/7/8,13.00009,,2008/7/8,24.18856,,2008/7/8,38.2754,,2008/7/8,27.92816,,2008/7/8,19.33763,,2008/7/8,89.12817,,2008/7/8,44.56624,,2008/7/8,396.2269,,2008/7/8,475.8093,,2008/7/8,49.79534,,2009/10/7,93.3282,,2008/7/8,75.48259,,2008/7/8,756.5734,,2008/7/8,326.2621,,2008/7/8,190.699,,2008/7/8,58.6764,,2008/7/8,1475.062,,2008/7/8,1702.604,,2008/7/8,1293.235,,2008/7/8,730.8368,,2008/7/8,1965.661,,2008/7/8,751.737,,2008/7/8,82.0235,,2008/7/8,77.67318,,2009/10/1,404.07
2008/7/9,13.02234,,2008/7/9,23.8538,,2008/7/9,39.21441,,2008/7/9,27.57514,,2008/7/9,19.49233,,2008/7/9,88.22266,,2008/7/9,43.99351,,2008/7/9,403.351,,2008/7/9,478.2241,,2008/7/9,51.38998,,2009/10/8,93.8776,,2008/7/9,76.54767,,2008/7/9,757.7447,,2008/7/9,339.751,,2008/7/9,209.9518,,2008/7/9,62.11185,,2008/7/9,1476.199,,2008/7/9,1702.679,,2008/7/9,1305.478,,2008/7/9,736.7702,,2008/7/9,1975.937,,2008/7/9,729.70532,,2008/7/9,82.4987,,2008/7/9,78.6249,,2009/10/2,399.34
2008/7/10,12.94671,,2008/7/10,23.570539,,2008/7/10,39.25709,,2008/7/10,27.75165,,2008/7/10,19.14074,,2008/7/10,87.80871,,2008/7/10,43.58061,,2008/7/10,411.1227,,2008/7/10,476.4998,,2008/7/10,52.49955,,2009/10/9,94.411,,2008/7/10,78.96073,,2008/7/10,760.1998,,2008/7/10,346.905,,2008/7/10,233.2667,,2008/7/10,66.31094,,2008/7/10,1534.2271,,2008/7/10,1772.676,,2008/7/10,1339.892,,2008/7/10,771.9035,,2008/7/10,2052.868,,2008/7/10,747.5,,2008/7/10,83.6912,,2008/7/10,79.25217,,2009/10/5,402.07
2008/7/11,12.95561,,2008/7/11,23.72504,,2008/7/11,39.26243,,2008/7/11,27.89874,,2008/7/11,19.67516,,2008/7/11,89.4645,,2008/7/11,44.25989,,2008/7/11,413.4542,,2008/7/11,472.6293,,2008/7/11,52.27278,,2009/10/12,94.2915,,2008/7/11,79.64487,,2008/7/11,763.9051,,2008/7/11,342.1124,,2008/7/11,230.9211,,2008/7/11,67.45538,,2008/7/11,1563.787,,2008/7/11,1814.729,,2008/7/11,1394.014,,2008/7/11,779.3593,,2008/7/11,2084.208,,2008/7/11,723.74908,,2008/7/11,85.3491,,2008/7/11,81.41517,,2009/10/6,407.06
2008/7/14,13.00455,,2008/7/14,22.789431,,2008/7/14,38.43012,,2008/7/14,28.02622,,2008/7/14,19.11261,,2008/7/14,88.06743,,2008/7/14,43.58061,,2008/7/14,403.8691,,2008/7/14,463.1193,,2008/7/14,52.0693,,2009/10/13,93.2875,,2008/7/14,79.35555,,2008/7/14,765.356,,2008/7/14,328.5446,,2008/7/14,231.0853,,2008/7/14,66.64996,,2008/7/14,1561.478,,2008/7/14,1816.175,,2008/7/14,1377.95,,2008/7/14,776.9859,,2008/7/14,2081.939,,2008/7/14,727.16992,,2008/7/14,86.503,,2008/7/14,83.27535,,2009/10/7,402.44
2008/7/15,13.18696,,2008/7/15,22.25725,,2008/7/15,39.32645,,2008/7/15,27.59475,,2008/7/15,19.59078,,2008/7/15,87.34302,,2008/7/15,43.20767,,2008/7/15,392.7297,,2008/7/15,465.1868,,2008/7/15,53.04273,,2009/10/14,94.23,,2008/7/15,77.12748,,2008/7/15,753.495,,2008/7/15,330.1299,,2008/7/15,233.6646,,2008/7/15,61.1076,,2008/7/15,1502.55,,2008/7/15,1736.317,,2008/7/15,1318.38,,2008/7/15,748.8932,,2008/7/15,1982.669,,2008/7/15,698.08313,,2008/7/15,86.9337,,2008/7/15,82.25009,,2009/10/8,413.14
2008/7/16,13.43166,,2008/7/16,22.60918,,2008/7/16,39.39047,,2008/7/16,27.64378,,2008/7/16,19.37982,,2008/7/16,89.05056,,2008/7/16,44.43304,,2008/7/16,401.0195,,2008/7/16,462.9017,,2008/7/16,54.18146,,2009/10/15,94.6765,,2008/7/16,74.85725,,2008/7/16,748.6219,,2008/7/16,322.917,,2008/7/16,230.7922,,2008/7/16,59.64909,,2008/7/16,1460.8101,,2008/7/16,1685.861,,2008/7/16,1301.397,,2008/7/16,734.2592,,2008/7/16,1919.413,,2008/7/16,692.65198,,2008/7/16,85.5185,,2008/7/16,81.35028,,2009/10/9,411.71
2008/7/17,13.0179,,2008/7/17,21.673571,,2008/7/17,39.00633,,2008/7/17,26.99657,,2008/7/17,17.875,,2008/7/17,86.77385,,2008/7/17,43.12775,,2008/7/17,388.0667,,2008/7/17,457.2433,,2008/7/17,53.557,,2009/10/16,95.1974,,2008/7/17,74.94156,,2008/7/17,756.6212,,2008/7/17,328.7825,,2008/7/17,230.9681,,2008/7/17,61.12427,,2008/7/17,1409.996,,2008/7/17,1621.825,,2008/7/17,1313.1541,,2008/7/17,715.834,,2008/7/17,1850.522,,2008/7/17,639.96991,,2008/7/17,86.2305,,2008/7/17,81.04746,,2009/10/12,420.53
