SPGCCCP Index,,,SPGCCNP Index,,,SPGCCTP Index,,,SPGCKCP Index,,,SPGCSBP Index,,,SPGCKWP Index,,,SPGCWHP Index,,,SPGCSOP Index,,,SPGCLCP Index,,,SPGCLHP Index,,,SPGCFCP Index,,,SPGCIAP Index,,,SPGCICP Index,,,SPGCIKP Index,,,SPGCILP Index,,,SPGCIZP Index,,,SPGCBRP Index,,,SPGCCLP Index,,,SPGCGOP Index,,,SPGCHOP Index,,,SPGCHUP Index,,,SPGCNGP Index,,,SPGCGCP Index,,,SPGCSIP Index,,,SPGSCI Index,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
2014/3/18,11.46423,,2014/3/18,14.34577,,2014/3/18,51.26668,,2014/3/18,23.07306,,2014/3/18,21.05108,,2014/3/18,48.40756,,2014/3/18,16.36141,,2014/3/18,520.7733,,2014/3/18,366.3151,,2014/3/18,38.72957,,2015/6/18,151.137,,2014/3/18,27.85137,,2014/3/18,571.0953,,2014/3/18,233.6276,,2014/3/18,206.3943,,2014/3/18,49.1549,,2014/3/18,877.6249,,2014/3/18,516.5026,,2014/3/18,705.5482,,2014/3/18,383.433,,2014/3/18,1899.266,,2014/3/18,40.78676,,2014/3/18,114.3528,,2014/3/18,84.50479,,2015/6/12,310.5618
2014/3/19,11.50607,,2014/3/19,14.39002,,2014/3/19,51.09566,,2014/3/19,22.34431,,2014/3/19,21.27215,,2014/3/19,49.99313,,2014/3/19,16.91073,,2014/3/19,525.5468,,2014/3/19,366.1165,,2014/3/19,38.51117,,2015/6/19,152.1585,,2014/3/19,27.88368,,2014/3/19,577.474,,2014/3/19,235.5901,,2014/3/19,207.2671,,2014/3/19,49.19845,,2014/3/19,870.4583,,2014/3/19,518.0174,,2014/3/19,702.3861,,2014/3/19,381.664,,2014/3/19,1877.881,,2014/3/19,41.10022,,2014/3/19,112.872,,2014/3/19,84.35897,,2015/6/15,308.0504
2014/3/20,11.31208,,2014/3/20,14.11712,,2014/3/20,50.85293,,2014/3/20,20.97715,,2014/3/20,20.94054,,2014/3/20,49.59674,,2014/3/20,16.62721,,2014/3/20,526.4648,,2014/3/20,360.6224,,2014/3/20,38.08893,,2015/6/22,153.7589,,2014/3/20,27.44352,,2014/3/20,566.5642,,2014/3/20,228.6058,,2014/3/20,206.3694,,2014/3/20,48.52654,,2014/3/20,875.1537,,2014/3/20,516.607,,2014/3/20,702.979,,2014/3/20,384.5816,,2014/3/20,1895.068,,2014/3/20,40.0953,,2014/3/20,111.9633,,2014/3/20,82.75491,,2015/6/16,308.9991
2014/3/21,11.24742,,2014/3/21,14.13187,,2014/3/21,51.47632,,2014/3/21,20.61579,,2014/3/21,20.67034,,2014/3/21,48.91494,,2014/3/21,16.37913,,2014/3/21,517.2849,,2014/3/21,360.4238,,2014/3/21,37.95061,,2015/6/23,153.4695,,2014/3/21,27.63735,,2014/3/21,571.0953,,2014/3/21,232.3288,,2014/3/21,206.9679,,2014/3/21,48.50788,,2014/3/21,878.6135,,2014/3/21,519.5322,,2014/3/21,712.2677,,2014/3/21,384.6212,,2014/3/21,1902.087,,2014/3/21,39.61589,,2014/3/21,112.4092,,2014/3/21,82.26883,,2015/6/17,309.5002
2014/3/24,11.18276,,2014/3/24,14.4564,,2014/3/24,49.99784,,2014/3/24,21.24818,,2014/3/24,20.68262,,2014/3/24,50.38952,,2014/3/24,16.88119,,2014/3/24,523.4354,,2014/3/24,361.2181,,2014/3/24,37.33181,,2015/6/24,152.2437,,2014/3/24,27.73023,,2014/3/24,570.2155,,2014/3/24,232.4442,,2014/3/24,205.9206,,2014/3/24,48.28391,,2014/3/24,878.2016,,2014/3/24,520.2635,,2014/3/24,707.9198,,2014/3/24,384.1987,,2014/3/24,1892.969,,2014/3/24,39.3854,,2014/3/24,110.3141,,2014/3/24,81.28452,,2015/6/18,310.2375
2014/3/25,11.21699,,2014/3/25,14.35314,,2014/3/25,51.91765,,2014/3/25,21.11568,,2014/3/25,20.84228,,2014/3/25,50.21511,,2014/3/25,16.73352,,2014/3/25,524.3534,,2014/3/25,361.2181,,2014/3/25,36.45821,,2015/6/25,149.1791,,2014/3/25,28.06944,,2014/3/25,581.7852,,2014/3/25,233.6564,,2014/3/25,207.716,,2014/3/25,49.49707,,2014/3/25,879.8491,,2014/3/25,518.1219,,2014/3/25,712.2677,,2014/3/25,385.5981,,2014/3/25,1890.345,,2014/3/25,40.69456,,2014/3/25,110.3393,,2014/3/25,80.92806,,2015/6/19,306.041
2014/3/26,11.27024,,2014/3/26,14.29413,,2014/3/26,50.56606,,2014/3/26,21.2,,2014/3/26,21.32127,,2014/3/26,48.91494,,2014/3/26,16.46181,,2014/3/26,528.7597,,2014/3/26,364.3954,,2014/3/26,36.77853,,2015/6/26,147.9533,,2014/3/26,27.67774,,2014/3/26,573.4928,,2014/3/26,229.385,,2014/3/26,205.6214,,2014/3/26,48.95581,,2014/3/26,880.7552,,2014/3/26,523.7111,,2014/3/26,706.1411,,2014/3/26,385.202,,2014/3/26,1906.482,,2014/3/26,40.51939,,2014/3/26,109.6662,,2014/3/26,80.12198,,2015/6/22,307.174
2014/3/27,11.23981,,2014/3/27,14.5154,,2014/3/27,51.06256,,2014/3/27,21.24216,,2014/3/27,21.94764,,2014/3/27,49.70773,,2014/3/27,16.78668,,2014/3/27,527.4745,,2014/3/27,366.7784,,2014/3/27,37.65213,,2015/6/29,149.1962,,2014/3/27,27.811,,2014/3/27,578.3538,,2014/3/27,226.6216,,2014/3/27,205.6962,,2014/3/27,48.9807,,2014/3/27,887.3452,,2014/3/27,529.0391,,2014/3/27,710.8843,,2014/3/27,388.5157,,2014/3/27,1928.195,,2014/3/27,41.83777,,2014/3/27,108.9426,,2014/3/27,79.83033,,2015/6/23,311.1746
2014/3/28,11.34631,,2014/3/28,14.5154,,2014/3/28,51.71353,,2014/3/28,21.75409,,2014/3/28,22.08274,,2014/3/28,48.42342,,2014/3/28,16.43228,,2014/3/28,527.4745,,2014/3/28,366.315,,2014/3/28,37.73221,,2015/6/30,146.2337,,2014/3/28,28.13002,,2014/3/28,588.2518,,2014/3/28,226.5855,,2014/3/28,205.6214,,2014/3/28,49.01181,,2014/3/28,889.3222,,2014/3/28,531.0763,,2014/3/28,713.8488,,2014/3/28,389.1626,,2014/3/28,1926.424,,2014/3/28,41.34914,,2014/3/28,108.9005,,2014/3/28,80.16248,,2015/6/24,308.6
2014/3/31,11.23981,,2014/3/31,14.81043,,2014/3/31,51.59216,,2014/3/31,21.42886,,2014/3/31,21.82482,,2014/3/31,48.45513,,2014/3/31,16.47363,,2014/3/31,537.5723,,2014/3/31,364.0644,,2014/3/31,37.03333,,2015/7/1,148.8046,,2014/3/31,28.56211,,2014/3/31,585.4803,,2014/3/31,229.3128,,2014/3/31,205.372,,2014/3/31,49.14868,,2014/3/31,886.7686,,2014/3/31,530.6062,,2014/3/31,707.5246,,2014/3/31,386.7863,,2014/3/31,1914.092,,2014/3/31,40.29813,,2014/3/31,108.017,,2014/3/31,80.00856,,2015/6/25,307.8932
2014/4/1,11.19417,,2014/4/1,14.9727,,2014/4/1,50.79224,,2014/4/1,21.10966,,2014/4/1,21.10019,,2014/4/1,47.78919,,2014/4/1,16.19011,,2014/4/1,545.0998,,2014/4/1,361.3505,,2014/4/1,37.15709,,2015/7/2,148.0895,,2014/4/1,28.72364,,2014/4/1,586.844,,2014/4/1,231.0877,,2014/4/1,203.2774,,2014/4/1,48.78162,,2014/4/1,869.5522,,2014/4/1,520.9949,,2014/4/1,706.5364,,2014/4/1,381.2415,,2014/4/1,1882.474,,2014/4/1,39.42228,,2014/4/1,107.6973,,2014/4/1,79.74932,,2015/6/26,309.0117
2014/4/2,11.09527,,2014/4/2,14.62604,,2014/4/2,50.4833,,2014/4/2,20.8025,,2014/4/2,20.84227,,2014/4/2,46.8537,,2014/4/2,15.81208,,2014/4/2,536.9297,,2014/4/2,362.1448,,2014/4/2,36.34173,,2015/7/6,147.766,,2014/4/2,29.27687,,2014/4/2,587.8558,,2014/4/2,233.3821,,2014/4/2,204.599,,2014/4/2,48.83761,,2014/4/2,863.0446,,2014/4/2,520.3681,,2014/4/2,690.9234,,2014/4/2,378.4427,,2014/4/2,1880.572,,2014/4/2,40.23359,,2014/4/2,108.606,,2014/4/2,81.21566,,2015/6/29,306.0813
2014/4/3,11.09527,,2014/4/3,14.75143,,2014/4/3,50.19092,,2014/4/3,21.03136,,2014/4/3,21.10019,,2014/4/3,47.18667,,2014/4/3,15.97156,,2014/4/3,541.7032,,2014/4/3,363.7334,,2014/4/3,35.97773,,2015/7/7,147.8682,,2014/4/3,29.34956,,2014/4/3,584.9524,,2014/4/3,234.955,,2014/4/3,204.1252,,2014/4/3,49.20467,,2014/4/3,873.9181,,2014/4/3,523.8679,,2014/4/3,696.6547,,2014/4/3,383.6706,,2014/4/3,1910.091,,2014/4/3,41.21085,,2014/4/3,108.0843,,2014/4/3,80.22325,,2015/6/30,312.5232
2014/4/4,11.28165,,2014/4/4,14.80306,,2014/4/4,50.97429,,2014/4/4,22.28409,,2014/4/4,21.30898,,2014/4/4,46.53658,,2014/4/4,15.82389,,2014/4/4,541.1524,,2014/4/4,356.9155,,2014/4/4,35.10413,,2015/7/8,145.4846,,2014/4/4,29.15573,,2014/4/4,582.8408,,2014/4/4,236.1816,,2014/4/4,204.7237,,2014/4/4,49.73971,,2014/4/4,878.3664,,2014/4/4,528.3079,,2014/4/4,706.1411,,2014/4/4,383.895,,2014/4/4,1922.883,,2014/4/4,40.92505,,2014/4/4,109.6745,,2014/4/4,80.79439,,2015/7/1,306.8095
2014/4/7,11.25502,,2014/4/7,14.7293,,2014/4/7,49.99232,,2014/4/7,23.28989,,2014/4/7,20.80542,,2014/4/7,46.90126,,2014/4/7,15.97746,,2014/4/7,537.6641,,2014/4/7,357.2465,,2014/4/7,35.43173,,2015/7/9,144.1822,,2014/4/7,29.09112,,2014/4/7,587.4599,,2014/4/7,236.4991,,2014/4/7,205.3471,,2014/4/7,49.65261,,2014/4/7,871.694,,2014/4/7,524.6514,,2014/4/7,700.6074,,2014/4/7,381.6243,,2014/4/7,1919.406,,2014/4/7,41.26617,,2014/4/7,109.237,,2014/4/7,80.63641,,2015/7/2,307.6414
2014/4/8,11.37586,,2014/4/8,14.9574,,2014/4/8,50.64471,,2014/4/8,23.66846,,2014/4/8,21.08601,,2014/4/8,47.04055,,2014/4/8,16.09416,,2014/4/8,544.0121,,2014/4/8,358.1732,,2014/4/8,34.57997,,2015/7/10,143.8134,,2014/4/8,29.12177,,2014/4/8,587.3895,,2014/4/8,237.1339,,2014/4/8,206.3242,,2014/4/8,50.26825,,2014/4/8,886.4595,,2014/4/8,535.6457,,2014/4/8,704.9946,,2014/4/8,387.3924,,2014/4/8,1954.799,,2014/4/8,41.78186,,2014/4/8,110.1457,,2014/4/8,81.23972,,2015/7/6,292.5367
2014/4/9,11.45866,,2014/4/9,14.81499,,2014/4/9,49.9833,,2014/4/9,24.07257,,2014/4/9,20.92612,,2014/4/9,46.50664,,2014/4/9,15.81193,,2014/4/9,549.271,,2014/4/9,359.0999,,2014/4/9,35.45357,,2015/7/13,143.786,,2014/4/9,29.76634,,2014/4/9,582.8673,,2014/4/9,240.5744,,2014/4/9,208.1235,,2014/4/9,50.12404,,2014/4/9,889.2784,,2014/4/9,540.6743,,2014/4/9,714.4398,,2014/4/9,389.8493,,2014/4/9,1972.745,,2014/4/9,42.22725,,2014/4/9,109.8765,,2014/4/9,80.07641,,2015/7/7,290.2532
2014/4/10,11.3031,,2014/4/10,14.79009,,2014/4/10,49.29587,,2014/4/10,24.82394,,2014/4/10,20.98146,,2014/4/10,45.80978,,2014/4/10,15.64653,,2014/4/10,544.5732,,2014/4/10,357.9746,,2014/4/10,35.27885,,2015/7/14,145.9746,,2014/4/10,30.2686,,2014/4/10,586.0173,,2014/4/10,246.0784,,2014/4/10,210.3165,,2014/4/10,50.59869,,2014/4/10,885.8816,,2014/4/10,539.4043,,2014/4/10,712.8194,,2014/4/10,387.9543,,2014/4/10,1971.149,,2014/4/10,42.91169,,2014/4/10,111.1049,,2014/4/10,81.37772,,2015/7/8,290.3311
2014/4/11,11.35844,,2014/4/11,14.70972,,2014/4/11,49.36595,,2014/4/11,24.24375,,2014/4/11,20.70426,,2014/4/11,45.62093,,2014/4/11,15.6044,,2014/4/11,537.7329,,2014/4/11,359.4971,,2014/4/11,35.30069,,2015/7/15,146.5405,,2014/4/11,30.11905,,2014/4/11,587.0116,,2014/4/11,250.686,,2014/4/11,208.9112,,2014/4/11,50.23107,,2014/4/11,884.7601,,2014/4/11,540.7714,,2014/4/11,713.7286,,2014/4/11,387.103,,2014/4/11,1972.431,,2014/4/11,42.58258,,2014/4/11,110.9787,,2014/4/11,80.78796,,2015/7/9,294.716
2014/4/14,11.34708,,2014/4/14,14.84822,,2014/4/14,50.36473,,2014/4/14,24.7023,,2014/4/14,20.53825,,2014/4/14,47.01909,,2014/4/14,16.0364,,2014/4/14,543.7707,,2014/4/14,359.8281,,2014/4/14,35.71565,,2015/7/16,145.7516,,2014/4/14,30.06685,,2014/4/14,586.9016,,2014/4/14,256.2661,,2014/4/14,211.0531,,2014/4/14,50.9076,,2014/4/14,897.3807,,2014/4/14,543.8805,,2014/4/14,717.6828,,2014/4/14,392.9353,,2014/4/14,1990.259,,2014/4/14,42.09566,,2014/4/14,111.6939,,2014/4/14,81.04675,,2015/7/10,294.7813
2014/4/15,11.29027,,2014/4/15,14.8628,,2014/4/15,49.82441,,2014/4/15,23.23136,,2014/4/15,20.71612,,2014/4/15,48.48009,,2014/4/15,16.57348,,2014/4/15,552.688,,2014/4/15,358.5704,,2014/4/15,35.67925,,2015/7/17,146.4033,,2014/4/15,29.58099,,2014/4/15,575.8595,,2014/4/15,254.3628,,2014/4/15,209.8327,,2014/4/15,50.67795,,2014/4/15,899.3604,,2014/4/15,542.7739,,2014/4/15,723.8118,,2014/4/15,393.9536,,2014/4/15,1995.561,,2014/4/15,42.1416,,2014/4/15,109.4053,,2014/4/15,78.93192,,2015/7/13,293.4816
2014/4/16,11.26376,,2014/4/16,14.68057,,2014/4/16,50.52301,,2014/4/16,22.49291,,2014/4/16,20.977,,2014/4/16,47.80457,,2014/4/16,16.23489,,2014/4/16,560.5835,,2014/4/16,359.0999,,2014/4/16,36.04325,,2015/7/20,147.3122,,2014/4/16,29.9504,,2014/4/16,582.9863,,2014/4/16,257.261,,2014/4/16,213.1701,,2014/4/16,51.22414,,2014/4/16,901.1751,,2014/4/16,542.932,,2014/4/16,729.3476,,2014/4/16,396.9954,,2014/4/16,1995.428,,2014/4/16,41.79249,,2014/4/16,109.6745,,2014/4/16,79.51825,,2015/7/14,294.2747
2014/4/17,11.43798,,2014/4/17,14.5931,,2014/4/17,50.39748,,2014/4/17,24.30926,,2014/4/17,20.55011,,2014/4/17,48.07163,,2014/4/17,16.32246,,2014/4/17,558.1684,,2014/4/17,355.7902,,2014/4/17,36.34901,,2015/7/21,145.0656,,2014/4/17,29.7938,,2014/4/17,585.8898,,2014/4/17,258.2703,,2014/4/17,213.3444,,2014/4/17,51.11863,,2014/4/17,900.4327,,2014/4/17,544.7237,,2014/4/17,731.7201,,2014/4/17,396.916,,2014/4/17,2003.315,,2014/4/17,43.67586,,2014/4/17,108.8668,,2014/4/17,79.37268,,2015/7/15,289.3487
2014/4/21,11.37738,,2014/4/21,14.39629,,2014/4/21,50.32653,,2014/4/21,23.72565,,2014/4/21,20.78727,,2014/4/21,46.61063,,2014/4/21,15.77371,,2014/4/21,552.5951,,2014/4/21,356.2536,,2014/4/21,35.62829,,2015/7/22,144.4654,,2014/4/21,29.7938,,2014/4/21,585.8898,,2014/4/21,258.2703,,2014/4/21,213.3444,,2014/4/21,51.11863,,2014/4/21,903.9797,,2014/4/21,546.1992,,2014/4/21,731.7201,,2014/4/21,397.3128,,2014/4/21,2017.961,,2014/4/21,43.31756,,2014/4/21,108.4125,,2014/4/21,78.36986,,2015/7/16,288.1426
2014/4/22,11.38495,,2014/4/22,14.63684,,2014/4/22,50.89414,,2014/4/22,25.41694,,2014/4/22,20.89399,,2014/4/22,46.92482,,2014/4/22,15.86711,,2014/4/22,546.4644,,2014/4/22,357.3789,,2014/4/22,35.89037,,2015/7/23,142.4246,,2014/4/22,30.19533,,2014/4/22,587.8255,,2014/4/22,264.1099,,2014/4/22,215.0878,,2014/4/22,51.64,,2014/4/22,898.948,,2014/4/22,536.1869,,2014/4/22,726.1843,,2014/4/22,396.1622,,2014/4/22,2017.762,,2014/4/22,43.71261,,2014/4/22,107.7899,,2014/4/22,78.39817,,2015/7/17,287.1372
2014/4/23,11.39252,,2014/4/23,14.85552,,2014/4/23,50.56121,,2014/4/23,25.48245,,2014/4/23,21.32088,,2014/4/23,47.16047,,2014/4/23,15.943,,2014/4/23,544.2351,,2014/4/23,357.7099,,2014/4/23,36.76397,,2015/7/24,142.3732,,2014/4/23,29.92229,,2014/4/23,588.0455,,2014/4/23,264.8741,,2014/4/23,214.8138,,2014/4/23,51.0876,,2014/4/23,897.7932,,2014/4/23,534.5533,,2014/4/23,724.4049,,2014/4/23,393.5568,,2014/4/23,2014.979,,2014/4/23,43.61155,,2014/4/23,108.0844,,2014/4/23,78.71762,,2015/7/20,283.8592
2014/4/24,11.28269,,2014/4/24,14.78992,,2014/4/24,50.86685,,2014/4/24,25.58369,,2014/4/24,21.03629,,2014/4/24,48.10305,,2014/4/24,16.26408,,2014/4/24,546.1858,,2014/4/24,359.6957,,2014/4/24,36.56013,,2015/7/27,141.5672,,2014/4/24,29.93835,,2014/4/24,595.6562,,2014/4/24,264.4271,,2014/4/24,215.6606,,2014/4/24,51.44138,,2014/4/24,906.9493,,2014/4/24,537.1881,,2014/4/24,730.7316,,2014/4/24,398.0137,,2014/4/24,2018.16,,2014/4/24,43.39106,,2014/4/24,108.5892,,2014/4/24,79.7164,,2015/7/21,284.3925
2014/4/25,11.18422,,2014/4/25,14.95028,,2014/4/25,50.89414,,2014/4/25,24.65467,,2014/4/25,21.16673,,2014/4/25,48.98279,,2014/4/25,16.53846,,2014/4/25,555.196,,2014/4/25,362.1449,,2014/4/25,36.26165,,2015/7/28,143.0077,,2014/4/25,29.5328,,2014/4/25,596.536,,2014/4/25,265.8113,,2014/4/25,214.9632,,2014/4/25,51.03174,,2014/4/25,900.1853,,2014/4/25,530.1268,,2014/4/25,725.1958,,2014/4/25,394.2313,,2014/4/25,2005.833,,2014/4/25,42.79389,,2014/4/25,109.4474,,2014/4/25,79.73257,,2015/7/22,280.4832
2014/4/28,11.15771,,2014/4/28,14.97944,,2014/4/28,50.33744,,2014/4/28,23.95791,,2014/4/28,20.82284,,2014/4/28,49.42266,,2014/4/28,16.5443,,2014/4/28,557.3324,,2014/4/28,362.2773,,2014/4/28,36.17429,,2015/7/29,143.3335,,2014/4/28,29.11521,,2014/4/28,594.9083,,2014/4/28,261.9326,,2014/4/28,212.373,,2014/4/28,51.29863,,2014/4/28,887.8947,,2014/4/28,531.3915,,2014/4/28,720.2531,,2014/4/28,389.4173,,2014/4/28,1979.191,,2014/4/28,44.08928,,2014/4/28,109.296,,2014/4/28,79.33225,,2015/7/23,277.403
2014/4/29,11.17665,,2014/4/29,15.20541,,2014/4/29,51.33622,,2014/4/29,25.23829,,2014/4/29,20.8347,,2014/4/29,50.42808,,2014/4/29,16.73111,,2014/4/29,563.7417,,2014/4/29,362.8068,,2014/4/29,36.48005,,2015/7/30,143.0934,,2014/4/29,28.84217,,2014/4/29,591.8728,,2014/4/29,261.5865,,2014/4/29,209.6583,,2014/4/29,51.01933,,2014/4/29,894.4937,,2014/4/29,533.7101,,2014/4/29,724.9981,,2014/4/29,391.9301,,2014/4/29,1993.506,,2014/4/29,44.38327,,2014/4/29,109.0688,,2014/4/29,79.00471,,2015/7/24,274.3034
2014/4/30,11.28648,,2014/4/30,15.13252,,2014/4/30,51.46175,,2014/4/30,24.51771,,2014/4/30,21.01257,,2014/4/30,51.05647,,2014/4/30,16.84787,,2014/4/30,562.0697,,2014/4/30,363.2702,,2014/4/30,35.85397,,2015/7/31,142.5103,,2014/4/30,28.60928,,2014/4/30,585.4499,,2014/4/30,264.1098,,2014/4/30,209.1851,,2014/4/30,50.72141,,2014/4/30,886.9873,,2014/4/30,525.5948,,2014/4/30,712.5424,,2014/4/30,387.2484,,2014/4/30,1964.611,,2014/4/30,44.23628,,2014/4/30,109.0351,,2014/4/30,77.53282,,2015/7/27,270.0576
2014/5/1,11.06681,,2014/5/1,14.78264,,2014/5/1,51.41263,,2014/5/1,24.31523,,2014/5/1,21.10743,,2014/5/1,50.52234,,2014/5/1,16.51512,,2014/5/1,542.8417,,2014/5/1,368.6981,,2014/5/1,35.75933,,2015/8/3,144.6197,,2014/5/1,28.34427,,2014/5/1,585.8458,,2014/5/1,263.533,,2014/5/1,207.5662,,2014/5/1,50.18763,,2014/5/1,884.3477,,2014/5/1,523.9085,,2014/5/1,709.7745,,2014/5/1,385.3836,,2014/5/1,1947.645,,2014/5/1,43.35431,,2014/5/1,107.9834,,2014/5/1,77.0031,,2015/7/28,272.1012
2014/5/2,11.04787,,2014/5/2,14.56396,,2014/5/2,51.47812,,2014/5/2,24.20208,,2014/5/2,20.6924,,2014/5/2,51.63773,,2014/5/2,16.71944,,2014/5/2,546.4644,,2014/5/2,365.5208,,2014/5/2,35.59189,,2015/8/4,144.6197,,2014/5/2,28.34025,,2014/5/2,592.6206,,2014/5/2,263.3023,,2014/5/2,207.8651,,2014/5/2,50.67176,,2014/5/2,890.6167,,2014/5/2,525.7002,,2014/5/2,717.0897,,2014/5/2,386.4813,,2014/5/2,1951.423,,2014/5/2,42.94089,,2014/5/2,109.6241,,2014/5/2,79.03705,,2015/7/29,272.9656
2014/5/5,11.08574,,2014/5/5,14.8118,,2014/5/5,51.71281,,2014/5/5,24.44624,,2014/5/5,20.71612,,2014/5/5,52.28183,,2014/5/5,17.02301,,2014/5/5,543.6777,,2014/5/5,364.1307,,2014/5/5,35.62829,,2015/8/5,144.534,,2014/5/5,28.34025,,2014/5/5,592.6206,,2014/5/5,263.3023,,2014/5/5,207.8651,,2014/5/5,50.67176,,2014/5/5,883.6053,,2014/5/5,524.2247,,2014/5/5,708.3905,,2014/5/5,384.3785,,2014/5/5,1928.028,,2014/5/5,43.06951,,2014/5/5,110.1626,,2014/5/5,79.13814,,2015/7/30,272.1822
2014/5/6,11.05923,,2014/5/6,15.08879,,2014/5/6,51.29256,,2014/5/6,24.08893,,2014/5/6,20.39595,,2014/5/6,53.14586,,2014/5/6,17.25652,,2014/5/6,542.2844,,2014/5/6,366.1827,,2014/5/6,35.88309,,2015/8/6,145.0656,,2014/5/6,28.27199,,2014/5/6,593.0165,,2014/5/6,267.2675,,2014/5/6,209.7081,,2014/5/6,50.8952,,2014/5/6,878.4086,,2014/5/6,524.3301,,2014/5/6,709.7745,,2014/5/6,381.9054,,2014/5/6,1912.52,,2014/5/6,44.08929,,2014/5/6,110.1037,,2014/5/6,79.43737,,2015/7/31,268.4456
2014/5/7,10.97969,,2014/5/7,14.98674,,2014/5/7,50.51209,,2014/5/7,23.94005,,2014/5/7,20.4671,,2014/5/7,52.8788,,2014/5/7,17.22733,,2014/5/7,537.3613,,2014/5/7,364.2631,,2014/5/7,35.28613,,2015/8/7,144.4482,,2014/5/7,28.01902,,2014/5/7,587.2095,,2014/5/7,268.695,,2014/5/7,206.6447,,2014/5/7,50.28694,,2014/5/7,887.6472,,2014/5/7,531.0226,,2014/5/7,711.3562,,2014/5/7,387.169,,2014/5/7,1933.993,,2014/5/7,43.54725,,2014/5/7,108.4462,,2014/5/7,78.21215,,2015/8/3,261.5585
2014/5/8,10.96075,,2014/5/8,15.05963,,2014/5/8,50.78498,,2014/5/8,23.28497,,2014/5/8,20.44338,,2014/5/8,52.94164,,2014/5/8,17.16895,,2014/5/8,546,,2014/5/8,365.1106,,2014/5/8,35.0713,,2015/8/10,144.3313,,2014/5/8,27.97733,,2014/5/8,594.3299,,2014/5/8,279.5711,,2014/5/8,208.0638,,2014/5/8,50.51157,,2014/5/8,886.5904,,2014/5/8,528.4258,,2014/5/8,711.3562,,2014/5/8,386.1926,,2014/5/8,1925.339,,2014/5/8,41.99921,,2014/5/8,108.3452,,2014/5/8,77.38725,,2015/8/4,263.4408
2014/5/9,10.84713,,2014/5/9,14.79722,,2014/5/9,50.40839,,2014/5/9,21.90336,,2014/5/9,20.39595,,2014/5/9,52.07761,,2014/5/9,16.87122,,2014/5/9,552.5022,,2014/5/9,365.9452,,2014/5/9,35.20557,,2015/8/11,144.3382,,2014/5/9,27.89328,,2014/5/9,596.0735,,2014/5/9,286.7038,,2014/5/9,207.1131,,2014/5/9,50.42099,,2014/5/9,884.6894,,2014/5/9,527.0832,,2014/5/9,712.8999,,2014/5/9,384.4667,,2014/5/9,1919.81,,2014/5/9,41.6156,,2014/5/9,108.3334,,2014/5/9,77.31851,,2015/8/5,262.0178
2014/5/12,10.85092,,2014/5/12,14.56396,,2014/5/12,49.82986,,2014/5/12,22.54057,,2014/5/12,20.50267,,2014/5/12,51.81055,,2014/5/12,16.69609,,2014/5/12,544.4209,,2014/5/12,365.3227,,2014/5/12,35.17403,,2015/8/12,144.1794,,2014/5/12,28.27292,,2014/5/12,608.0743,,2014/5/12,301.3711,,2014/5/12,210.9445,,2014/5/12,51.4867,,2014/5/12,889.0086,,2014/5/12,530.3542,,2014/5/12,714.207,,2014/5/12,385.9999,,2014/5/12,1932.985,,2014/5/12,40.70373,,2014/5/12,109.0182,,2014/5/12,79.02493,,2015/8/6,260.6708
2014/5/13,10.98727,,2014/5/13,14.65872,,2014/5/13,49.62792,,2014/5/13,22.26663,,2014/5/13,21.10743,,2014/5/13,51.82626,,2014/5/13,16.56182,,2014/5/13,551.2947,,2014/5/13,364.502,,2014/5/13,35.26486,,2015/8/13,144.38,,2014/5/13,28.17716,,2014/5/13,604.9535,,2014/5/13,302.4203,,2014/5/13,210.472,,2014/5/13,51.09723,,2014/5/13,894.6909,,2014/5/13,536.237,,2014/5/13,716.5453,,2014/5/13,389.3244,,2014/5/13,1944.069,,2014/5/13,39.99935,,2014/5/13,108.9408,,2014/5/13,79.0411,,2015/8/7,259.0553
2014/5/14,10.9494,,2014/5/14,14.44733,,2014/5/14,49.50239,,2014/5/14,21.93909,,2014/5/14,21.64104,,2014/5/14,50.66374,,2014/5/14,16.11815,,2014/5/14,552.4094,,2014/5/14,365.9563,,2014/5/14,35.68669,,2015/8/14,143.7563,,2014/5/14,28.62334,,2014/5/14,611.9212,,2014/5/14,288.3707,,2014/5/14,214.0511,,2014/5/14,52.13269,,2014/5/14,900.4133,,2014/5/14,539.8986,,2014/5/14,723.2865,,2014/5/14,391.7227,,2014/5/14,1967.606,,2014/5/14,40.08188,,2014/5/14,109.8745,,2014/5/14,79.96305,,2015/8/10,265.6823
