update_date,open,high,low,close,volume,MA5,MA10,trend,company_name,position,position_lag,position_diff
2009/11/16,17433.98,17433.98,17433.98,17433.98,470400,17241.05,17044.384,196.666,新湖期货  ,315,-101,416
2009/11/17,17513.26,17513.26,17513.26,17513.26,438200,17397.54333,17203.906,193.6373333,新湖期货  ,223,315,-92
2009/11/19,17871.37,17871.37,17871.37,17871.37,372900,17731.78,17574.942,156.838,新湖期货  ,310,223,87
2010/1/8,21238.44,21238.44,21238.44,21238.44,767000,21564.6,21552.156,12.444,新湖期货  ,-171,310,-481
2010/1/11,21759.65,21759.65,21759.65,21759.65,484800,21570.49,21617.388,-46.898,新湖期货  ,-1423,-171,-1252
2010/1/12,21536.4,21536.4,21536.4,21536.4,567200,21511.49667,21597.97,-86.47333333,新湖期货  ,-165,-1423,1258
2010/1/13,20516.04,20516.04,20516.04,20516.04,485200,21270.69667,21352.782,-82.08533333,新湖期货  ,-164,-165,1
2010/1/14,20668.6,20668.6,20668.6,20668.6,468500,20907.01333,21143.826,-236.8126667,新湖期货  ,-164,-164,0
2010/1/15,20518.18,20518.18,20518.18,20518.18,580300,20567.60667,20999.774,-432.1673333,新湖期货  ,-164,-164,0
2010/1/18,20634.98,20634.98,20634.98,20634.98,463300,20607.25333,20774.84,-167.5866667,新湖期货  ,-2794,-164,-2630
2010/1/19,21056.92,21056.92,21056.92,21056.92,748600,20736.69333,20678.944,57.74933333,新湖期货  ,-163,-2794,2631
2010/1/20,20889.72,20889.72,20889.72,20889.72,722500,20860.54,20753.68,106.86,新湖期货  ,-163,-163,0
2010/1/21,20847.77,20847.77,20847.77,20847.77,642500,20931.47,20789.514,141.956,新湖期货  ,-163,-163,0
2010/1/22,19895.23,19895.23,19895.23,19895.23,709900,20544.24,20664.924,-120.684,新湖期货  ,-2464,-163,-2301
2010/1/25,19983.9,19983.9,19983.9,19983.9,621200,20242.3,20534.708,-292.408,新湖期货  ,-153,-2464,2311
2010/1/26,19360.01,19360.01,19360.01,19360.01,893700,19746.38,20195.326,-448.946,新湖期货  ,-3205,-153,-3052
2010/1/27,19429.86,19429.86,19429.86,19429.86,767300,19591.25667,19903.354,-312.0973333,新湖期货  ,-2049,-3205,1156
2010/1/28,18503.57,18503.57,18503.57,18503.57,492200,19097.81333,19434.514,-336.7006667,新湖期货  ,-560,-2049,1489
2010/1/29,17601.1,17601.1,17601.1,17601.1,937200,18511.51,18975.688,-464.178,新湖期货  ,1243,-560,1803
2010/2/1,17421.81,17421.81,17421.81,17421.81,1120400,17842.16,18463.27,-621.11,新湖期货  ,2317,1243,1074
2010/2/2,17329.44,17329.44,17329.44,17329.44,925000,17450.78333,18057.156,-606.3726667,新湖期货  ,-1763,2317,-4080
2010/2/3,18184.66,18184.66,18184.66,18184.66,1182500,17645.30333,17808.116,-162.8126667,新湖期货  ,-2922,-1763,-1159
2010/2/4,17703.7,17703.7,17703.7,17703.7,1279700,17739.26667,17648.142,91.12466667,新湖期货  ,-1722,-2922,1200
2010/2/5,17163.89,17163.89,17163.89,17163.89,956000,17684.08333,17560.7,123.3833333,新湖期货  ,-2219,-1722,-497
2010/2/8,17223.91,17223.91,17223.91,17223.91,871800,17363.83333,17521.12,-157.2866667,新湖期货  ,-1780,-2219,439
2010/2/9,17344.99,17344.99,17344.99,17344.99,1046000,17244.26333,17524.23,-279.9666667,新湖期货  ,-1781,-1780,-1
2010/2/10,17735.92,17735.92,17735.92,17735.92,894000,17434.94,17434.482,0.458,新湖期货  ,-1634,-1781,147
2010/2/11,18122.37,18122.37,18122.37,18122.37,804400,17734.42667,17518.216,216.2106667,新湖期货  ,-1883,-1634,-249
2010/2/12,18419.39,18419.39,18419.39,18419.39,457100,18092.56,17769.316,323.244,新湖期货  ,-1916,-1883,-33
2010/2/22,18912.12,18912.12,18912.12,18912.12,462500,18484.62667,18106.958,377.6686667,新湖期货  ,-1628,-1916,288
2010/2/23,18836.9,18836.9,18836.9,18836.9,450400,18722.80333,18405.34,317.4633333,新湖期货  ,-1601,-1628,27
2010/2/24,18461.21,18461.21,18461.21,18461.21,448200,18736.74333,18550.398,186.3453333,新湖期货  ,-1628,-1601,-27
2010/2/25,18369.39,18369.39,18369.39,18369.39,758100,18555.83333,18599.802,-43.96866667,新湖期货  ,-1585,-1628,43
2010/2/26,18377.77,18377.77,18377.77,18377.77,608300,18402.79,18591.478,-188.688,新湖期货  ,-1561,-1585,24
2010/3/1,18723.99,18723.99,18723.99,18723.99,638200,18490.38333,18553.852,-63.46866667,新湖期货  ,-1550,-1561,11
2010/3/2,18021.09,18021.09,18021.09,18021.09,553900,18374.28333,18390.69,-16.40666667,新湖期货  ,-1522,-1550,28
2010/3/3,18206.44,18206.44,18206.44,18206.44,610500,18317.17333,18339.736,-22.56266667,新湖期货  ,-1519,-1522,3
2010/3/4,18304.7,18304.7,18304.7,18304.7,688200,18177.41,18326.798,-149.388,新湖期货  ,-1516,-1519,3
2010/3/5,18544.03,18544.03,18544.03,18544.03,651700,18351.72333,18360.05,-8.326666667,新湖期货  ,-1571,-1516,-55
2010/3/8,19189.04,19189.04,19189.04,19189.04,693000,18679.25667,18453.06,226.1966667,新湖期货  ,-1633,-1571,-62
2010/3/9,19059.19,19059.19,19059.19,19059.19,663800,18930.75333,18660.68,270.0733333,新湖期货  ,-1444,-1633,189
2010/3/10,19323.21,19323.21,19323.21,19323.21,675400,19190.48,18884.034,306.446,新湖期货  ,-1445,-1444,-1
2010/3/11,18846.88,18846.88,18846.88,18846.88,753000,19076.42667,18992.47,83.95666667,新湖期货  ,-1444,-1445,1
2010/3/12,19028.56,19028.56,19028.56,19028.56,597900,19066.21667,19089.376,-23.15933333,新湖期货  ,-1446,-1444,-2
2010/3/15,18473.49,18473.49,18473.49,18473.49,686700,18782.97667,18946.266,-163.2893333,新湖期货  ,-1485,-1446,-39
2010/3/16,18654.37,18654.37,18654.37,18654.37,822000,18718.80667,18865.302,-146.4953333,新湖期货  ,-1484,-1485,1
2010/3/17,18998.11,18998.11,18998.11,18998.11,580700,18708.65667,18800.282,-91.62533333,新湖期货  ,-1700,-1484,-216
2010/3/18,18724.91,18724.91,18724.91,18724.91,754200,18792.46333,18775.888,16.57533333,新湖期货  ,-1483,-1700,217
2010/3/19,18984.75,18984.75,18984.75,18984.75,556200,18902.59,18767.126,135.464,新湖期货  ,-1648,-1483,-165
2010/3/22,18577.35,18577.35,18577.35,18577.35,647500,18762.33667,18787.898,-25.56133333,新湖期货  ,-1483,-1648,165
2010/3/23,18544.83,18544.83,18544.83,18544.83,594300,18702.31,18765.99,-63.68,新湖期货  ,-923,-1483,560
2010/3/24,18405.87,18405.87,18405.87,18405.87,695100,18509.35,18647.542,-138.192,新湖期货  ,-923,-923,0
2010/3/25,18428.72,18428.72,18428.72,18428.72,839100,18459.80667,18588.304,-128.4973333,新湖期货  ,-923,-923,0
2010/3/26,18654.83,18654.83,18654.83,18654.83,684700,18496.47333,18522.32,-25.84666667,新湖期货  ,-922,-923,1
2010/3/29,19009.33,19009.33,19009.33,19009.33,800200,18697.62667,18608.716,88.91066667,新湖期货  ,2316,-922,3238
2010/3/30,19000.33,19000.33,19000.33,19000.33,710200,18888.16333,18699.816,188.3473333,新湖期货  ,2715,2316,399
2010/3/31,18888.15,18888.15,18888.15,18888.15,494200,18965.93667,18796.272,169.6646667,新湖期货  ,1196,2715,-1519
2010/4/6,19621,19621,19621,19621,589200,19467.49667,19258.194,209.3026667,新湖期货  ,2620,1196,1424
2010/4/19,18699.09,18699.09,18699.09,18699.09,546400,19243.33,19290.03,-46.7,新湖期货  ,-198,2620,-2818
2010/5/17,16098.19,16098.19,16098.19,16098.19,511000,16695.04333,16702.582,-7.538666667,新湖期货  ,-3636,-198,-3438
2010/5/18,15698.4,15698.4,15698.4,15698.4,1293800,16238.84667,16508.728,-269.8813333,新湖期货  ,-3880,-3636,-244
2010/5/19,15353.24,15353.24,15353.24,15353.24,1802000,15716.61,16227.354,-510.744,新湖期货  ,-62,-3880,3818
2010/5/20,15575.59,15575.59,15575.59,15575.59,1255500,15542.41,15929.074,-386.664,新湖期货  ,-62,-62,0
2010/5/21,15522.03,15522.03,15522.03,15522.03,1202800,15483.62,15649.49,-165.87,新湖期货  ,-1642,-62,-1580
2010/5/24,16069.45,16069.45,16069.45,16069.45,1084000,15722.35667,15643.742,78.61466667,新湖期货  ,-62,-1642,1580
2010/5/31,15991.05,15991.05,15991.05,15991.05,1715700,15996.60667,15882.81,113.7966667,新湖期货  ,2081,-62,2143
2010/6/1,15649.26,15649.26,15649.26,15649.26,1809000,15897.15667,15897.278,-0.121333333,新湖期货  ,2746,2081,665
2010/6/2,15294.71,15294.71,15294.71,15294.71,1664200,15645.00667,15786.758,-141.7513333,新湖期货  ,-583,2746,-3329
2010/6/3,15184.76,15184.76,15184.76,15184.76,2947000,15376.24333,15634.188,-257.9446667,新湖期货  ,-3934,-583,-3351
2010/6/4,14454.67,14454.67,14454.67,14454.67,1916200,14978.04667,15314.89,-336.8433333,新湖期货  ,-5867,-3934,-1933
2010/6/7,13875.7,13875.7,13875.7,13875.7,46300,14505.04333,14891.82,-386.7766667,新湖期货  ,-5910,-5867,-43
2010/6/8,13798.94,13798.94,13798.94,13798.94,2026100,14043.10333,14521.756,-478.6526667,新湖期货  ,1947,-5910,7857
2010/6/9,14292.59,14292.59,14292.59,14292.59,2077900,13989.07667,14321.332,-332.2553333,新湖期货  ,-525,1947,-2472
