YM;ZT;ZM;LW;X;SL;L;LD;J;ZL;J;TA;PVC;DY
2414.01 ;4743.48 ;13157.73 ;2560.60 ;16458.94 ;8053.92 ;12880.31 ;4503.54 ;245.15 ;5056.56 ;13214.25 ;4652.12 ;5178.96 ;5755.99 
2416.84 ;4813.65 ;13135.11 ;2504.86 ;16416.34 ;7983.57 ;12787.89 ;4502.83 ;247.75 ;5063.07 ;13249.99 ;4636.65 ;5123.33 ;5758.67 
2419.90 ;4778.33 ;12966.07 ;2512.24 ;16255.61 ;7947.20 ;12769.25 ;4472.42 ;249.00 ;4986.90 ;12898.46 ;4524.78 ;5065.85 ;5663.11 
2417.52 ;4764.43 ;12953.06 ;2489.83 ;15632.88 ;8061.41 ;12654.73 ;4454.40 ;247.90 ;4941.19 ;12447.40 ;4516.81 ;5038.90 ;5632.33 
2418.41 ;4767.93 ;13026.10 ;2520.32 ;15867.07 ;8292.75 ;12884.27 ;4479.37 ;246.75 ;4959.05 ;12618.96 ;4613.73 ;5030.22 ;5654.89 
2419.65 ;4775.88 ;13185.04 ;2512.83 ;15804.82 ;8274.24 ;12855.68 ;4485.15 ;253.65 ;4949.95 ;12556.76 ;4609.45 ;5006.37 ;5630.78 
2426.83 ;4872.78 ;13200.09 ;2517.83 ;16059.71 ;8418.34 ;12896.23 ;4475.69 ;257.85 ;4905.07 ;12650.26 ;4684.43 ;5012.28 ;5602.71 
2425.33 ;4871.65 ;13170.79 ;2490.46 ;16023.11 ;8286.15 ;12828.28 ;4438.71 ;257.65 ;4897.06 ;12584.39 ;4659.76 ;4961.07 ;5623.34 
2424.91 ;5024.34 ;13076.79 ;2475.96 ;16132.47 ;8385.72 ;12820.94 ;4436.43 ;262.21 ;4901.12 ;12887.80 ;4728.57 ;4970.36 ;5649.22 
2428.69 ;5043.64 ;13090.95 ;2482.74 ;16345.85 ;8339.17 ;12871.69 ;4418.43 ;259.07 ;4882.87 ;13080.35 ;4791.66 ;4992.18 ;5609.40 
2423.26 ;5087.19 ;13099.52 ;2487.56 ;16221.84 ;8297.99 ;12862.88 ;4402.44 ;261.42 ;4864.90 ;13050.59 ;4785.58 ;5019.11 ;5565.67 
2438.58 ;5059.49 ;13014.24 ;2455.67 ;16084.68 ;8070.71 ;12817.20 ;4370.39 ;261.64 ;4831.42 ;12936.96 ;4651.72 ;4950.47 ;5517.38 
2446.20 ;5134.92 ;13093.21 ;2461.86 ;16288.07 ;8119.18 ;12891.99 ;4415.94 ;259.93 ;4807.72 ;13165.30 ;4668.86 ;4954.95 ;5491.24 
2444.14 ;5047.12 ;13231.76 ;2478.74 ;16345.74 ;8192.62 ;12862.94 ;4398.15 ;260.84 ;4792.64 ;13116.24 ;4694.12 ;4961.66 ;5490.22 
2445.85 ;5050.11 ;13304.41 ;2512.16 ;16102.17 ;8223.39 ;12832.06 ;4353.67 ;259.34 ;4732.69 ;12986.90 ;4657.30 ;4985.44 ;5431.26 
2446.31 ;4978.47 ;13180.10 ;2503.11 ;16039.21 ;8098.84 ;12811.18 ;4340.06 ;255.08 ;4633.29 ;12707.59 ;4610.94 ;4963.57 ;5354.31 
2440.30 ;5088.72 ;13185.19 ;2502.54 ;16206.03 ;8299.21 ;12892.56 ;4387.97 ;259.14 ;4668.46 ;13082.28 ;4602.53 ;5025.61 ;5395.92 
2452.56 ;5075.84 ;13263.28 ;2491.57 ;16281.41 ;8542.26 ;13176.91 ;4416.00 ;259.43 ;4712.00 ;13124.31 ;4750.37 ;5158.11 ;5446.71 
2467.78 ;5070.06 ;13421.60 ;2488.83 ;16324.75 ;8544.76 ;13234.47 ;4400.54 ;256.40 ;4720.48 ;13319.21 ;4780.08 ;5148.42 ;5443.24 
2460.05 ;5048.49 ;13242.63 ;2494.47 ;16271.83 ;8477.62 ;13240.58 ;4400.86 ;257.54 ;4772.40 ;13182.26 ;4743.37 ;5136.65 ;5455.97 
2471.39 ;5082.05 ;13328.88 ;2516.14 ;16394.77 ;8777.87 ;13361.09 ;4415.41 ;256.75 ;4867.30 ;13584.22 ;4818.49 ;5196.01 ;5524.36 
2479.05 ;5089.36 ;13359.45 ;2501.66 ;16358.62 ;8750.70 ;13251.46 ;4399.50 ;251.48 ;4892.86 ;13507.15 ;4789.47 ;5176.95 ;5515.60 
2488.87 ;5166.64 ;13391.19 ;2513.55 ;16359.67 ;8794.64 ;13158.74 ;4385.38 ;252.13 ;4912.01 ;13399.86 ;4750.14 ;5152.05 ;5526.80 
2482.70 ;5181.85 ;13364.22 ;2514.76 ;16195.28 ;8856.20 ;13051.00 ;4390.69 ;250.87 ;4903.30 ;13492.45 ;4743.84 ;5185.34 ;5507.29 
2476.02 ;5191.89 ;13325.93 ;2510.66 ;16233.56 ;8889.14 ;13001.56 ;4395.87 ;247.94 ;4854.33 ;13446.53 ;4736.37 ;5195.33 ;5485.10 
2483.18 ;5167.48 ;13415.00 ;2532.48 ;16346.20 ;9086.39 ;13091.00 ;4395.85 ;249.55 ;4949.53 ;13683.20 ;4821.13 ;5255.57 ;5579.78 
2481.55 ;5160.83 ;13428.54 ;2546.16 ;16412.07 ;9140.62 ;13075.40 ;4355.29 ;250.39 ;4961.83 ;13739.05 ;4916.29 ;5266.99 ;5575.80 
2480.77 ;5182.85 ;13449.34 ;2542.41 ;16319.01 ;9159.63 ;13076.74 ;4359.16 ;249.13 ;4961.63 ;13510.21 ;4949.45 ;5257.11 ;5579.38 
2487.08 ;5059.03 ;13468.07 ;2508.77 ;16069.63 ;9135.45 ;13004.94 ;4290.66 ;246.40 ;4899.03 ;13505.84 ;4877.96 ;5166.55 ;5529.66 
2486.87 ;5049.79 ;13581.27 ;2532.54 ;16040.69 ;9393.32 ;13009.97 ;4287.47 ;246.55 ;4919.90 ;13881.84 ;4971.84 ;5227.60 ;5563.42 
2502.83 ;5126.34 ;13542.15 ;2499.32 ;16055.06 ;9307.59 ;12957.22 ;4319.69 ;246.78 ;5039.24 ;13755.97 ;4941.15 ;5215.26 ;5662.22 
2500.74 ;5232.92 ;13522.30 ;2520.40 ;16152.40 ;9519.85 ;13086.10 ;4291.93 ;249.42 ;5093.42 ;13563.80 ;5016.28 ;5346.16 ;5747.95 
2501.26 ;5208.88 ;13390.40 ;2514.38 ;15963.59 ;9358.96 ;13012.29 ;4294.87 ;247.20 ;5038.32 ;13199.14 ;5099.23 ;5374.84 ;5679.24 
2521.95 ;5180.34 ;13353.84 ;2509.48 ;15879.74 ;9392.92 ;12958.35 ;4294.50 ;246.84 ;5067.38 ;13128.77 ;5054.63 ;5370.02 ;5690.96 
2509.76 ;5121.83 ;13336.87 ;2484.50 ;15814.05 ;9224.62 ;12974.45 ;4202.90 ;245.82 ;4983.31 ;12994.07 ;4887.97 ;5358.00 ;5571.68 
2506.85 ;5101.07 ;13344.45 ;2452.45 ;15725.74 ;9192.99 ;12944.44 ;4194.94 ;245.16 ;4889.28 ;12932.63 ;4850.16 ;5337.66 ;5491.36 
2509.58 ;4949.28 ;13258.89 ;2444.64 ;15742.66 ;9144.51 ;12945.35 ;4211.95 ;240.09 ;4904.28 ;13025.74 ;4791.45 ;5314.45 ;5527.81 
2528.28 ;4957.26 ;13215.70 ;2405.29 ;15749.82 ;9111.67 ;12925.44 ;4148.04 ;237.71 ;4822.06 ;12704.78 ;4775.37 ;5297.61 ;5481.01 
2528.07 ;4966.47 ;13237.01 ;2423.83 ;15693.07 ;8990.24 ;12915.69 ;4210.43 ;238.45 ;4815.76 ;12893.83 ;4748.62 ;5224.76 ;5483.01 
2528.78 ;5061.28 ;13342.64 ;2447.50 ;15719.48 ;9329.74 ;13137.39 ;4199.14 ;238.66 ;4804.07 ;13036.95 ;4813.87 ;5258.37 ;5490.54 
2525.52 ;5089.72 ;13328.62 ;2447.69 ;15731.11 ;9267.10 ;13120.89 ;4182.48 ;237.48 ;4773.18 ;12930.73 ;4773.89 ;5268.87 ;5461.96 
2520.66 ;5069.37 ;13303.36 ;2477.64 ;15817.25 ;9169.14 ;13102.51 ;4203.84 ;238.26 ;4700.80 ;12760.80 ;4681.26 ;5273.98 ;5393.81 
2522.78 ;5074.44 ;13258.12 ;2472.96 ;15686.41 ;9285.67 ;13093.98 ;4195.35 ;236.53 ;4710.11 ;12712.34 ;4739.61 ;5319.48 ;5425.18 
2510.95 ;5020.54 ;13205.43 ;2457.27 ;15612.23 ;9020.31 ;13149.78 ;4192.47 ;233.93 ;4650.50 ;12654.93 ;4645.33 ;5337.06 ;5390.13 
2507.88 ;5013.61 ;13153.67 ;2457.63 ;15624.03 ;9087.73 ;13295.41 ;4197.63 ;238.01 ;4761.07 ;12699.87 ;4720.53 ;5381.66 ;5469.51 
2506.58 ;5006.56 ;13122.44 ;2457.09 ;15649.81 ;9106.43 ;13269.57 ;4192.46 ;237.67 ;4705.45 ;12702.56 ;4722.25 ;5476.75 ;5428.95 
2525.13 ;5085.72 ;13221.97 ;2526.37 ;15843.09 ;9485.69 ;13287.82 ;4187.97 ;240.41 ;4736.89 ;13122.06 ;4782.66 ;5630.63 ;5464.59 
2529.53 ;5262.10 ;13262.25 ;2525.11 ;15910.61 ;9671.15 ;13318.96 ;4188.09 ;241.34 ;4738.90 ;13180.56 ;4879.49 ;5599.25 ;5481.28 
2512.35 ;5229.71 ;13204.15 ;2493.97 ;15915.52 ;9625.63 ;13310.12 ;4112.82 ;241.43 ;4721.90 ;13060.90 ;4769.50 ;5574.22 ;5455.49 
2509.92 ;5249.94 ;13178.26 ;2476.19 ;15965.03 ;9772.76 ;13313.37 ;4112.54 ;244.16 ;4758.44 ;13189.37 ;4818.84 ;5662.94 ;5484.07 
2509.45 ;5310.42 ;13249.19 ;2467.68 ;15940.94 ;9759.35 ;13339.72 ;4092.96 ;243.47 ;4699.42 ;12955.60 ;4683.99 ;5586.72 ;5449.78 
2505.07 ;5382.25 ;13150.14 ;2445.88 ;15968.62 ;9794.69 ;13326.99 ;4091.12 ;240.62 ;4673.58 ;12774.65 ;4593.76 ;5667.89 ;5389.10 
2500.74 ;5365.34 ;13072.03 ;2426.01 ;15986.73 ;9752.60 ;13363.70 ;4073.98 ;238.13 ;4653.93 ;12681.99 ;4607.81 ;5738.84 ;5367.16 
2497.37 ;5414.62 ;13000.04 ;2388.28 ;15967.30 ;9872.06 ;13377.72 ;4095.06 ;238.66 ;4660.83 ;12681.51 ;4609.36 ;5742.20 ;5370.51 
2496.21 ;5423.36 ;12994.80 ;2343.50 ;16001.52 ;9986.77 ;13379.69 ;4076.25 ;243.29 ;4680.28 ;12849.22 ;4622.73 ;5791.08 ;5408.78 
2493.83 ;5390.51 ;12955.49 ;2342.65 ;16159.59 ;9668.31 ;13383.69 ;4057.25 ;242.16 ;4686.35 ;12854.65 ;4658.17 ;5718.08 ;5409.63 
2491.96 ;5366.46 ;12915.17 ;2310.49 ;16218.53 ;9646.65 ;13414.17 ;4018.66 ;244.31 ;4754.11 ;12934.90 ;4832.67 ;5863.24 ;5460.15 
2491.08 ;5414.72 ;13047.90 ;2323.21 ;16189.21 ;9714.53 ;13389.05 ;4010.35 ;244.23 ;4720.42 ;12689.79 ;4988.44 ;5817.87 ;5428.43 
2488.09 ;5414.68 ;13042.87 ;2289.35 ;16166.78 ;9571.00 ;13262.09 ;3989.60 ;240.96 ;4664.81 ;12349.99 ;4995.58 ;5734.95 ;5381.71 
2504.48 ;5451.44 ;12938.81 ;2264.61 ;16367.47 ;9503.04 ;13262.29 ;3999.94 ;240.65 ;4637.05 ;12400.74 ;4905.50 ;5728.45 ;5384.83 
2507.17 ;5526.97 ;12959.42 ;2326.68 ;16460.50 ;9529.10 ;13117.33 ;4054.77 ;243.19 ;4683.76 ;12724.90 ;4930.42 ;5662.85 ;5463.71 
2483.87 ;5549.89 ;12995.39 ;2321.87 ;16338.00 ;9428.17 ;13035.31 ;4127.76 ;240.61 ;4649.01 ;12733.84 ;5120.92 ;5587.16 ;5443.81 
2472.01 ;5544.78 ;12966.39 ;2296.56 ;16435.49 ;9411.37 ;13069.40 ;4159.78 ;240.56 ;4722.81 ;12712.66 ;5189.34 ;5587.74 ;5575.45 
2468.28 ;5526.39 ;13076.59 ;2317.20 ;16577.70 ;9658.31 ;13185.21 ;4151.65 ;242.29 ;4763.74 ;12831.11 ;5285.70 ;5685.45 ;5588.39 
2494.26 ;5622.50 ;13033.56 ;2311.39 ;16643.16 ;9681.60 ;13206.07 ;4057.96 ;241.35 ;4744.31 ;12796.73 ;5262.01 ;5646.43 ;5563.62 
2473.16 ;5627.29 ;13057.71 ;2280.34 ;16490.36 ;9819.06 ;13127.77 ;3982.44 ;243.30 ;4847.65 ;12784.84 ;5308.13 ;5629.33 ;5640.47 
2471.12 ;5620.34 ;13111.10 ;2280.67 ;16437.98 ;9874.78 ;13108.97 ;4032.94 ;240.45 ;4916.50 ;13282.40 ;5428.10 ;5612.89 ;5690.35 
2477.44 ;5657.60 ;13334.13 ;2326.44 ;16577.14 ;9720.87 ;13159.38 ;4151.58 ;241.79 ;4893.08 ;13281.72 ;5435.30 ;5612.15 ;5658.50 
2484.31 ;5573.25 ;13129.41 ;2322.56 ;16582.58 ;9878.87 ;13208.37 ;4145.90 ;237.95 ;4877.68 ;13392.72 ;5418.58 ;5580.84 ;5679.36 
2477.00 ;5622.29 ;13249.31 ;2377.03 ;16582.85 ;10087.79 ;13230.06 ;4209.93 ;239.55 ;4863.24 ;13527.81 ;5370.06 ;5659.96 ;5673.32 
2475.79 ;5612.03 ;13440.71 ;2407.31 ;16799.51 ;10350.76 ;13355.45 ;4226.62 ;237.35 ;4904.89 ;14287.58 ;5440.99 ;5768.21 ;5701.08 
2452.23 ;5592.34 ;13414.55 ;2397.28 ;17003.40 ;10258.91 ;13317.54 ;4222.51 ;241.88 ;4866.70 ;14359.99 ;5389.36 ;5793.43 ;5681.96 
2449.58 ;5601.48 ;13369.11 ;2340.67 ;16860.56 ;10092.32 ;13302.35 ;4230.97 ;243.57 ;4851.08 ;14149.60 ;5256.91 ;5767.42 ;5653.87 
2464.82 ;5573.89 ;13414.61 ;2365.27 ;17005.09 ;10262.49 ;13344.12 ;4328.07 ;242.52 ;4877.02 ;14554.58 ;5310.99 ;5826.29 ;5698.97 
2461.35 ;5561.01 ;13599.19 ;2413.72 ;17209.85 ;10209.06 ;13422.04 ;4283.57 ;238.98 ;4976.00 ;15095.30 ;5397.25 ;5874.52 ;5808.08 
2460.44 ;5631.83 ;13551.36 ;2429.92 ;17067.56 ;10141.33 ;13367.49 ;4288.07 ;239.94 ;5044.48 ;15122.04 ;5383.97 ;5840.48 ;5879.64 
2461.52 ;5673.23 ;13577.90 ;2432.18 ;17367.78 ;9978.17 ;13567.30 ;4323.95 ;241.48 ;5156.78 ;15127.69 ;5587.88 ;5884.05 ;5949.27 
2461.42 ;5653.72 ;13407.14 ;2409.67 ;17187.54 ;9779.99 ;13459.08 ;4311.10 ;238.77 ;5104.33 ;14837.81 ;5507.58 ;5830.13 ;5895.10 
2458.85 ;5596.92 ;13324.46 ;2414.26 ;17111.82 ;9710.82 ;13447.54 ;4302.25 ;239.58 ;5007.06 ;14793.31 ;5435.71 ;5743.00 ;5821.81 
2460.35 ;5639.95 ;13392.58 ;2422.66 ;17105.07 ;9650.97 ;13464.75 ;4380.08 ;239.74 ;5094.34 ;14914.77 ;5478.31 ;5772.19 ;5926.25 
2455.43 ;5613.09 ;13272.37 ;2393.11 ;16883.55 ;9579.39 ;13333.01 ;4383.71 ;239.21 ;5094.68 ;14785.61 ;5395.03 ;5841.35 ;5900.43 
2465.62 ;5647.00 ;13250.42 ;2386.37 ;17155.43 ;9651.80 ;13383.50 ;4393.41 ;241.34 ;5130.88 ;14869.02 ;5380.47 ;5860.83 ;5906.46 
2463.43 ;5622.97 ;13348.43 ;2367.37 ;17024.27 ;9695.44 ;13328.73 ;4388.41 ;245.87 ;5122.78 ;14401.13 ;5293.92 ;5811.97 ;5900.83 
2466.09 ;5615.62 ;13370.65 ;2376.69 ;16954.39 ;9594.27 ;13344.32 ;4393.08 ;246.18 ;5158.70 ;14488.94 ;5316.25 ;5859.17 ;5906.23 
2460.26 ;5632.60 ;13403.26 ;2356.23 ;16903.85 ;9424.01 ;13306.87 ;4390.08 ;248.07 ;5115.74 ;14656.85 ;5305.31 ;5898.46 ;5887.45 
2467.28 ;5628.03 ;13279.56 ;2350.12 ;16885.01 ;9277.97 ;13253.62 ;4357.06 ;246.71 ;5039.68 ;14521.79 ;5192.59 ;5823.61 ;5797.71 
2456.15 ;5501.52 ;13171.51 ;2319.84 ;16656.24 ;9323.80 ;13194.32 ;4331.58 ;243.30 ;4923.26 ;13822.61 ;5036.15 ;5729.08 ;5697.58 
2448.74 ;5545.50 ;13245.37 ;2350.33 ;16644.11 ;9461.08 ;13262.19 ;4335.73 ;244.18 ;4934.99 ;14010.00 ;5080.83 ;5788.50 ;5729.37 
2438.57 ;5585.50 ;13193.78 ;2357.20 ;16651.21 ;9596.86 ;13241.14 ;4484.04 ;243.79 ;4959.76 ;14103.78 ;5147.10 ;5793.91 ;5733.63 
2412.98 ;5548.26 ;13147.59 ;2354.35 ;16542.31 ;9516.20 ;13210.16 ;4452.35 ;243.53 ;4939.78 ;14147.72 ;5014.82 ;5724.18 ;5700.59 
2403.75 ;5599.81 ;13210.05 ;2358.85 ;16527.59 ;9359.44 ;13232.31 ;4448.25 ;241.85 ;5080.26 ;14572.97 ;5042.25 ;5669.67 ;5794.89 
2380.88 ;5619.03 ;13213.62 ;2363.31 ;16628.58 ;9365.38 ;13177.88 ;4426.16 ;240.65 ;5106.94 ;14734.23 ;5059.30 ;5654.43 ;5801.75 
2397.68 ;5642.24 ;13222.24 ;2364.63 ;16830.90 ;9300.37 ;13155.51 ;4436.77 ;240.61 ;5182.15 ;14896.53 ;5035.90 ;5624.78 ;5804.10 
2403.33 ;5663.99 ;13274.05 ;2370.44 ;16851.00 ;9311.32 ;13204.13 ;4450.46 ;240.42 ;5150.02 ;15238.41 ;5052.04 ;5654.26 ;5786.59 
2390.79 ;5666.04 ;13278.81 ;2382.98 ;16618.86 ;9333.74 ;13160.70 ;4371.64 ;240.25 ;5262.19 ;15092.16 ;5126.94 ;5688.59 ;5929.84 
2396.14 ;5748.33 ;13234.15 ;2386.79 ;16541.06 ;9370.05 ;13144.90 ;4400.99 ;240.52 ;5327.13 ;15125.71 ;5242.20 ;5718.03 ;5993.24 
2378.16 ;5727.23 ;13263.76 ;2360.27 ;16349.42 ;9384.07 ;13129.66 ;4412.44 ;240.92 ;5242.32 ;14728.70 ;5253.21 ;5678.78 ;5915.89 
2304.81 ;5761.34 ;13218.49 ;2367.11 ;16415.60 ;9417.71 ;13088.12 ;4380.46 ;238.99 ;5246.36 ;14901.30 ;5215.07 ;5688.28 ;5910.41 
2292.55 ;5716.91 ;13223.22 ;2352.13 ;16214.48 ;9405.13 ;13001.43 ;4308.71 ;238.19 ;5288.71 ;14777.76 ;5189.95 ;5584.48 ;5902.74 
2298.40 ;5727.11 ;13208.68 ;2344.25 ;16282.43 ;9300.25 ;12955.11 ;4302.71 ;237.51 ;5270.45 ;14691.74 ;5155.99 ;5553.68 ;5872.12 
2287.62 ;5708.93 ;13212.45 ;2346.27 ;16340.96 ;9303.86 ;12950.43 ;4307.68 ;238.42 ;5179.59 ;14664.32 ;5147.96 ;5577.95 ;5812.73 
2275.71 ;5713.76 ;13219.46 ;2347.43 ;16434.75 ;9583.72 ;12929.87 ;4323.12 ;239.46 ;5178.98 ;14843.59 ;5238.36 ;5593.20 ;5837.61 
2282.28 ;5695.89 ;13049.43 ;2364.73 ;16297.51 ;9640.53 ;12841.06 ;4316.24 ;239.93 ;5190.53 ;14951.68 ;5212.90 ;5593.05 ;5863.72 
2269.67 ;5655.64 ;12973.71 ;2309.55 ;16143.70 ;9522.71 ;12767.57 ;4220.17 ;239.33 ;5080.39 ;14296.42 ;5091.82 ;5548.44 ;5751.17 
2260.50 ;5554.49 ;12920.12 ;2291.40 ;16106.19 ;9667.24 ;12690.92 ;4202.10 ;239.54 ;5087.17 ;14292.75 ;5078.93 ;5513.19 ;5758.54 
2268.52 ;5480.56 ;12969.13 ;2256.48 ;16103.11 ;9627.25 ;12735.88 ;4250.70 ;240.55 ;5151.93 ;14441.35 ;5117.89 ;5512.32 ;5847.72 
2272.66 ;5454.01 ;12991.06 ;2234.60 ;15905.17 ;9440.39 ;12706.85 ;4301.89 ;238.65 ;5141.04 ;14301.03 ;5107.95 ;5478.06 ;5853.52 
2270.83 ;5482.98 ;12959.84 ;2256.16 ;15898.08 ;9430.80 ;12699.77 ;4306.70 ;240.30 ;5037.63 ;14077.59 ;5050.50 ;5511.30 ;5789.93 
2265.11 ;5430.43 ;12978.86 ;2257.74 ;15697.99 ;9501.33 ;12709.47 ;4298.06 ;242.55 ;5067.57 ;14138.19 ;5075.42 ;5501.97 ;5784.43 
2274.97 ;5492.14 ;12982.98 ;2250.97 ;15601.65 ;9495.12 ;12778.45 ;4324.33 ;239.85 ;5042.74 ;14307.73 ;5106.96 ;5526.29 ;5797.71 
2262.57 ;5493.63 ;12990.60 ;2254.57 ;15803.70 ;9616.28 ;12798.84 ;4285.52 ;238.60 ;5091.36 ;14309.58 ;5149.00 ;5522.07 ;5809.75 
2262.16 ;5494.41 ;12966.74 ;2232.87 ;15634.55 ;9611.94 ;12750.78 ;4280.86 ;238.25 ;5107.56 ;13836.44 ;5093.90 ;5510.91 ;5797.99 
2253.44 ;5502.62 ;13006.69 ;2230.37 ;15622.73 ;9803.27 ;12757.33 ;4256.30 ;237.36 ;5080.18 ;13872.03 ;5078.57 ;5510.17 ;5765.68 
2237.35 ;5607.13 ;13039.58 ;2202.03 ;15408.44 ;9714.81 ;12730.21 ;4238.81 ;239.25 ;5062.17 ;13822.37 ;5119.44 ;5505.54 ;5724.46 
2222.73 ;5578.84 ;13011.07 ;2158.85 ;15233.42 ;9779.66 ;12632.15 ;4194.86 ;238.05 ;4980.29 ;13268.58 ;4932.33 ;5552.85 ;5670.57 
2243.23 ;5612.81 ;13108.99 ;2151.92 ;15234.04 ;9835.78 ;12507.60 ;4245.56 ;237.70 ;5102.34 ;13691.07 ;4969.86 ;5635.63 ;5805.71 
2244.15 ;5549.94 ;13115.74 ;2159.11 ;15576.33 ;9837.42 ;12670.01 ;4224.13 ;235.91 ;5083.86 ;13764.31 ;5098.76 ;5631.71 ;5759.61 
2250.44 ;5529.50 ;13143.90 ;2154.15 ;15519.17 ;9811.33 ;12671.35 ;4210.04 ;236.70 ;5087.61 ;13709.74 ;5000.26 ;5623.17 ;5777.44 
2242.89 ;5535.77 ;13009.51 ;2057.91 ;15153.88 ;9541.03 ;12500.84 ;4153.61 ;236.35 ;4963.09 ;13205.03 ;4845.22 ;5466.09 ;5684.40 
2209.89 ;5556.99 ;12936.29 ;1972.42 ;15221.88 ;9215.69 ;12438.73 ;4118.51 ;236.90 ;4919.55 ;12883.27 ;4702.64 ;5295.67 ;5639.25 
2174.68 ;5349.87 ;12495.74 ;1911.31 ;14562.14 ;8780.03 ;12052.19 ;3981.54 ;231.70 ;4751.48 ;12336.46 ;4448.28 ;5050.65 ;5438.29 
2182.65 ;5369.52 ;12836.13 ;2026.14 ;15200.78 ;9384.61 ;12398.77 ;4165.50 ;235.40 ;4779.22 ;12669.69 ;4676.47 ;5285.22 ;5523.96 
2193.61 ;5385.08 ;12882.31 ;2036.11 ;15302.39 ;9406.12 ;12420.07 ;4259.94 ;235.20 ;4893.95 ;12641.43 ;4681.77 ;5287.84 ;5633.39 
2186.10 ;5388.69 ;12796.80 ;2033.96 ;15253.97 ;9339.82 ;12406.84 ;4252.45 ;235.15 ;4864.84 ;12616.41 ;4601.03 ;5250.77 ;5619.67 
2160.76 ;5387.47 ;12703.84 ;2035.17 ;15469.31 ;9293.38 ;12416.08 ;4259.19 ;233.31 ;4927.08 ;12594.26 ;4579.39 ;5277.45 ;5706.66 
2170.07 ;5371.82 ;12659.93 ;2017.60 ;15701.92 ;9338.05 ;12449.80 ;4220.43 ;233.51 ;4910.39 ;12727.72 ;4583.40 ;5268.59 ;5669.84 
2211.48 ;5284.49 ;12624.55 ;2028.32 ;15757.28 ;9158.79 ;12554.85 ;4197.03 ;231.51 ;4862.92 ;12852.71 ;4584.56 ;5286.98 ;5639.60 
2240.38 ;5317.59 ;12631.81 ;2032.29 ;15670.55 ;9139.44 ;12538.81 ;4194.58 ;231.31 ;4852.04 ;12769.60 ;4559.32 ;5269.99 ;5610.21 
2227.34 ;5345.79 ;12719.68 ;2096.72 ;15550.47 ;9173.84 ;12477.89 ;4141.70 ;225.66 ;4887.91 ;12857.41 ;4648.39 ;5253.08 ;5633.10 
2222.02 ;5318.23 ;12716.70 ;2069.25 ;15581.96 ;9122.85 ;12461.91 ;4141.76 ;223.06 ;4957.39 ;13072.80 ;4639.40 ;5256.37 ;5671.79 
2228.82 ;5297.72 ;12689.72 ;2021.34 ;15198.14 ;9250.50 ;12352.60 ;4133.63 ;220.66 ;4945.08 ;12906.16 ;4672.97 ;5256.71 ;5661.55 
2236.86 ;5196.37 ;12685.06 ;2037.30 ;15239.32 ;9213.65 ;12348.62 ;4140.12 ;221.11 ;4875.21 ;12932.66 ;4665.39 ;5250.81 ;5593.62 
2194.10 ;5199.68 ;12739.12 ;2028.78 ;14970.65 ;8923.58 ;12268.66 ;4154.21 ;219.31 ;4860.78 ;12436.64 ;4620.69 ;5209.41 ;5575.16 
2147.49 ;5130.73 ;12706.06 ;2060.08 ;14734.76 ;8633.17 ;12247.32 ;4119.90 ;223.71 ;4758.02 ;12214.19 ;4573.56 ;5116.83 ;5485.89 
2158.55 ;5151.58 ;12794.70 ;2060.74 ;14804.31 ;8688.31 ;12288.65 ;4161.03 ;221.76 ;4749.80 ;12418.60 ;4572.43 ;5148.47 ;5473.01 
2161.57 ;5190.36 ;12757.30 ;2103.80 ;15115.66 ;8783.37 ;12337.59 ;4229.47 ;221.86 ;4779.59 ;12447.33 ;4602.86 ;5200.84 ;5501.80 
2142.42 ;5304.87 ;12742.03 ;2083.21 ;14859.67 ;8698.48 ;12267.21 ;4227.45 ;219.06 ;4753.74 ;12462.85 ;4617.99 ;5188.03 ;5486.65 
2147.65 ;5290.24 ;12631.85 ;2101.66 ;14891.69 ;8681.14 ;12232.79 ;4244.46 ;218.17 ;4751.92 ;12436.99 ;4616.92 ;5209.81 ;5482.48 
2137.60 ;5186.81 ;12655.95 ;2088.14 ;14577.10 ;8438.33 ;12093.81 ;4218.03 ;221.61 ;4646.32 ;12281.29 ;4545.59 ;5168.42 ;5403.72 
2143.11 ;5213.64 ;12614.18 ;2104.68 ;14744.18 ;8492.54 ;12147.07 ;4249.84 ;219.31 ;4647.87 ;12073.96 ;4563.56 ;5191.07 ;5446.30 
2130.89 ;5226.49 ;12530.98 ;2105.11 ;14748.55 ;8611.89 ;12113.51 ;4243.44 ;219.16 ;4646.68 ;12037.32 ;4671.62 ;5187.38 ;5493.78 
2126.57 ;5106.54 ;12373.89 ;2086.44 ;14633.68 ;8491.01 ;12027.67 ;4328.15 ;218.72 ;4562.41 ;11885.31 ;4585.67 ;5202.83 ;5431.76 
2114.96 ;5054.51 ;12401.04 ;2072.34 ;14414.69 ;8579.33 ;11963.49 ;4324.24 ;221.21 ;4575.57 ;11909.66 ;4628.82 ;5195.71 ;5492.75 
2123.58 ;4996.19 ;12372.58 ;2053.71 ;14530.65 ;8653.11 ;11979.50 ;4361.00 ;221.57 ;4568.84 ;12036.73 ;4650.90 ;5170.70 ;5528.24 
2118.56 ;5109.15 ;12445.58 ;2056.46 ;14675.55 ;8862.83 ;12042.82 ;4380.15 ;226.33 ;4645.64 ;11967.14 ;4635.62 ;5247.01 ;5612.17 
