rank_1,company_name_1,sum_vol,sum_vol_chg,rank_2,company_name_2,hold_vol_buy,hold_vol_buy_chg,rank_3,company_name_3,hold_vol_sell,hold_vol_sell_chg,12,name,update_date
17,兴证期货  ,4844.0,2416.0,17,格林大华  ,1307.0,-157.0,17,方正中期  ,1074.0,70.0,,ni1601,2015-08-19
18,瑞达期货  ,4574.0,3547.0,18,浙商期货  ,1173.0,-99.0,18,长江期货  ,898.0,87.0,,ni1601,2015-08-19
19,中辉期货  ,4467.0,1803.0,19,英大期货  ,1139.0,967.0,19,中国国际  ,828.0,61.0,,ni1601,2015-08-19
20,方正中期  ,4286.0,2061.0,20,中大期货  ,1113.0,-100.0,20,东兴期货  ,811.0,86.0,,ni1601,2015-08-19
1,中融汇信  ,7292.0,-8298.0,1,大越期货  ,4799.0,11.0,1,中粮期货  ,3245.0,172.0,,ni1509,2015-08-20
2,南华期货  ,4917.0,-2331.0,2,中粮期货  ,4738.0,-10.0,2,中信期货  ,2770.0,-120.0,,ni1509,2015-08-20
3,华安期货  ,4878.0,596.0,3,国泰君安  ,1703.0,328.0,3,银河期货  ,2529.0,-99.0,,ni1509,2015-08-20
4,东证期货  ,4483.0,-196.0,4,金瑞期货  ,1535.0,-103.0,4,金瑞期货  ,2284.0,-394.0,,ni1509,2015-08-20
5,中辉期货  ,4434.0,1208.0,5,广发期货  ,1128.0,73.0,5,海通期货  ,2100.0,-271.0,,ni1509,2015-08-20
6,上海中期  ,3445.0,-3238.0,6,永安期货  ,1070.0,-20.0,6,方正中期  ,2091.0,-30.0,,ni1509,2015-08-20
7,广发期货  ,3075.0,-918.0,7,江苏东华  ,971.0,2.0,7,永安期货  ,2026.0,-191.0,,ni1509,2015-08-20
8,银河期货  ,2630.0,-2879.0,8,上海中期  ,958.0,150.0,8,光大期货  ,1990.0,-31.0,,ni1509,2015-08-20
9,永安期货  ,2427.0,-497.0,9,南华期货  ,952.0,-299.0,9,中国国际  ,1923.0,-56.0,,ni1509,2015-08-20
10,铜冠金源  ,2400.0,-814.0,10,中信期货  ,786.0,-348.0,10,广发期货  ,1665.0,10.0,,ni1509,2015-08-20
11,新湖期货  ,2382.0,-502.0,11,安粮期货  ,772.0,-7.0,11,冠通期货  ,1481.0,294.0,,ni1509,2015-08-20
12,国泰君安  ,2347.0,-1086.0,12,方正中期  ,771.0,-11.0,12,迈科期货  ,1448.0,-258.0,,ni1509,2015-08-20
13,中信建投  ,2201.0,209.0,13,西部期货  ,742.0,3.0,13,鲁证期货  ,1008.0,-98.0,,ni1509,2015-08-20
14,瑞达期货  ,1941.0,-516.0,14,国信期货  ,672.0,-104.0,14,南华期货  ,942.0,-72.0,,ni1509,2015-08-20
15,海通期货  ,1918.0,-2632.0,15,申万期货  ,633.0,-42.0,15,晟鑫期货  ,818.0,-297.0,,ni1509,2015-08-20
16,招商期货  ,1791.0,1252.0,16,银河期货  ,618.0,11.0,16,混沌天成  ,800.0,0.0,,ni1509,2015-08-20
17,兴证期货  ,1719.0,-1085.0,17,大有期货  ,612.0,48.0,17,上海中期  ,778.0,-5.0,,ni1509,2015-08-20
18,国海良时  ,1656.0,-169.0,18,东证期货  ,541.0,-79.0,18,上海通联  ,727.0,-3.0,,ni1509,2015-08-20
19,鲁证期货  ,1544.0,-127.0,19,信达期货  ,521.0,-22.0,19,国投期货  ,725.0,-194.0,,ni1509,2015-08-20
20,方正中期  ,1533.0,-1871.0,20,神华期货  ,481.0,56.0,20,招商期货  ,700.0,-567.0,,ni1509,2015-08-20
1,中融汇信  ,39112.0,18340.0,1,南华期货  ,9840.0,760.0,1,中信期货  ,15873.0,1574.0,,ni1601,2015-08-20
2,铜冠金源  ,14908.0,1595.0,2,中信期货  ,5280.0,352.0,2,永安期货  ,6475.0,2492.0,,ni1601,2015-08-20
3,海通期货  ,13377.0,5227.0,3,中粮期货  ,4231.0,745.0,3,上海中期  ,6162.0,893.0,,ni1601,2015-08-20
4,金瑞期货  ,12799.0,3551.0,4,中国国际  ,4167.0,1071.0,4,广发期货  ,5158.0,419.0,,ni1601,2015-08-20
5,徽商期货  ,12247.0,2538.0,5,创元期货  ,3300.0,1259.0,5,银河期货  ,4554.0,-88.0,,ni1601,2015-08-20
6,中信期货  ,11338.0,3001.0,6,国泰君安  ,3122.0,114.0,6,兴业期货  ,4052.0,393.0,,ni1601,2015-08-20
7,南华期货  ,11085.0,2066.0,7,广发期货  ,2670.0,968.0,7,南华期货  ,3513.0,17.0,,ni1601,2015-08-20
8,广发期货  ,10329.0,2087.0,8,首创京都  ,2585.0,500.0,8,光大期货  ,3092.0,128.0,,ni1601,2015-08-20
9,永安期货  ,9814.0,5869.0,9,国海良时  ,2402.0,56.0,9,中粮期货  ,3052.0,-334.0,,ni1601,2015-08-20
10,东航期货  ,9430.0,1440.0,10,银河期货  ,2342.0,191.0,10,建信期货  ,2974.0,4.0,,ni1601,2015-08-20
11,兴证期货  ,8542.0,3698.0,11,瑞达期货  ,2043.0,637.0,11,海通期货  ,2859.0,824.0,,ni1601,2015-08-20
12,申万期货  ,7994.0,3722.0,12,方正中期  ,1836.0,493.0,12,五矿经易  ,1759.0,-290.0,,ni1601,2015-08-20
13,华泰期货  ,7370.0,3687.0,13,申万期货  ,1780.0,13.0,13,混沌天成  ,1591.0,479.0,,ni1601,2015-08-20
14,创元期货  ,7070.0,597.0,14,大越期货  ,1667.0,1019.0,14,晟鑫期货  ,1562.0,234.0,,ni1601,2015-08-20
15,东证期货  ,7039.0,401.0,15,华泰期货  ,1623.0,7.0,15,申万期货  ,1514.0,73.0,,ni1601,2015-08-20
16,银河期货  ,6583.0,-355.0,16,海通期货  ,1551.0,41.0,16,财富期货  ,1412.0,16.0,,ni1601,2015-08-20
17,国泰君安  ,6515.0,1067.0,17,格林大华  ,1411.0,104.0,17,方正中期  ,1150.0,76.0,,ni1601,2015-08-20
18,上海中期  ,6137.0,-1871.0,18,永安期货  ,1410.0,-52.0,18,冠通期货  ,1136.0,982.0,,ni1601,2015-08-20
19,中国国际  ,5777.0,1992.0,19,中大期货  ,1368.0,255.0,19,中国国际  ,880.0,52.0,,ni1601,2015-08-20
20,华安期货  ,5714.0,753.0,20,同信久恒  ,1184.0,224.0,20,西部期货  ,788.0,15.0,,ni1601,2015-08-20
1,中融汇信  ,4936.0,-2356.0,1,大越期货  ,4631.0,-168.0,1,中粮期货  ,3342.0,97.0,,ni1509,2015-08-21
2,南华期货  ,2961.0,-1956.0,2,中粮期货  ,4536.0,-202.0,2,银河期货  ,2464.0,-65.0,,ni1509,2015-08-21
3,东证期货  ,2696.0,-1787.0,3,国泰君安  ,1607.0,-96.0,3,金瑞期货  ,2277.0,-7.0,,ni1509,2015-08-21
4,上海中期  ,2463.0,-982.0,4,金瑞期货  ,1509.0,-26.0,4,中信期货  ,2115.0,-655.0,,ni1509,2015-08-21
5,华安期货  ,2443.0,-2435.0,5,广发期货  ,1112.0,-16.0,5,海通期货  ,2086.0,-14.0,,ni1509,2015-08-21
6,新湖期货  ,2344.0,-38.0,6,永安期货  ,995.0,-75.0,6,方正中期  ,2033.0,-58.0,,ni1509,2015-08-21
7,广发期货  ,2094.0,-981.0,7,江苏东华  ,973.0,2.0,7,永安期货  ,1961.0,-65.0,,ni1509,2015-08-21
8,中信建投  ,1478.0,-723.0,8,上海中期  ,960.0,2.0,8,中国国际  ,1891.0,-32.0,,ni1509,2015-08-21
9,银河期货  ,1436.0,-1194.0,9,南华期货  ,940.0,-12.0,9,广发期货  ,1629.0,-36.0,,ni1509,2015-08-21
10,申万期货  ,1359.0,-169.0,10,安粮期货  ,780.0,8.0,10,光大期货  ,1592.0,-398.0,,ni1509,2015-08-21
11,东吴期货  ,1213.0,-79.0,11,西部期货  ,742.0,0.0,11,迈科期货  ,1448.0,0.0,,ni1509,2015-08-21
12,兴证期货  ,1190.0,-529.0,12,中信期货  ,731.0,-55.0,12,鲁证期货  ,1005.0,-3.0,,ni1509,2015-08-21
13,国信期货  ,1186.0,219.0,13,方正中期  ,659.0,-112.0,13,冠通期货  ,999.0,-482.0,,ni1509,2015-08-21
14,国泰君安  ,1165.0,-1182.0,14,大有期货  ,598.0,-14.0,14,南华期货  ,953.0,11.0,,ni1509,2015-08-21
15,中信期货  ,1160.0,-182.0,15,银河期货  ,567.0,-51.0,15,混沌天成  ,800.0,0.0,,ni1509,2015-08-21
16,铜冠金源  ,1057.0,-1343.0,16,东证期货  ,523.0,-18.0,16,上海通联  ,727.0,0.0,,ni1509,2015-08-21
17,光大期货  ,1053.0,272.0,17,神华期货  ,473.0,-8.0,17,上海中期  ,677.0,-101.0,,ni1509,2015-08-21
18,中国国际  ,994.0,-509.0,18,海通期货  ,467.0,0.0,18,北京首创  ,663.0,-21.0,,ni1509,2015-08-21
19,华泰期货  ,969.0,-554.0,19,中钢期货  ,466.0,1.0,19,招商期货  ,642.0,-58.0,,ni1509,2015-08-21
20,方正中期  ,938.0,-595.0,20,信达期货  ,463.0,-58.0,20,浙商期货  ,602.0,-72.0,,ni1509,2015-08-21
1,中融汇信  ,36534.0,-2578.0,1,南华期货  ,9891.0,51.0,1,中信期货  ,16861.0,988.0,,ni1601,2015-08-21
2,徽商期货  ,10723.0,-1524.0,2,中信期货  ,4980.0,-300.0,2,上海中期  ,5627.0,-535.0,,ni1601,2015-08-21
3,永安期货  ,9707.0,-107.0,3,中粮期货  ,4938.0,707.0,3,广发期货  ,5392.0,234.0,,ni1601,2015-08-21
4,中信期货  ,9484.0,-1854.0,4,中国国际  ,4252.0,85.0,4,永安期货  ,5143.0,-1332.0,,ni1601,2015-08-21
5,南华期货  ,9259.0,-1826.0,5,创元期货  ,3497.0,197.0,5,银河期货  ,5028.0,474.0,,ni1601,2015-08-21
6,东航期货  ,7790.0,-1640.0,6,国泰君安  ,3168.0,46.0,6,光大期货  ,3593.0,501.0,,ni1601,2015-08-21
7,铜冠金源  ,7623.0,-7285.0,7,广发期货  ,3128.0,458.0,7,南华期货  ,3541.0,28.0,,ni1601,2015-08-21
8,金瑞期货  ,7407.0,-5392.0,8,国海良时  ,2881.0,479.0,8,中粮期货  ,2997.0,-55.0,,ni1601,2015-08-21
9,广发期货  ,7400.0,-2929.0,9,首创京都  ,2584.0,-1.0,9,建信期货  ,2979.0,5.0,,ni1601,2015-08-21
10,国泰君安  ,6658.0,143.0,10,银河期货  ,2432.0,90.0,10,海通期货  ,2847.0,-12.0,,ni1601,2015-08-21
11,一德期货  ,6608.0,1469.0,11,方正中期  ,2201.0,365.0,11,宝城期货  ,2331.0,1927.0,,ni1601,2015-08-21
12,华泰期货  ,6221.0,-1149.0,12,申万期货  ,2077.0,297.0,12,混沌天成  ,2242.0,651.0,,ni1601,2015-08-21
13,银河期货  ,6158.0,-425.0,13,华泰期货  ,1918.0,295.0,13,东方汇金  ,1926.0,1498.0,,ni1601,2015-08-21
14,海通期货  ,6059.0,-7318.0,14,瑞达期货  ,1759.0,-284.0,14,申万期货  ,1769.0,255.0,,ni1601,2015-08-21
15,申万期货  ,5180.0,-2814.0,15,大越期货  ,1671.0,4.0,15,五矿经易  ,1753.0,-6.0,,ni1601,2015-08-21
16,创元期货  ,5120.0,-1950.0,16,同信久恒  ,1637.0,453.0,16,兴业期货  ,1717.0,-2335.0,,ni1601,2015-08-21
17,上海中期  ,5082.0,-1055.0,17,海通期货  ,1590.0,39.0,17,冠通期货  ,1636.0,500.0,,ni1601,2015-08-21
18,新湖期货  ,4948.0,343.0,18,招商期货  ,1545.0,937.0,18,晟鑫期货  ,1562.0,0.0,,ni1601,2015-08-21
19,方正中期  ,4735.0,-262.0,19,永安期货  ,1449.0,39.0,19,财富期货  ,1429.0,17.0,,ni1601,2015-08-21
20,瑞达期货  ,4472.0,-951.0,20,中大期货  ,1409.0,41.0,20,方正中期  ,1114.0,-36.0,,ni1601,2015-08-21
1,东证期货  ,5051.0,2355.0,1,大越期货  ,6907.0,2276.0,1,中粮期货  ,3296.0,-46.0,,ni1509,2015-08-24
2,中融汇信  ,4078.0,-858.0,2,中粮期货  ,4528.0,-8.0,2,方正中期  ,2308.0,275.0,,ni1509,2015-08-24
3,南华期货  ,3319.0,358.0,3,金瑞期货  ,1487.0,-22.0,3,银河期货  ,2239.0,-225.0,,ni1509,2015-08-24
4,华安期货  ,3217.0,774.0,4,广发期货  ,1041.0,-71.0,4,金瑞期货  ,2060.0,-217.0,,ni1509,2015-08-24
5,大越期货  ,2789.0,2257.0,5,永安期货  ,883.0,-112.0,5,海通期货  ,1993.0,-93.0,,ni1509,2015-08-24
6,方正中期  ,2546.0,1608.0,6,南华期货  ,736.0,-204.0,6,永安期货  ,1926.0,-35.0,,ni1509,2015-08-24
7,上海中期  ,2400.0,-63.0,7,西部期货  ,734.0,-8.0,7,中国国际  ,1847.0,-44.0,,ni1509,2015-08-24
8,国泰君安  ,2383.0,1218.0,8,中信期货  ,674.0,-57.0,8,中信期货  ,1814.0,-301.0,,ni1509,2015-08-24
9,新湖期货  ,1981.0,-363.0,9,国泰君安  ,673.0,-934.0,9,光大期货  ,1590.0,-2.0,,ni1509,2015-08-24
10,中银国际  ,1658.0,894.0,10,东证期货  ,659.0,136.0,10,广发期货  ,1548.0,-81.0,,ni1509,2015-08-24
11,申万期货  ,1504.0,145.0,11,江苏东华  ,633.0,-340.0,11,迈科期货  ,1448.0,0.0,,ni1509,2015-08-24
12,铜冠金源  ,1400.0,343.0,12,方正中期  ,598.0,-61.0,12,鲁证期货  ,1056.0,51.0,,ni1509,2015-08-24
13,兴证期货  ,1388.0,198.0,13,大有期货  ,531.0,-67.0,13,冠通期货  ,1000.0,1.0,,ni1509,2015-08-24
14,中信建投  ,1355.0,-123.0,14,中钢期货  ,470.0,4.0,14,南华期货  ,928.0,-25.0,,ni1509,2015-08-24
15,华泰期货  ,1337.0,368.0,15,海通期货  ,454.0,-13.0,15,混沌天成  ,800.0,0.0,,ni1509,2015-08-24
16,徽商期货  ,1320.0,668.0,16,神华期货  ,453.0,-20.0,16,华泰期货  ,791.0,342.0,,ni1509,2015-08-24
17,招商期货  ,1263.0,455.0,17,银河期货  ,420.0,-147.0,17,上海通联  ,727.0,0.0,,ni1509,2015-08-24
18,广发期货  ,1242.0,-852.0,18,国贸期货  ,395.0,-1.0,18,北京首创  ,631.0,-32.0,,ni1509,2015-08-24
19,大地期货  ,1154.0,578.0,19,国信期货  ,393.0,-8.0,19,招商期货  ,595.0,-47.0,,ni1509,2015-08-24
20,鲁证期货  ,980.0,293.0,20,招商期货  ,379.0,32.0,20,上海中期  ,583.0,-94.0,,ni1509,2015-08-24
1,中融汇信  ,31724.0,-4810.0,1,南华期货  ,10061.0,170.0,1,中信期货  ,16979.0,118.0,,ni1601,2015-08-24
2,铜冠金源  ,13084.0,5461.0,2,中粮期货  ,6107.0,1169.0,2,永安期货  ,7117.0,1974.0,,ni1601,2015-08-24
3,南华期货  ,12275.0,3016.0,3,中信期货  ,5544.0,564.0,3,广发期货  ,6213.0,821.0,,ni1601,2015-08-24
4,徽商期货  ,11794.0,1071.0,4,大越期货  ,5319.0,3648.0,4,上海中期  ,5471.0,-156.0,,ni1601,2015-08-24
5,一德期货  ,10597.0,3989.0,5,国泰君安  ,4190.0,1022.0,5,一德期货  ,5070.0,4191.0,,ni1601,2015-08-24
6,中信期货  ,10428.0,944.0,6,国海良时  ,3501.0,620.0,6,银河期货  ,4980.0,-48.0,,ni1601,2015-08-24
7,永安期货  ,10311.0,604.0,7,中国国际  ,3382.0,-870.0,7,南华期货  ,4524.0,983.0,,ni1601,2015-08-24
8,东航期货  ,10214.0,2424.0,8,广发期货  ,3288.0,160.0,8,中粮期货  ,4424.0,1427.0,,ni1601,2015-08-24
9,银河期货  ,9901.0,3743.0,9,申万期货  ,3121.0,1044.0,9,光大期货  ,3961.0,368.0,,ni1601,2015-08-24
10,海通期货  ,9820.0,3761.0,10,方正中期  ,3117.0,916.0,10,海通期货  ,3143.0,296.0,,ni1601,2015-08-24
11,广发期货  ,8909.0,1509.0,11,银河期货  ,2717.0,285.0,11,建信期货  ,2883.0,-96.0,,ni1601,2015-08-24
12,国泰君安  ,8896.0,2238.0,12,招商期货  ,2712.0,1167.0,12,混沌天成  ,2286.0,44.0,,ni1601,2015-08-24
13,东证期货  ,7619.0,3302.0,13,首创京都  ,2639.0,55.0,13,宝城期货  ,2265.0,-66.0,,ni1601,2015-08-24
14,金瑞期货  ,6922.0,-485.0,14,永安期货  ,2428.0,979.0,14,东航期货  ,2148.0,1101.0,,ni1601,2015-08-24
15,方正中期  ,6696.0,1961.0,15,华泰期货  ,2010.0,92.0,15,五矿经易  ,1712.0,-41.0,,ni1601,2015-08-24
16,中国国际  ,6581.0,2381.0,16,中大期货  ,1906.0,497.0,16,晟鑫期货  ,1613.0,51.0,,ni1601,2015-08-24
17,新湖期货  ,6196.0,1248.0,17,瑞达期货  ,1872.0,113.0,17,申万期货  ,1606.0,-163.0,,ni1601,2015-08-24
18,申万期货  ,6153.0,973.0,18,创元期货  ,1870.0,-1627.0,18,冠通期货  ,1492.0,-144.0,,ni1601,2015-08-24
19,华泰期货  ,6137.0,-84.0,19,格林大华  ,1813.0,424.0,19,中国国际  ,1470.0,621.0,,ni1601,2015-08-24
20,兴证期货  ,5442.0,1291.0,20,同信久恒  ,1747.0,110.0,20,财富期货  ,1429.0,0.0,,ni1601,2015-08-24
1,东证期货  ,11555.0,6504.0,1,大越期货  ,4555.0,-2352.0,1,银河期货  ,2248.0,9.0,,ni1509,2015-08-25
2,中融汇信  ,8402.0,4324.0,2,中粮期货  ,4270.0,-258.0,2,中粮期货  ,2070.0,-1226.0,,ni1509,2015-08-25
3,新湖期货  ,7570.0,5589.0,3,金瑞期货  ,1472.0,-15.0,3,海通期货  ,1984.0,-9.0,,ni1509,2015-08-25
4,方正中期  ,3384.0,838.0,4,广发期货  ,1068.0,27.0,4,鲁证期货  ,1785.0,729.0,,ni1509,2015-08-25
5,南华期货  ,3118.0,-201.0,5,中信期货  ,740.0,66.0,5,中国国际  ,1683.0,-164.0,,ni1509,2015-08-25
6,大越期货  ,2925.0,136.0,6,西部期货  ,730.0,-4.0,6,方正中期  ,1592.0,-716.0,,ni1509,2015-08-25
7,上海中期  ,2907.0,507.0,7,国泰君安  ,692.0,19.0,7,广发期货  ,1553.0,5.0,,ni1509,2015-08-25
8,兴证期货  ,2670.0,1282.0,8,东证期货  ,569.0,-90.0,8,迈科期货  ,1446.0,-2.0,,ni1509,2015-08-25
9,华安期货  ,2608.0,-609.0,9,南华期货  ,546.0,-190.0,9,永安期货  ,1441.0,-485.0,,ni1509,2015-08-25
10,招商期货  ,2574.0,1311.0,10,江苏东华  ,529.0,-104.0,10,光大期货  ,1429.0,-161.0,,ni1509,2015-08-25
11,铜冠金源  ,2357.0,957.0,11,方正中期  ,500.0,-98.0,11,中信期货  ,1420.0,-394.0,,ni1509,2015-08-25
12,鲁证期货  ,2169.0,1189.0,12,中钢期货  ,471.0,1.0,12,冠通期货  ,998.0,-2.0,,ni1509,2015-08-25
13,大地期货  ,2112.0,958.0,13,大有期货  ,446.0,-85.0,13,南华期货  ,904.0,-24.0,,ni1509,2015-08-25
14,国泰君安  ,2015.0,-368.0,14,永安期货  ,428.0,-455.0,14,上海通联  ,727.0,0.0,,ni1509,2015-08-25
15,广发期货  ,1994.0,752.0,15,神华期货  ,427.0,-26.0,15,金瑞期货  ,694.0,-1366.0,,ni1509,2015-08-25
16,中粮期货  ,1724.0,1284.0,16,国海良时  ,368.0,-9.0,16,北京首创  ,575.0,-56.0,,ni1509,2015-08-25
17,华西期货  ,1694.0,786.0,17,国贸期货  ,368.0,-27.0,17,浙商期货  ,560.0,15.0,,ni1509,2015-08-25
18,海通期货  ,1606.0,634.0,18,海通期货  ,361.0,-93.0,18,国泰君安  ,521.0,-44.0,,ni1509,2015-08-25
19,永安期货  ,1510.0,811.0,19,大地期货  ,303.0,59.0,19,建信期货  ,513.0,0.0,,ni1509,2015-08-25
20,华泰期货  ,1462.0,125.0,20,信达期货  ,282.0,-63.0,20,国投期货  ,414.0,-7.0,,ni1509,2015-08-25
1,中融汇信  ,67105.0,35381.0,1,南华期货  ,14486.0,4425.0,1,中信期货  ,20313.0,3334.0,,ni1601,2015-08-25
2,铜冠金源  ,28253.0,15169.0,2,大越期货  ,9116.0,3797.0,2,永安期货  ,7561.0,444.0,,ni1601,2015-08-25
3,海通期货  ,25903.0,16083.0,3,中粮期货  ,6223.0,116.0,3,上海中期  ,5847.0,376.0,,ni1601,2015-08-25
4,中信期货  ,24163.0,13735.0,4,中信期货  ,5365.0,-179.0,4,中粮期货  ,5668.0,1244.0,,ni1601,2015-08-25
5,南华期货  ,21788.0,9513.0,5,广发期货  ,4201.0,913.0,5,广发期货  ,5452.0,-761.0,,ni1601,2015-08-25
6,永安期货  ,19959.0,9648.0,6,国泰君安  ,3757.0,-433.0,6,一德期货  ,5152.0,82.0,,ni1601,2015-08-25
7,徽商期货  ,18371.0,6577.0,7,中国国际  ,3701.0,319.0,7,银河期货  ,4747.0,-233.0,,ni1601,2015-08-25
8,新湖期货  ,17051.0,10855.0,8,国海良时  ,3535.0,34.0,8,光大期货  ,4202.0,241.0,,ni1601,2015-08-25
9,金瑞期货  ,15984.0,9062.0,9,申万期货  ,3034.0,-87.0,9,南华期货  ,3749.0,-775.0,,ni1601,2015-08-25
10,东航期货  ,15752.0,5538.0,10,方正中期  ,2966.0,-151.0,10,海通期货  ,3241.0,98.0,,ni1601,2015-08-25
11,国泰君安  ,14184.0,5288.0,11,银河期货  ,2800.0,83.0,11,建信期货  ,2873.0,-10.0,,ni1601,2015-08-25
12,银河期货  ,13732.0,3831.0,12,首创京都  ,2607.0,-32.0,12,混沌天成  ,2213.0,-73.0,,ni1601,2015-08-25
13,恒泰期货  ,13685.0,8908.0,13,创元期货  ,2439.0,569.0,13,宝城期货  ,2150.0,-115.0,,ni1601,2015-08-25
14,广发期货  ,13592.0,4683.0,14,瑞达期货  ,2103.0,231.0,14,晟鑫期货  ,2146.0,533.0,,ni1601,2015-08-25
15,东证期货  ,13494.0,5875.0,15,华泰期货  ,2053.0,43.0,15,东航期货  ,2035.0,-113.0,,ni1601,2015-08-25
16,兴证期货  ,12889.0,7447.0,16,同信久恒  ,2049.0,302.0,16,金瑞期货  ,1849.0,1438.0,,ni1601,2015-08-25
17,中国国际  ,12340.0,5759.0,17,永安期货  ,1999.0,-429.0,17,申万期货  ,1780.0,174.0,,ni1601,2015-08-25
18,申万期货  ,10557.0,4404.0,18,中大期货  ,1957.0,51.0,18,兴业期货  ,1753.0,355.0,,ni1601,2015-08-25
19,华泰期货  ,10401.0,4264.0,19,格林大华  ,1623.0,-190.0,19,五矿经易  ,1705.0,-7.0,,ni1601,2015-08-25
20,浙商期货  ,9110.0,4037.0,20,海通期货  ,1407.0,-147.0,20,冠通期货  ,1478.0,-14.0,,ni1601,2015-08-25
1,东证期货  ,7933.0,-3622.0,1,大越期货  ,4518.0,-37.0,1,银河期货  ,2345.0,97.0,,ni1509,2015-08-26
2,中融汇信  ,6012.0,-2390.0,2,中粮期货  ,2967.0,-1303.0,2,中粮期货  ,2164.0,94.0,,ni1509,2015-08-26
3,南华期货  ,4336.0,1218.0,3,金瑞期货  ,1431.0,-41.0,3,海通期货  ,1817.0,-167.0,,ni1509,2015-08-26
4,华安期货  ,2514.0,-94.0,4,中信期货  ,1016.0,276.0,4,中国国际  ,1805.0,122.0,,ni1509,2015-08-26
5,新湖期货  ,2477.0,-5093.0,5,西部期货  ,732.0,2.0,5,方正中期  ,1591.0,-1.0,,ni1509,2015-08-26
6,上海中期  ,2236.0,-671.0,6,广发期货  ,724.0,-344.0,6,中信期货  ,1261.0,-159.0,,ni1509,2015-08-26
7,迈科期货  ,2068.0,1877.0,7,国泰君安  ,534.0,-158.0,7,广发期货  ,1237.0,-316.0,,ni1509,2015-08-26
8,国泰君安  ,1815.0,-200.0,8,东证期货  ,524.0,-45.0,8,永安期货  ,1177.0,-264.0,,ni1509,2015-08-26
9,中粮期货  ,1727.0,3.0,9,方正中期  ,514.0,14.0,9,鲁证期货  ,1125.0,-660.0,,ni1509,2015-08-26
10,招商期货  ,1667.0,-907.0,10,中钢期货  ,459.0,-12.0,10,冠通期货  ,1007.0,9.0,,ni1509,2015-08-26
11,铜冠金源  ,1515.0,-842.0,11,南华期货  ,405.0,-141.0,11,光大期货  ,1000.0,-429.0,,ni1509,2015-08-26
12,鲁证期货  ,1448.0,-721.0,12,永安期货  ,404.0,-24.0,12,上海通联  ,743.0,16.0,,ni1509,2015-08-26
13,广发期货  ,1424.0,-570.0,13,国海良时  ,364.0,-4.0,13,南华期货  ,625.0,-279.0,,ni1509,2015-08-26
14,天富期货  ,1346.0,1346.0,14,国贸期货  ,362.0,-6.0,14,建信期货  ,510.0,-3.0,,ni1509,2015-08-26
15,方正中期  ,1299.0,-2085.0,15,大有期货  ,336.0,-110.0,15,北京首创  ,430.0,-145.0,,ni1509,2015-08-26
16,兴证期货  ,1298.0,-1372.0,16,海通期货  ,291.0,-70.0,16,国投期货  ,414.0,0.0,,ni1509,2015-08-26
17,大地期货  ,1149.0,-963.0,17,招商期货  ,276.0,12.0,17,浙商期货  ,375.0,-185.0,,ni1509,2015-08-26
18,光大期货  ,1093.0,274.0,18,大地期货  ,273.0,-30.0,18,中银国际  ,301.0,300.0,,ni1509,2015-08-26
19,海通期货  ,1023.0,-583.0,19,铜冠金源  ,260.0,48.0,19,金瑞期货  ,256.0,-438.0,,ni1509,2015-08-26
20,银河期货  ,941.0,-433.0,20,兴证期货  ,249.0,83.0,20,新湖期货  ,205.0,0.0,,ni1509,2015-08-26
1,中融汇信  ,60467.0,-6638.0,1,南华期货  ,13844.0,-642.0,1,中信期货  ,20977.0,664.0,,ni1601,2015-08-26
2,南华期货  ,23080.0,1292.0,2,大越期货  ,10130.0,1014.0,2,永安期货  ,8955.0,1394.0,,ni1601,2015-08-26
3,铜冠金源  ,19343.0,-8910.0,3,中粮期货  ,7111.0,888.0,3,上海中期  ,5944.0,97.0,,ni1601,2015-08-26
4,中信期货  ,19309.0,-4854.0,4,中信期货  ,5600.0,235.0,4,广发期货  ,5885.0,433.0,,ni1601,2015-08-26
5,东航期货  ,18211.0,2459.0,5,国泰君安  ,3709.0,-48.0,5,中粮期货  ,5422.0,-246.0,,ni1601,2015-08-26
6,徽商期货  ,18059.0,-312.0,6,中国国际  ,3627.0,-74.0,6,一德期货  ,5106.0,-46.0,,ni1601,2015-08-26
7,海通期货  ,17809.0,-8094.0,7,国海良时  ,3536.0,1.0,7,银河期货  ,4784.0,37.0,,ni1601,2015-08-26
8,新湖期货  ,16260.0,-791.0,8,广发期货  ,3250.0,-951.0,8,光大期货  ,4367.0,165.0,,ni1601,2015-08-26
9,广发期货  ,14024.0,432.0,9,申万期货  ,2977.0,-57.0,9,海通期货  ,3578.0,337.0,,ni1601,2015-08-26
10,永安期货  ,13631.0,-6328.0,10,银河期货  ,2845.0,45.0,10,南华期货  ,3369.0,-380.0,,ni1601,2015-08-26
11,银河期货  ,13084.0,-648.0,11,方正中期  ,2778.0,-188.0,11,建信期货  ,2873.0,0.0,,ni1601,2015-08-26
12,东证期货  ,12394.0,-1100.0,12,同信久恒  ,2733.0,684.0,12,申万期货  ,2524.0,744.0,,ni1601,2015-08-26
13,国泰君安  ,11855.0,-2329.0,13,首创京都  ,2632.0,25.0,13,宝城期货  ,2199.0,49.0,,ni1601,2015-08-26
14,上海中期  ,10248.0,1900.0,14,永安期货  ,2546.0,547.0,14,东航期货  ,2189.0,154.0,,ni1601,2015-08-26
15,兴证期货  ,10116.0,-2773.0,15,创元期货  ,2447.0,8.0,15,晟鑫期货  ,2147.0,1.0,,ni1601,2015-08-26
